galatea_01_barrili_f000020|e il genere umano, salva sempre la immagine del suo creatore, non meriterebbe di peggio?|e il genere umano, salva sempre la immagine del suo creatore, non meriterebbe di peggio?
galatea_01_barrili_f000021|"Ama il prossimo tuo come te stesso" è alla fin fine il comando del principale: ed egli sa bene che io non amo me stesso.|Ama il prossimo tuo come te stesso è alla fin fine il comando del principale: ed egli sa bene che io non amo me stesso.
galatea_01_barrili_f000022|Frattanto, come è vero che quello è il mio prossimo! Io l'ho sempre sentito dal premere che mi faceva d'attorno|Frattanto, come è vero che quello è il mio prossimo! Io l'ho sempre sentito dal premere che mi faceva d'attorno
galatea_01_barrili_f000023|pari ai gomiti di quattro o cinque vicini nella calca dove ci ha ficcati il nostro mal genio, in un quarto d'ora di sciocca curiosità.|pari ai gomiti di quattro o cinque vicini nella calca dove ci ha ficcati il nostro mal genio, in un quarto d'ora di sciocca curiosità.
galatea_01_barrili_f000024|E il mondo è una calca, una moltitudine, una ressa di forze invisibili, che d'ogni parte lavorano su te|E il mondo è una calca, una moltitudine, una ressa di forze invisibili, che d'ogni parte lavorano su te
galatea_01_barrili_f000025|per prenderti il posto che occupi, per non lasciarti occupare il posto che desideri, fosse pure un posto d'usciere.|per prenderti il posto che occupi, per non lasciarti occupare il posto che desideri, fosse pure un posto d'usciere.
galatea_01_barrili_f000026|Si tira a tutto, e con la stessa arte da tutti;|Si tira a tutto, e con la stessa arte da tutti;
galatea_01_barrili_f000027|qualunque sia il grado, o l'educazione, è sempre guerra sorda di agguati, d'insidie, di tradimenti.|qualunque sia il grado, o l'educazione, è sempre guerra sorda di agguati, d'insidie, di tradimenti.
galatea_01_barrili_f000028|Ognuno l'ha con te: più sei forte, o più ti credono tale, più si affannano a soverchiarti, a tirarti giù, a darti il gambetto.|Ognuno l'ha con te: più sei forte, o più ti credono tale, più si affannano a soverchiarti, a tirarti giù, a darti il gambetto.
galatea_01_barrili_f000029|Gl'interessi che non hai offesi fischiano da tutti i pruneti, si avventano da tutte le macchie;|Gl'interessi che non hai offesi fischiano da tutti i pruneti, si avventano da tutte le macchie;
galatea_01_barrili_f000030|nessun briccone è più appostato di te dagli onest'uomini in caccia.|nessun briccone è più appostato di te dagli onest'uomini in caccia.
galatea_01_barrili_f000031|Se tu provassi a morire! oh, allora, lodato il cielo, una buona rifiatata di mille petti|Se tu provassi a morire! oh, allora, lodato il cielo, una buona rifiatata di mille petti
galatea_01_barrili_f000032|che si diffonderebbe dalla tua città, come un soffio di primavera, a tutti i punti del "bello italo regno.|che si diffonderebbe dalla tua città, come un soffio di primavera, a tutti i punti del bello italo regno.
galatea_01_barrili_f000033|" Vivo, non avevi scritto altro che birbonate;| Vivo, non avevi scritto altro che birbonate;
galatea_01_barrili_f000034|morto te, erano tutte maravigile.|morto te, erano tutte maravigile.
galatea_01_barrili_f000035|Ti gabellavano per un asino? eccoti diventato un cigno;|Ti gabellavano per un asino? eccoti diventato un cigno;
galatea_01_barrili_f000036|l'ultima tua ode era degna di Pindaro.|l'ultima tua ode era degna di Pindaro.
galatea_01_barrili_f000037|Prova a morire, e vedrai;|Prova a morire, e vedrai;
galatea_01_barrili_f000038|ti faranno un funerale di prima classe|ti faranno un funerale di prima classe
galatea_01_barrili_f000039|e tutta una cittadinanza "dipinta di cordoglio" farà spalliera al cortèo, mentre tu, felice grand'uomo|e tutta una cittadinanza dipinta di cordoglio farà spalliera al cortèo, mentre tu, felice grand'uomo
galatea_01_barrili_f000040|traballerai nel tuo carro sotto una montagna di corone|traballerai nel tuo carro sotto una montagna di corone
galatea_01_barrili_f000041|che più non ebbe scudi addosso la vergine Tarpeia, in premio del Campidoglio aperto ai Sabini.|che più non ebbe scudi addosso la vergine Tarpeia, in premio del Campidoglio aperto ai Sabini.
galatea_01_barrili_f000042|Quanto a me, senti: ho già fatto testamento, e scritto in chiarissima forma: "Non voglio discorsi, nè marce funebri;|Quanto a me, senti: ho già fatto testamento, e scritto in chiarissima forma: Non voglio discorsi, nè marce funebri;
galatea_01_barrili_f000043|nè bugie, nè stuonature.|nè bugie, nè stuonature.
galatea_01_barrili_f000044|Voglio andare al mio ripostiglio di nottetempo;|Voglio andare al mio ripostiglio di nottetempo;
galatea_01_barrili_f000045|con due amici, se tanti me ne saranno rimasti|con due amici, se tanti me ne saranno rimasti
galatea_01_barrili_f000046|i quali si prenderanno cura di vigilare che le mie ossa vadano proprio al luogo assegnato, e un altro morto non mi rubi la fossa.|i quali si prenderanno cura di vigilare che le mie ossa vadano proprio al luogo assegnato, e un altro morto non mi rubi la fossa.
