novelle07_01_pirandello_f000001|Novelle per un anno di luigi pirandello|Novelle per un anno di luigi pirandello
novelle07_01_pirandello_f000049|Senza un mal di capo, quel massaro aveva accumulato cosí, in una ventina d’anni|Senza un mal di capo, quel massaro aveva accumulato cosí, in una ventina danni
novelle07_01_pirandello_f000050|una ricchezza sbardellata, di cui egli stesso non s’era mai saputo render conto con precisione|una ricchezza sbardellata, di cui egli stesso non sera mai saputo render conto con precisione
novelle07_01_pirandello_f000051|rimasto a vivere in campagna da contadino tra le sue bestie, coi cerchietti d’oro agli orecchi e vestito d’albagio come prima.|rimasto a vivere in campagna da contadino tra le sue bestie, coi cerchietti doro agli orecchi e vestito dalbagio come prima.
novelle07_01_pirandello_f000052|Solo che s’era edificata una casa bella grande, accanto all’antica masseria;|Solo che sera edificata una casa bella grande, accanto allantica masseria;
novelle07_01_pirandello_f000053|e in quella casa s’aggirava impacciato e come sperduto, la sera, quando veniva a raggiungere, dopo i lavori campestri|e in quella casa saggirava impacciato e come sperduto, la sera, quando veniva a raggiungere, dopo i lavori campestri
novelle07_01_pirandello_f000054|l’unica figliuola e una vecchia sorella più zotiche di lui e cosí ignare o non curanti della loro fortuna|lunica figliuola e una vecchia sorella più zotiche di lui e cosí ignare o non curanti della loro fortuna
novelle07_01_pirandello_f000055|che ancora seguitavano a vender le uova delle innumerevoli galline, davanti al cancello|che ancora seguitavano a vender le uova delle innumerevoli galline, davanti al cancello
novelle07_01_pirandello_f000056|alle donnicciuole che si recavano poi coi panieri a rivenderle in città.|alle donnicciuole che si recavano poi coi panieri a rivenderle in città.
novelle07_01_pirandello_f000057|La figlia Vittoria – o Bittò, come il padre la chiamava, – rossa di pelo, gigantesca come la madre morta nel darla alla luce|La figlia Vittoria - o Bittò, come il padre la chiamava, - rossa di pelo, gigantesca come la madre morta nel darla alla luce
novelle07_01_pirandello_f000058|fino a trent’anni non aveva mai avuto un pensiero per sé, tutta intesa, col padre, ai lavori della campagna|fino a trentanni non aveva mai avuto un pensiero per sé, tutta intesa, col padre, ai lavori della campagna
novelle07_01_pirandello_f000059|al governo della masseria, alla vendita dei raccolti ammontati nei vasti magazzini polverosi, di cui teneva appese alla cintola le chiavi|al governo della masseria, alla vendita dei raccolti ammontati nei vasti magazzini polverosi, di cui teneva appese alla cintola le chiavi
novelle07_01_pirandello_f000060|bruciata dal sole e sudata, sempre con qualche festuca di paglia tra i cerfugli arruffati.|bruciata dal sole e sudata, sempre con qualche festuca di paglia tra i cerfugli arruffati.
novelle07_01_pirandello_f000061|Da quello stato la aveva tolta per condurla in città, baronessa, don Francesco di Paola Vivona.|Da quello stato la aveva tolta per condurla in città, baronessa, don Francesco di Paola Vivona.
novelle07_01_pirandello_f000062|Gran signore spiantato e bellissimo uomo, costui|Gran signore spiantato e bellissimo uomo, costui
novelle07_01_pirandello_f000063|degli ultimi resti della sua fortuna s’era servito per comperarsi una magnifica coda di pavone;|degli ultimi resti della sua fortuna sera servito per comperarsi una magnifica coda di pavone;
novelle07_01_pirandello_f000064|il prestigio, voglio dire, di una pomposa appariscenza|il prestigio, voglio dire, di una pomposa appariscenza
novelle07_01_pirandello_f000065|per cui era da tutti ammirato e rispettato e in ogni occasione chiamato all’onore di rappresentar la cittadinanza|per cui era da tutti ammirato e rispettato e in ogni occasione chiamato allonore di rappresentar la cittadinanza
novelle07_01_pirandello_f000066|che più volte lo aveva eletto sindaco.|che più volte lo aveva eletto sindaco.
novelle07_01_pirandello_f000067|Donna Bittò n’era rimasta abbagliata fin dal primo vederlo.|Donna Bittò nera rimasta abbagliata fin dal primo vederlo.
novelle07_01_pirandello_f000068|Aveva subito compreso per qual ragione fosse stata chiesta in moglie, e anziché adontarsene, aveva stimato più che giusto|Aveva subito compreso per qual ragione fosse stata chiesta in moglie, e anziché adontarsene, aveva stimato più che giusto
novelle07_01_pirandello_f000069|che una donna come lei pagasse con molti denari l’onore di diventare,|che una donna come lei pagasse con molti denari lonore di diventare,
novelle07_01_pirandello_f000070|anche di nome soltanto, Baronessa, e moglie d’un uomo come quello.|anche di nome soltanto, Baronessa, e moglie dun uomo come quello.
novelle07_01_pirandello_f000071|— Cicciuzzo è barone! Cicciuzzo è uomo fino! Non può dormire con me|- Cicciuzzo è barone! Cicciuzzo è uomo fino! Non può dormire con me
novelle07_01_pirandello_f000072|Cicciuzzo! — diceva alle serve che le domandavano perché, moglie, da dieci anni si acconciava a dormir divisa dal marito.|Cicciuzzo! - diceva alle serve che le domandavano perché, moglie, da dieci anni si acconciava a dormir divisa dal marito.
novelle07_01_pirandello_f000073|— Dorme come un angelo Cicciuzzo il barone; non si sente nemmeno fiatare;|- Dorme come un angelo Cicciuzzo il barone; non si sente nemmeno fiatare;
novelle07_01_pirandello_f000074|io dormo invece con la bocca aperta e ronfo troppo forte;|io dormo invece con la bocca aperta e ronfo troppo forte;
novelle07_01_pirandello_f000075|ecco perché! Convinta com’era di non poter bastare a lui, di non aver niente in sé per attirare|ecco perché! Convinta comera di non poter bastare a lui, di non aver niente in sé per attirare
novelle07_01_pirandello_f000076|non già l’amore, ma neanche la considerazione di un uomo cosí bello|non già lamore, ma neanche la considerazione di un uomo cosí bello
novelle07_01_pirandello_f000077|cosí grande, cosí fino, paga e orgogliosa della benignità di lui|cosí grande, cosí fino, paga e orgogliosa della benignità di lui
novelle07_01_pirandello_f000078|non si dava pensiero dei tradimenti se non per il fatto che potevano nuocergli alla salute.|non si dava pensiero dei tradimenti se non per il fatto che potevano nuocergli alla salute.
novelle07_01_pirandello_f000079|Che tutte le donne desiderassero l’amore di lui, le solleticava anzi l’amor proprio;|Che tutte le donne desiderassero lamore di lui, le solleticava anzi lamor proprio;
novelle07_01_pirandello_f000080|era per lei quasi una soddisfazione, perché infine la moglie era lei, davanti a Dio e davanti agli uomini; la Baronessa era lei;|era per lei quasi una soddisfazione, perché infine la moglie era lei, davanti a Dio e davanti agli uomini; la Baronessa era lei;
novelle07_01_pirandello_f000081|lei aveva potuto comperarselo, questo onore, e le altre no. C’era poco da dire.|lei aveva potuto comperarselo, questo onore, e le altre no. Cera poco da dire.
novelle07_01_pirandello_f000082|Una sola cosa, in quei dieci anni, la aveva amareggiata: il non aver potuto dargli un figliuolo, a Cicciuzzo il barone.|Una sola cosa, in quei dieci anni, la aveva amareggiata: il non aver potuto dargli un figliuolo, a Cicciuzzo il barone.
novelle07_01_pirandello_f000083|Ma saputo alla fine che egli era riuscito ad averlo da un’altra, da una certa Nicolina|Ma saputo alla fine che egli era riuscito ad averlo da unaltra, da una certa Nicolina
novelle07_01_pirandello_f000084|figlia del giardiniere che aveva piantato e andava tre volte la settimana a curare i fiori nel giardino di Filomena|figlia del giardiniere che aveva piantato e andava tre volte la settimana a curare i fiori nel giardino di Filomena
novelle07_01_pirandello_f000085|anche di questo s’era consolata.|anche di questo sera consolata.
novelle07_01_pirandello_f000086|E tanto aveva detto e fatto, che da due mesi Nicolina era col bambino nel palazzo|E tanto aveva detto e fatto, che da due mesi Nicolina era col bambino nel palazzo
novelle07_01_pirandello_f000087|ed ella la serviva amorosamente, non solo per riguardo di quell’angioletto ch’era tutto il ritratto di papà|ed ella la serviva amorosamente, non solo per riguardo di quellangioletto chera tutto il ritratto di papà
novelle07_01_pirandello_f000088|ma anche per una viva tenerezza da cui subito s’era sentita prendere per quella buona figliuola timida timida e bellina|ma anche per una viva tenerezza da cui subito sera sentita prendere per quella buona figliuola timida timida e bellina
novelle07_01_pirandello_f000089|la quale certo per inesperienza s’era lasciata sedurre da quel gran birbante di Cicciuzzo il barone e dalle male arti di quella puttanaccia di Filomena.|la quale certo per inesperienza sera lasciata sedurre da quel gran birbante di Cicciuzzo il barone e dalle male arti di quella puttanaccia di Filomena.
novelle07_01_pirandello_f000090|La voleva compensare della gioja che le aveva dato, mettendo al mondo quel bambinello tant’anni invano sospirato dal Barone.|La voleva compensare della gioja che le aveva dato, mettendo al mondo quel bambinello tantanni invano sospirato dal Barone.
novelle07_01_pirandello_f000091|Poco le importava che gliel’avesse dato un’altra.|Poco le importava che glielavesse dato unaltra.
novelle07_01_pirandello_f000092|L’importante era questo: che ormai c’era e che era figlio di Cicciuzzo il barone.|Limportante era questo: che ormai cera e che era figlio di Cicciuzzo il barone.
novelle07_01_pirandello_f000093|Anche la carità, intanto, quando è troppa, opprime;|Anche la carità, intanto, quando è troppa, opprime;
novelle07_01_pirandello_f000094|e Nicolina se ne sentiva oppressa.|e Nicolina se ne sentiva oppressa.
novelle07_01_pirandello_f000095|Ma donna Bittò, indicandole il bimbo che le giaceva in grembo: — Babba|Ma donna Bittò, indicandole il bimbo che le giaceva in grembo: - Babba
novelle07_01_pirandello_f000096|non piangere! Guarda piuttosto che hai saputo fare! E, ridendo e battendo le mani: — Com’è bello|non piangere! Guarda piuttosto che hai saputo fare! E, ridendo e battendo le mani: - Comè bello
novelle07_01_pirandello_f000097|amore santo mio! com’è fino! Figliuccio dell’anima mia|amore santo mio! comè fino! Figliuccio dellanima mia
novelle07_01_pirandello_f000098|guarda come mi ride! Gran ressa di gente era davanti la porta del giardino di Filomena.|guarda come mi ride! Gran ressa di gente era davanti la porta del giardino di Filomena.
novelle07_01_pirandello_f000099|Scorgendola da lontano, la Baronessa e le serve levarono al modo del paese le disperazioni.|Scorgendola da lontano, la Baronessa e le serve levarono al modo del paese le disperazioni.
novelle07_01_pirandello_f000100|Il Barone era morto, e stava disteso all’aperto su una materassa, presso un chioschetto tutto parato di convolvoli.|Il Barone era morto, e stava disteso allaperto su una materassa, presso un chioschetto tutto parato di convolvoli.
novelle07_01_pirandello_f000101|Forse la troppa luce, cosí supino, a pancia all’insú, lo svisava.|Forse la troppa luce, cosí supino, a pancia allinsú, lo svisava.
novelle07_01_pirandello_f000102|Pareva violaceo, e i peli biondicci dei baffi e della barba, quasi gli si fossero drizzati sul viso|Pareva violaceo, e i peli biondicci dei baffi e della barba, quasi gli si fossero drizzati sul viso
novelle07_01_pirandello_f000103|sembravano appiccicati e radi radi, come quelli di una maschera carnevalesca.|sembravano appiccicati e radi radi, come quelli di una maschera carnevalesca.
novelle07_01_pirandello_f000104|I globi degli occhi, induriti e stravolti sotto le pàlpebre livide;|I globi degli occhi, induriti e stravolti sotto le pàlpebre livide;
novelle07_01_pirandello_f000105|la bocca, scontorta, come in una smorfia di riso.|la bocca, scontorta, come in una smorfia di riso.
novelle07_01_pirandello_f000106|E niente dava con più irritante ribrezzo il senso della morte in quel corpo là disteso|E niente dava con più irritante ribrezzo il senso della morte in quel corpo là disteso
novelle07_01_pirandello_f000107|quanto le api e le mosche che gli volteggiavano insistenti attorno al volto e alle mani.|quanto le api e le mosche che gli volteggiavano insistenti attorno al volto e alle mani.
novelle07_01_pirandello_f000108|Filomena, prostrata con la faccia per terra|Filomena, prostrata con la faccia per terra
novelle07_01_pirandello_f000109|urlava il suo cordoglio e le lodi del morto tra una fitta siepe d’astanti muti e immobili attorno alla materassa.|urlava il suo cordoglio e le lodi del morto tra una fitta siepe dastanti muti e immobili attorno alla materassa.
novelle07_01_pirandello_f000110|Solo qualcuno di tanto in tanto si chinava a cacciare una di quelle mosche dalla faccia o dalle mani del cadavere;|Solo qualcuno di tanto in tanto si chinava a cacciare una di quelle mosche dalla faccia o dalle mani del cadavere;
novelle07_01_pirandello_f000111|e una comare si voltava a far segni irosi a una bimbetta sudicia|e una comare si voltava a far segni irosi a una bimbetta sudicia
novelle07_01_pirandello_f000112|che strappava i convolvoli del chiosco, facendone muovere e frusciare nel silenzio tutto il fogliame.|che strappava i convolvoli del chiosco, facendone muovere e frusciare nel silenzio tutto il fogliame.
novelle07_01_pirandello_f000113|Da una parte e dall’altra gli astanti si scostarono appena irruppe, spaventosa nello scompiglio della disperazione, la Baronessa.|Da una parte e dallaltra gli astanti si scostarono appena irruppe, spaventosa nello scompiglio della disperazione, la Baronessa.
novelle07_01_pirandello_f000114|Si buttò anche lei ginocchioni davanti la materassa di contro a Filomena|Si buttò anche lei ginocchioni davanti la materassa di contro a Filomena
novelle07_01_pirandello_f000115|e strappandosi i capelli e stracciandosi la faccia cominciò a gridare quasi cantando: — Figlio, Cicciuzzo mio|e strappandosi i capelli e stracciandosi la faccia cominciò a gridare quasi cantando: - Figlio, Cicciuzzo mio
novelle07_01_pirandello_f000116|come t’ho perduto! Fiato mio, cuore mio, come sono venuta a trovarti! Cicciuzzo del mio cuore|come tho perduto! Fiato mio, cuore mio, come sono venuta a trovarti! Cicciuzzo del mio cuore
novelle07_01_pirandello_f000117|fiamma dell’anima mia, come ti sei buttato a terra cosí, tu ch’eri antenna di bandiera?|fiamma dellanima mia, come ti sei buttato a terra cosí, tu cheri antenna di bandiera?
novelle07_01_pirandello_f000118|Quest’occhiuzzi belli, che non li apri più! Queste manucce belle|Questocchiuzzi belli, che non li apri più! Queste manucce belle
novelle07_01_pirandello_f000119|che non le stacchi più! Questa boccuccia bella, che non sorride più! E poco dopo|che non le stacchi più! Questa boccuccia bella, che non sorride più! E poco dopo
novelle07_01_pirandello_f000120|urlando anche lei, stracciandosi anche lei i capelli|urlando anche lei, stracciandosi anche lei i capelli
novelle07_01_pirandello_f000121|a piè di quella materassa una terza donna venne a buttarsi ginocchioni: Nicolina, col bambino in braccio.|a piè di quella materassa una terza donna venne a buttarsi ginocchioni: Nicolina, col bambino in braccio.
novelle07_01_pirandello_f000122|Nessuno, conoscendo la Baronessa, le prove date in dieci anni della sua incredibile tolleranza|Nessuno, conoscendo la Baronessa, le prove date in dieci anni della sua incredibile tolleranza
novelle07_01_pirandello_f000123|non solo per l’amore sviscerato e la devozione al marito|non solo per lamore sviscerato e la devozione al marito
novelle07_01_pirandello_f000124|ma anche per la coscienza ch’ella aveva, e dava agli altri, che fosse naturale quanto le era accaduto|ma anche per la coscienza chella aveva, e dava agli altri, che fosse naturale quanto le era accaduto
novelle07_01_pirandello_f000125|data la sua rozzezza, la sua bruttezza e il suo gran cuore;|data la sua rozzezza, la sua bruttezza e il suo gran cuore;
novelle07_01_pirandello_f000126|nessuno rimase offeso di quello spettacolo, e tutti si commossero, anzi, fino alle lagrime|nessuno rimase offeso di quello spettacolo, e tutti si commossero, anzi, fino alle lagrime
novelle07_01_pirandello_f000127|quand’ella si voltò a scongiurare Nicolina d’allontanarsi e, prendendole il bimbo e mostrandolo al morto|quandella si voltò a scongiurare Nicolina dallontanarsi e, prendendole il bimbo e mostrandolo al morto
novelle07_01_pirandello_f000128|gli giurò che lo avrebbe tenuto come suo e lo avrebbe fatto crescere signore come lui|gli giurò che lo avrebbe tenuto come suo e lo avrebbe fatto crescere signore come lui
novelle07_01_pirandello_f000129|dandogli tutte le sue ricchezze, come già gli aveva dato tutto il suo cuore.|dandogli tutte le sue ricchezze, come già gli aveva dato tutto il suo cuore.
novelle07_01_pirandello_f000130|I parenti del Barone, accorsi poco dopo a precipizio, dovettero stentar molto a staccare quelle tre donne|I parenti del Barone, accorsi poco dopo a precipizio, dovettero stentar molto a staccare quelle tre donne
novelle07_01_pirandello_f000131|prima dal cadavere e poi l’una dall’altra, abbracciate come s’erano per aggruppare in un nodo indissolubile la loro pena.|prima dal cadavere e poi luna dallaltra, abbracciate come serano per aggruppare in un nodo indissolubile la loro pena.
novelle07_01_pirandello_f000132|Dopo i funerali solennemente celebrati, la Baronessa volle che anche Filomena venisse a convivere con lei nel palazzo. Tutt’e tre insieme.|Dopo i funerali solennemente celebrati, la Baronessa volle che anche Filomena venisse a convivere con lei nel palazzo. Tutte tre insieme.
novelle07_01_pirandello_f000133|Vestite di nero, in quei grandi stanzoni bianchi, intonacati di calce, pieni di luce|Vestite di nero, in quei grandi stanzoni bianchi, intonacati di calce, pieni di luce
novelle07_01_pirandello_f000134|ma anche di quel puzzo speciale che esala dai mobili vecchi lavati e dai mattoni rosi dei pavimenti avvallati|ma anche di quel puzzo speciale che esala dai mobili vecchi lavati e dai mattoni rosi dei pavimenti avvallati
novelle07_01_pirandello_f000135|esse ora si confortavano a vicenda, covando a gara quel bimbo roseo e biondo, in cui agli occhi di ciascuna riviveva il defunto Barone.|esse ora si confortavano a vicenda, covando a gara quel bimbo roseo e biondo, in cui agli occhi di ciascuna riviveva il defunto Barone.
novelle07_01_pirandello_f000136|A poco a poco, però, la Baronessa e Filomena cominciarono a far sentire a Nicolina, ch’essa, benché fosse la mamma del piccino, non poteva|A poco a poco, però, la Baronessa e Filomena cominciarono a far sentire a Nicolina, chessa, benché fosse la mamma del piccino, non poteva
novelle07_01_pirandello_f000137|per la sua età, per la sua inesperienza, esser pari a loro, sia nel dolore per la sciagura comune, sia anche nelle cure del bimbo.|per la sua età, per la sua inesperienza, esser pari a loro, sia nel dolore per la sciagura comune, sia anche nelle cure del bimbo.
novelle07_01_pirandello_f000138|Per loro due la vita era ormai chiusa per sempre;|Per loro due la vita era ormai chiusa per sempre;
novelle07_01_pirandello_f000139|per lei invece, cosí giovane e bellina, chi sa! poteva riaprirsi, oggi o domani.|per lei invece, cosí giovane e bellina, chi sa! poteva riaprirsi, oggi o domani.
novelle07_01_pirandello_f000140|Cominciarono insomma a considerarla come una loro figliuola che, in coscienza|Cominciarono insomma a considerarla come una loro figliuola che, in coscienza
novelle07_01_pirandello_f000141|non si dovesse insieme con loro due sacrificare e votare a un lutto perpetuo.|non si dovesse insieme con loro due sacrificare e votare a un lutto perpetuo.
novelle07_01_pirandello_f000142|(Forse, sotto sotto, parlava in esse, mascherata di carità, l’invidia;|Forse, sotto sotto, parlava in esse, mascherata di carità, linvidia;
novelle07_01_pirandello_f000143|per il fatto che colei era la mamma vera del piccino.|per il fatto che colei era la mamma vera del piccino.
novelle07_01_pirandello_f000144|) Per diminuire questa superiorità che Nicolina aveva su loro incontestabile| Per diminuire questa superiorità che Nicolina aveva su loro incontestabile
novelle07_01_pirandello_f000145|appena svezzato il bambino, quasi la esclusero da ogni cura di esso.|appena svezzato il bambino, quasi la esclusero da ogni cura di esso.
novelle07_01_pirandello_f000146|Tutt’e due però sentivano che questa esclusione non bastava.|Tutte due però sentivano che questa esclusione non bastava.
novelle07_01_pirandello_f000147|Perché il bambino restasse insieme con loro legato tutto alla memoria del morto|Perché il bambino restasse insieme con loro legato tutto alla memoria del morto
novelle07_01_pirandello_f000148|bisognava che Nicolina ne avesse un altro, qualche altro di suo;|bisognava che Nicolina ne avesse un altro, qualche altro di suo;
novelle07_01_pirandello_f000149|bisognava insomma dar marito a Nicolina.|bisognava insomma dar marito a Nicolina.
novelle07_01_pirandello_f000150|La Baronessa avrebbe seguitato ad alloggiarla nel palazzo, in un quartierino a parte;|La Baronessa avrebbe seguitato ad alloggiarla nel palazzo, in un quartierino a parte;
novelle07_01_pirandello_f000151|le avrebbe assegnato una buona dote, trovandole un buon giovine per marito|le avrebbe assegnato una buona dote, trovandole un buon giovine per marito
novelle07_01_pirandello_f000152|timorato e rispettoso, che fosse anche di presidio a lei, a Filomena e a tutta la casa.|timorato e rispettoso, che fosse anche di presidio a lei, a Filomena e a tutta la casa.
novelle07_01_pirandello_f000153|Nicolina, interpellata, s’oppose dapprincipio recisamente;|Nicolina, interpellata, soppose dapprincipio recisamente;
