novelle02_01_pirandello_f000001|Novelle per un anno di Luigi Pirandello|Novelle per un anno di Luigi Pirandello
novelle02_01_pirandello_f000038|Piglia un bel tocco di creta, schiaffalo su un cavalletto e comincia alla brava un bozzettuccio di me cosí sdrajato.|Piglia un bel tocco di creta, schiaffalo su un cavalletto e comincia alla brava un bozzettuccio di me cosí sdrajato.
novelle02_01_pirandello_f000039|Lo intitolerai Lottando, e vedrai che te lo comprano subito per la Galleria Nazionale.|Lo intitolerai Lottando, e vedrai che te lo comprano subito per la Galleria Nazionale.
novelle02_01_pirandello_f000040|Ho le scarpe… sí, non tanto nuove;|Ho le scarpe sí, non tanto nuove;
novelle02_01_pirandello_f000041|ma tu, se vuoi, puoi farmele nuovissime, perché come scultore, non te lo dico per adularti|ma tu, se vuoi, puoi farmele nuovissime, perché come scultore, non te lo dico per adularti
novelle02_01_pirandello_f000042|sei un bravo calzolajo… Costantino Pogliani, intento ad appendere alla parete certi cartoni, non gli badava più.|sei un bravo calzolajo Costantino Pogliani, intento ad appendere alla parete certi cartoni, non gli badava più.
novelle02_01_pirandello_f000043|Per lui, il Colli era un disgraziato fuori della vita|Per lui, il Colli era un disgraziato fuori della vita
novelle02_01_pirandello_f000044|ostinato superstite d’un tempo già tramontato, d’una moda già smessa tra gli artisti;|ostinato superstite dun tempo già tramontato, duna moda già smessa tra gli artisti;
novelle02_01_pirandello_f000045|sciamannato, inculto, noncurante e con l’ozio ormai incarognito nelle ossa.|sciamannato, inculto, noncurante e con lozio ormai incarognito nelle ossa.
novelle02_01_pirandello_f000046|Peccato veramente, perché poi, quand’era in tèmpera di lavorare, poteva dar punti ai migliori.|Peccato veramente, perché poi, quandera in tèmpera di lavorare, poteva dar punti ai migliori.
novelle02_01_pirandello_f000047|E lui, il Pogliani, ne sapeva qualche cosa, ché tante volte, lí nello studio|E lui, il Pogliani, ne sapeva qualche cosa, ché tante volte, lí nello studio
novelle02_01_pirandello_f000048|con due tocchi di pollice impressi con energica sprezzatura s’era veduto metter su d’un tratto qualche bozzetto che gli cascava dallo stento.|con due tocchi di pollice impressi con energica sprezzatura sera veduto metter su dun tratto qualche bozzetto che gli cascava dallo stento.
novelle02_01_pirandello_f000049|Ma avrebbe dovuto studiare, almeno un po’ di storia dell’arte, ecco; regolar la propria vita;|Ma avrebbe dovuto studiare, almeno un po di storia dellarte, ecco; regolar la propria vita;
novelle02_01_pirandello_f000050|aver un po’ di cura della persona: cosí cascante di noja e con tutta quella trucia addosso|aver un po di cura della persona: cosí cascante di noja e con tutta quella trucia addosso
novelle02_01_pirandello_f000051|era inaccostabile, via! Lui, il Pogliani… ma già lui aveva fatto finanche due anni d’università|era inaccostabile, via! Lui, il Pogliani ma già lui aveva fatto finanche due anni duniversità
novelle02_01_pirandello_f000052|e poi… signore, campava sul suo… si vedeva…|e poi signore, campava sul suo si vedeva
novelle02_01_pirandello_f000053|Due discreti picchi alla porta lo fecero saltare dallo sgabello su cui era montato per appendere i cartoni. — Eccole! E adesso?|Due discreti picchi alla porta lo fecero saltare dallo sgabello su cui era montato per appendere i cartoni. - Eccole! E adesso?
novelle02_01_pirandello_f000054|— disse al Colli, mostrandogli le pugna.|- disse al Colli, mostrandogli le pugna.
novelle02_01_pirandello_f000055|— Loro entrano e io me ne esco, — rispose il Colli senza levarsi.|- Loro entrano e io me ne esco, - rispose il Colli senza levarsi.
novelle02_01_pirandello_f000056|— Ne stai facendo un caso pontificale! Del resto, potresti anche presentarmi|- Ne stai facendo un caso pontificale! Del resto, potresti anche presentarmi
novelle02_01_pirandello_f000057|pezzo d’egoista! Costantino Pogliani corse ad aprir la porta, rassettandosi su la fronte il bel ciuffo biondo riccioluto.|pezzo degoista! Costantino Pogliani corse ad aprir la porta, rassettandosi su la fronte il bel ciuffo biondo riccioluto.
novelle02_01_pirandello_f000058|Prima entrò la signora Consalvi, poi la figliuola: questa, in gramaglie|Prima entrò la signora Consalvi, poi la figliuola: questa, in gramaglie
novelle02_01_pirandello_f000059|col volto nascosto da un fitto velo di crespo e con in mano un lungo rotolo di carta;|col volto nascosto da un fitto velo di crespo e con in mano un lungo rotolo di carta;
novelle02_01_pirandello_f000060|quella, vestita d’un bell’abito grigio chiaro, che le stava a pennello su la persona formosa.|quella, vestita dun bellabito grigio chiaro, che le stava a pennello su la persona formosa.
novelle02_01_pirandello_f000061|Grigio l’abito, grigi i capelli, giovanilmente acconciati sotto un grazioso cappellino tutto contesto di violette.|Grigio labito, grigi i capelli, giovanilmente acconciati sotto un grazioso cappellino tutto contesto di violette.
novelle02_01_pirandello_f000062|La signora Consalvi dava a veder chiaramente che si sapeva ancor fresca e bella, a dispetto dell’età.|La signora Consalvi dava a veder chiaramente che si sapeva ancor fresca e bella, a dispetto delletà.
novelle02_01_pirandello_f000063|Poco dopo, sollevando il crespo sul cappello, non meno bella si rivelò la figliuola, quantunque pallida e dimessa nel chiuso cordoglio.|Poco dopo, sollevando il crespo sul cappello, non meno bella si rivelò la figliuola, quantunque pallida e dimessa nel chiuso cordoglio.
novelle02_01_pirandello_f000064|Dopo i primi convenevoli, il Pogliani si vide costretto a presentare il Colli che era rimasto lí con le mani in tasca|Dopo i primi convenevoli, il Pogliani si vide costretto a presentare il Colli che era rimasto lí con le mani in tasca
novelle02_01_pirandello_f000065|e mezza sigaretta spenta in bocca, il cappelluccio ancora sul naso; e non accennava d’andarsene. — Scultore?|e mezza sigaretta spenta in bocca, il cappelluccio ancora sul naso; e non accennava dandarsene. - Scultore?
novelle02_01_pirandello_f000066|— domandò allora la signorina Consalvi invermigliandosi d’un subito per la sorpresa: — Colli… Ciro?|- domandò allora la signorina Consalvi invermigliandosi dun subito per la sorpresa: - Colli Ciro?
novelle02_01_pirandello_f000067|— Codicillo, già! — disse questi impostandosi su l’attenti|- Codicillo, già! - disse questi impostandosi su lattenti
novelle02_01_pirandello_f000068|togliendosi il cappelluccio e scoprendo le folte ciglia giunte e gli occhi accostati al naso. — Scultore? perché no? Anche scultore.|togliendosi il cappelluccio e scoprendo le folte ciglia giunte e gli occhi accostati al naso. - Scultore? perché no? Anche scultore.
novelle02_01_pirandello_f000069|— Ma mi avevano detto, — riprese, impacciata, contrariata, la signorina Consalvi|- Ma mi avevano detto, - riprese, impacciata, contrariata, la signorina Consalvi
novelle02_01_pirandello_f000070|— che lei non stava più a Roma… — Ecco… già! io… come si dice? Passeggio, — rispose il Colli.|- che lei non stava più a Roma - Ecco già! io come si dice? Passeggio, - rispose il Colli.
novelle02_01_pirandello_f000071|— Passeggio per il mondo, signorina.|- Passeggio per il mondo, signorina.
novelle02_01_pirandello_f000072|Stavo prima ozioso fisso a Roma, perché avevo vinto la cuccagna: il Pensionato.|Stavo prima ozioso fisso a Roma, perché avevo vinto la cuccagna: il Pensionato.
novelle02_01_pirandello_f000073|Poi… La signorina Consalvi guardò la madre che rideva, e disse: — Come si fa? — Debbo andar via? — domandò il Colli.|Poi La signorina Consalvi guardò la madre che rideva, e disse: - Come si fa? - Debbo andar via? - domandò il Colli.
novelle02_01_pirandello_f000074|— No, no, al contrario, — s’affrettò a rispondere la signorina.|- No, no, al contrario, - saffrettò a rispondere la signorina.
novelle02_01_pirandello_f000075|— La prego anzi di rimanere, perché… — Combinazioni! — esclamò la madre;|- La prego anzi di rimanere, perché - Combinazioni! - esclamò la madre;
novelle02_01_pirandello_f000076|poi, rivolgendosi al Pogliani: — Ma si rimedierà in qualche modo… Loro sono amici, non è vero?|poi, rivolgendosi al Pogliani: - Ma si rimedierà in qualche modo Loro sono amici, non è vero?
novelle02_01_pirandello_f000077|— Amicissimi, — rispose subito il Pogliani.|- Amicissimi, - rispose subito il Pogliani.
novelle02_01_pirandello_f000078|E il Colli: — Mi voleva cacciar via a pedate un momento fa, si figuri! — E sta’ zitto! — gli diede su la voce il Pogliani.|E il Colli: - Mi voleva cacciar via a pedate un momento fa, si figuri! - E sta zitto! - gli diede su la voce il Pogliani.
novelle02_01_pirandello_f000079|— Prego, signore mie, s’accomodino. Di che si tratta?|- Prego, signore mie, saccomodino. Di che si tratta?
novelle02_01_pirandello_f000080|— Ecco, — cominciò la signora Consalvi, sedendo.|- Ecco, - cominciò la signora Consalvi, sedendo.
novelle02_01_pirandello_f000081|— La mia povera figliuola ha avuto la sciagura di perdere improvvisamente il fidanzato. — Ah sí? — Oh! — Terribile.|- La mia povera figliuola ha avuto la sciagura di perdere improvvisamente il fidanzato. - Ah sí? - Oh! - Terribile.
novelle02_01_pirandello_f000082|Proprio alla vigilia delle nozze, si figurino! Per un accidente di caccia.|Proprio alla vigilia delle nozze, si figurino! Per un accidente di caccia.
novelle02_01_pirandello_f000083|Forse l’avranno letto su i giornali. Giulio Sorini.|Forse lavranno letto su i giornali. Giulio Sorini.
novelle02_01_pirandello_f000084|— Ah, Sorini, già! — disse il Pogliani. — Che gli esplose il fucile?|- Ah, Sorini, già! - disse il Pogliani. - Che gli esplose il fucile?
novelle02_01_pirandello_f000085|— Su i primi del mese scorso… cioè, no… l’altro… insomma, fanno ora tre mesi.|- Su i primi del mese scorso cioè, no laltro insomma, fanno ora tre mesi.
novelle02_01_pirandello_f000086|Il poverino era un po’ nostro parente: figlio d’un mio cugino che se n’andò in America dopo la morte della moglie.|Il poverino era un po nostro parente: figlio dun mio cugino che se nandò in America dopo la morte della moglie.
novelle02_01_pirandello_f000087|Ora, ecco, Giulietta (perché si chiama Giulia anche lei)… Un bell’inchino da parte del Pogliani.|Ora, ecco, Giulietta perché si chiama Giulia anche lei Un bellinchino da parte del Pogliani.
novelle02_01_pirandello_f000088|— Giulietta, — seguitò la madre, — avrebbe pensato d’innalzare un monumento nel Verano alla memoria del fidanzato|- Giulietta, - seguitò la madre, - avrebbe pensato dinnalzare un monumento nel Verano alla memoria del fidanzato
novelle02_01_pirandello_f000089|che si trova provvisoriamente in un loculo riservato;|che si trova provvisoriamente in un loculo riservato;
novelle02_01_pirandello_f000090|e avrebbe pensato di farlo in un certo modo… Perché lei, mia figlia, ha avuto sempre veramente una grande passione per il disegno.|e avrebbe pensato di farlo in un certo modo Perché lei, mia figlia, ha avuto sempre veramente una grande passione per il disegno.
novelle02_01_pirandello_f000091|— No… cosí… — interruppe, timida, con gli occhi bassi, la signorina in gramaglie.|- No cosí - interruppe, timida, con gli occhi bassi, la signorina in gramaglie.
novelle02_01_pirandello_f000092|— Per passatempo, ecco… — Scusa, se il povero Giulio voleva anzi che prendessi lezioni… — Mamma, ti prego… — insisté la signorina.|- Per passatempo, ecco - Scusa, se il povero Giulio voleva anzi che prendessi lezioni - Mamma, ti prego - insisté la signorina.
novelle02_01_pirandello_f000093|— Io ho veduto in una rivista illustrata il disegno del monumento funerario del signore qua… del signor Colli|- Io ho veduto in una rivista illustrata il disegno del monumento funerario del signore qua del signor Colli
novelle02_01_pirandello_f000094|che mi è molto piaciuto, e… — Ecco, già, — appoggiò la madre, per venire in ajuto alla figliuola che si smarriva.|che mi è molto piaciuto, e - Ecco, già, - appoggiò la madre, per venire in ajuto alla figliuola che si smarriva.
novelle02_01_pirandello_f000095|— Però, — soggiunse questa, — con qualche modificazione l’avrei pensato io… — Scusi, qual è? — domandò il Colli.|- Però, - soggiunse questa, - con qualche modificazione lavrei pensato io - Scusi, qual è? - domandò il Colli.
novelle02_01_pirandello_f000096|— Ne ho fatti parecchi, io, di questi disegni|- Ne ho fatti parecchi, io, di questi disegni
novelle02_01_pirandello_f000097|con la speranza di avere almeno qualche commissione dai morti, visto che i vivi… — Lei, scusi|con la speranza di avere almeno qualche commissione dai morti, visto che i vivi - Lei, scusi
novelle02_01_pirandello_f000098|signorina, — interloquí il Pogliani, un po’ piccato nel vedersi messo cosí da parte|signorina, - interloquí il Pogliani, un po piccato nel vedersi messo cosí da parte
novelle02_01_pirandello_f000099|— ha ideato un monumento su qualche disegno del mio amico?|- ha ideato un monumento su qualche disegno del mio amico?
novelle02_01_pirandello_f000100|— No, proprio uguale, no… ecco, — rispose vivacemente la signorina.|- No, proprio uguale, no ecco, - rispose vivacemente la signorina.
novelle02_01_pirandello_f000101|— Il disegno del signor Colli rappresenta la Morte che attira la Vita, se non sbaglio… — Ah, ho capito! — esclamò il Colli.|- Il disegno del signor Colli rappresenta la Morte che attira la Vita, se non sbaglio - Ah, ho capito! - esclamò il Colli.
novelle02_01_pirandello_f000102|— Uno scheletro col lenzuolo, è vero?|- Uno scheletro col lenzuolo, è vero?
novelle02_01_pirandello_f000103|che s’indovina appena, rigido, tra le pieghe, e ghermisce la Vita|che sindovina appena, rigido, tra le pieghe, e ghermisce la Vita
novelle02_01_pirandello_f000104|un bel tocco di figliuola che non ne vuol sapere… Sí, sí… Bellissimo! Magnifico! Ho capito.|un bel tocco di figliuola che non ne vuol sapere Sí, sí Bellissimo! Magnifico! Ho capito.
novelle02_01_pirandello_f000105|La signora Consalvi non poté tenersi di ridere di nuovo, ammirando la sfacciataggine di quel bel tipo. — Modesto, sa?|La signora Consalvi non poté tenersi di ridere di nuovo, ammirando la sfacciataggine di quel bel tipo. - Modesto, sa?
novelle02_01_pirandello_f000106|— disse il Pogliani alla signora. — Genere particolare.|- disse il Pogliani alla signora. - Genere particolare.
novelle02_01_pirandello_f000107|— Sú, Giulia, — fece la signora Consalvi levandosi.|- Sú, Giulia, - fece la signora Consalvi levandosi.
novelle02_01_pirandello_f000108|— Forse è meglio che tu faccia vedere senz’altro il disegno. — Aspetta, mamma. — pregò la signorina.|- Forse è meglio che tu faccia vedere senzaltro il disegno. - Aspetta, mamma. - pregò la signorina.
novelle02_01_pirandello_f000109|— È bene spiegarsi prima con il signor Pogliani, francamente.|- È bene spiegarsi prima con il signor Pogliani, francamente.
novelle02_01_pirandello_f000110|Quando mi nacque l’idea del monumento, devo confessare che pensai subito al signor Colli. Sí. Per via di quel disegno.|Quando mi nacque lidea del monumento, devo confessare che pensai subito al signor Colli. Sí. Per via di quel disegno.
novelle02_01_pirandello_f000111|Ma mi dissero, ripeto, che Lei non stava più a Roma.|Ma mi dissero, ripeto, che Lei non stava più a Roma.
novelle02_01_pirandello_f000112|Allora m’ingegnai d’adattare da me il suo disegno all’idea al sentimento mio|Allora mingegnai dadattare da me il suo disegno allidea al sentimento mio
novelle02_01_pirandello_f000113|a trasformarlo cioè in modo che potesse rappresentare il mio caso e il proposito mio. Mi spiego?|a trasformarlo cioè in modo che potesse rappresentare il mio caso e il proposito mio. Mi spiego?
novelle02_01_pirandello_f000114|— A meraviglia! — approvò il Pogliani.|- A meraviglia! - approvò il Pogliani.
novelle02_01_pirandello_f000115|— Lasciai, — seguitò la signorina, — le due figurazioni della Morte e della Vita, ma togliendo affatto la violenza dell’aggressione, ecco.|- Lasciai, - seguitò la signorina, - le due figurazioni della Morte e della Vita, ma togliendo affatto la violenza dellaggressione, ecco.
novelle02_01_pirandello_f000116|La Morte non ghermisce più la Vita, ma questa anzi, volentieri, rassegnata al destino, si sposa alla Morte. — Si sposa?|La Morte non ghermisce più la Vita, ma questa anzi, volentieri, rassegnata al destino, si sposa alla Morte. - Si sposa?
novelle02_01_pirandello_f000117|— fece il Pogliani, frastornato.|- fece il Pogliani, frastornato.
novelle02_01_pirandello_f000118|— Alla Morte! — gli gridò il Colli.|- Alla Morte! - gli gridò il Colli.
novelle02_01_pirandello_f000119|— Lascia dire! — Alla Morte, — ripeté con un modesto sorriso la signorina.|- Lascia dire! - Alla Morte, - ripeté con un modesto sorriso la signorina.
novelle02_01_pirandello_f000120|— E ho voluto anzi rappresentare chiaramente il simbolo delle nozze.|- E ho voluto anzi rappresentare chiaramente il simbolo delle nozze.
novelle02_01_pirandello_f000121|Lo scheletro sta rigido, come lo ha disegnato il signor Colli|Lo scheletro sta rigido, come lo ha disegnato il signor Colli
novelle02_01_pirandello_f000122|ma di tra le pieghe del funebre paludamento vien fuori, appena, una mano che regge l’anello nuziale.|ma di tra le pieghe del funebre paludamento vien fuori, appena, una mano che regge lanello nuziale.
novelle02_01_pirandello_f000123|La Vita, in atto modesto e dimesso, si stringe accanto allo scheletro e tende la mano a ricevere quell’anello.|La Vita, in atto modesto e dimesso, si stringe accanto allo scheletro e tende la mano a ricevere quellanello.
novelle02_01_pirandello_f000124|— Bellissimo! Magnifico! Lo vedo! — proruppe allora il Colli.|- Bellissimo! Magnifico! Lo vedo! - proruppe allora il Colli.
novelle02_01_pirandello_f000125|— Questa è un’altra idea! stupenda! un’altra cosa, diversissima! stupenda! L’anello… il dito… Magnifico! — Ecco|- Questa è unaltra idea! stupenda! unaltra cosa, diversissima! stupenda! Lanello il dito Magnifico! - Ecco
novelle02_01_pirandello_f000126|sí, — soggiunse la signorina, invermigliandosi di nuovo a quella lode impetuosa.|sí, - soggiunse la signorina, invermigliandosi di nuovo a quella lode impetuosa.
novelle02_01_pirandello_f000127|— Credo anch’io che sia un po’ diversa.|- Credo anchio che sia un po diversa.
novelle02_01_pirandello_f000128|Ma è innegabile che ho tratto partito dal disegno e che… — Ma non se ne faccia scrupolo! — esclamò il Colli.|Ma è innegabile che ho tratto partito dal disegno e che - Ma non se ne faccia scrupolo! - esclamò il Colli.
novelle02_01_pirandello_f000129|— La sua idea è molto più bella della mia, ed è sua! Del resto|- La sua idea è molto più bella della mia, ed è sua! Del resto
novelle02_01_pirandello_f000130|la mia… chi sa di chi era! La signorina Consalvi alzò le spalle e abbassò gli occhi.|la mia chi sa di chi era! La signorina Consalvi alzò le spalle e abbassò gli occhi.
novelle02_01_pirandello_f000131|— Se devo dire la verità, — interloquí la madre, scotendosi|- Se devo dire la verità, - interloquí la madre, scotendosi
novelle02_01_pirandello_f000132|— lascio fare la mia figliuola, ma a me l’idea non piace per nientissimo affatto.|- lascio fare la mia figliuola, ma a me lidea non piace per nientissimo affatto.
novelle02_01_pirandello_f000133|— Mamma, ti prego… — ripeté la figlia;|- Mamma, ti prego - ripeté la figlia;
novelle02_01_pirandello_f000134|poi volgendosi al Pogliani, riprese: — Ora, ecco, io domandai consiglio al commendator Seralli|poi volgendosi al Pogliani, riprese: - Ora, ecco, io domandai consiglio al commendator Seralli
novelle02_01_pirandello_f000135|nostro buon amico… — Che doveva fare da testimonio alle nozze, — aggiunse la madre, sospirando.|nostro buon amico - Che doveva fare da testimonio alle nozze, - aggiunse la madre, sospirando.
novelle02_01_pirandello_f000136|— E avendoci il commendatore fatto il nome di lei, — seguitò l’altra|- E avendoci il commendatore fatto il nome di lei, - seguitò laltra
novelle02_01_pirandello_f000137|— siamo venute per… — No, no, scusi, signorina, — s’affrettò a dire il Pogliani.|- siamo venute per - No, no, scusi, signorina, - saffrettò a dire il Pogliani.
novelle02_01_pirandello_f000138|— Poiché ha trovato qua il mio amico… — Oh fa’ il piacere! Non mi seccare! — proruppe il Colli|- Poiché ha trovato qua il mio amico - Oh fa il piacere! Non mi seccare! - proruppe il Colli
novelle02_01_pirandello_f000139|scrollandosi furiosamente e avviandosi per uscire.|scrollandosi furiosamente e avviandosi per uscire.
novelle02_01_pirandello_f000140|Il Pogliani lo trattenne per un braccio, a viva forza.|Il Pogliani lo trattenne per un braccio, a viva forza.
novelle02_01_pirandello_f000141|— Scusa, guarda… se la signorina… non hai inteso?|- Scusa, guarda se la signorina non hai inteso?
novelle02_01_pirandello_f000142|s’è rivolta a me perché ti sapeva fuori di Roma… — Ma se ha cambiato tutto! — esclamò il Colli, divincolandosi.|sè rivolta a me perché ti sapeva fuori di Roma - Ma se ha cambiato tutto! - esclamò il Colli, divincolandosi.
novelle02_01_pirandello_f000143|— Lasciami! Che c’entro più io?|- Lasciami! Che centro più io?
novelle02_01_pirandello_f000144|È venuta qua da te! Scusi, signorina;|È venuta qua da te! Scusi, signorina;
novelle02_01_pirandello_f000145|scusi, signora, io le riverisco… — Oh sai! — disse il Pogliani, risoluto, senza lasciarlo. — Io non lo faccio;|scusi, signora, io le riverisco - Oh sai! - disse il Pogliani, risoluto, senza lasciarlo. - Io non lo faccio;
novelle02_01_pirandello_f000146|non lo farai neanche tu, e non lo farà nessuno dei due… — Ma, scusino… insieme? — propose allora la madre. — Non potrebbero insieme?|non lo farai neanche tu, e non lo farà nessuno dei due - Ma, scusino insieme? - propose allora la madre. - Non potrebbero insieme?
novelle02_01_pirandello_f000147|— Sono dolente d’aver cagionato… — si provò ad aggiungere la signorina.|- Sono dolente daver cagionato - si provò ad aggiungere la signorina.
novelle02_01_pirandello_f000148|— Ma no! — dissero a un tempo il Colli e il Pogliani.|- Ma no! - dissero a un tempo il Colli e il Pogliani.
novelle02_01_pirandello_f000149|Seguitò il Colli: — Io non c’entro più per nulla, signorina! E poi, guardi, non ho più studio, non so più concluder nulla|Seguitò il Colli: - Io non centro più per nulla, signorina! E poi, guardi, non ho più studio, non so più concluder nulla
novelle02_01_pirandello_f000150|altro che di dire male parole a tutti quanti… Lei deve assolutamente costringere quest’imbecille qua… — È inutile, sai? — disse il Pogliani.|altro che di dire male parole a tutti quanti Lei deve assolutamente costringere questimbecille qua - È inutile, sai? - disse il Pogliani.
novelle02_01_pirandello_f000151|— O insieme, come propone la signora, o io non accetto. — Permette, signorina?|- O insieme, come propone la signora, o io non accetto. - Permette, signorina?
