index	filename	transcription
10	ms_pns_acerlaptop_A122PMN7S5SU33_heavybreathing_primarywithnoise_fileid_9.wav	 <CNOISE/> There need to<SN/> be no speaking to <UNKNOWN/> about this you can reach <UNKNOWN/> after one oh clock <UNKNOWN/> line there are <UNKNOWN/> will decide the <UNKNOWN/> did her job somebody else thought we were qualified <UNKNOWN/> .
11	ms_pns_acerlaptop_A122PMN7S5SU33_kitchen_noise_neighborwithnoise_dist_1m_fileid_1.wav	 <CNOISE/><OVERLAP> <UNKNOWN/> everybody around me <UNKNOWN/> I'll not actually <UNKNOWN/> they are together <UNKNOWN/> . <OVERLAP/> <CNOISE/><OVERLAP> It was to apply with the <UNKNOWN/> make <UNKNOWN/> nobody <UNKNOWN/> . <OVERLAP/>
12	ms_pns_acerlaptop_A122PMN7S5SU33_kitchen_noise_neighborwithnoise_dist_1m_fileid_10.wav	 <CNOISE/><UNKNOWN/> Wanted<SN/> to play <UNKNOWN/> the service from <UNKNOWN/> when she awoke<SN/> she was up <UNKNOWN/> with <UNKNOWN/> seriously <UNKNOWN/> <SN/> .
13	ms_pns_acerlaptop_A122PMN7S5SU33_kitchen_noise_neighborwithnoise_dist_2m_fileid_2.wav	 <CNOISE/><OVERLAP> <UNKNOWN/> and go downtown <UNKNOWN/> there were <UNKNOWN/> information <UNKNOWN/> don't look for <UNKNOWN/> all of the <UNKNOWN/> . <OVERLAP/> <CNOISE/><OVERLAP> <UNKNOWN/> there are <UNKNOWN/> . <OVERLAP/>
14	ms_pns_acerlaptop_A122PMN7S5SU33_neighbor_dist_1m_fileid_1.wav	 <OVERLAP> Any contribution will be greatly appreciated. Nice country to <UNKNOWN/> <UNKNOWN/> attitude is judged by the standard <UNKNOWN/> not good <UNKNOWN/> but her self-confidence <UNKNOWN/> so that it made her <UNKNOWN/> that it is shrinking <UNKNOWN/> faster <OVERLAP/> . <OVERLAP> It sounds silly, why go on? Microphones <UNKNOWN/> airplanes <UNKNOWN/> what about <UNKNOWN/> and he found out a woman <UNKNOWN/> <OVERLAP/> .
15	ms_pns_acerlaptop_A122PMN7S5SU33_neighbor_dist_1m_fileid_10.wav	 <OVERLAP> <UNKNOWN/> There are <UNKNOWN/> completely <UNKNOWN/> make me feel like there are <UNKNOWN/> . <OVERLAP/> <OVERLAP> Actually no woman can ever completely <UNKNOWN/> together and <UNKNOWN/> advantage for <UNKNOWN/> . All our words that <UNKNOWN/> . <OVERLAP/>
16	ms_pns_acerlaptop_A122PMN7S5SU33_neighbor_dist_1m_fileid_8.wav	 <OVERLAP> She's staying up and heads swiftly to the <UNKNOWN/> and went out <UNKNOWN/> about strict lines <UNKNOWN/> estimation <UNKNOWN/> . <OVERLAP/> <OVERLAP> Do you always <UNKNOWN/> like this <UNKNOWN/> finally we add for you <UNKNOWN/> . See you in about an hour. <UNKNOWN/> ahead P. H. four <UNKNOWN/> . <OVERLAP/>
17	ms_pns_acerlaptop_A122PMN7S5SU33_neighbor_dist_2m_fileid_2.wav	 <OVERLAP> <UNKNOWN/> And the people of the <UNKNOWN/> are now <UNKNOWN/> and she asked <UNKNOWN/> James <UNKNOWN/> but the <UNKNOWN/> such a <UNKNOWN/> you can do it <UNKNOWN/> yourself <OVERLAP/> . <OVERLAP> <UNKNOWN/> the space <UNKNOWN/> until the latest <UNKNOWN/> <OVERLAP/> .
18	ms_pns_acerlaptop_A122PMN7S5SU33_neighbor_dist_2m_fileid_3.wav	 <OVERLAP> Where anyone can <UNKNOWN/> two two will <UNKNOWN/> how much <UNKNOWN/> do you get <UNKNOWN/> others involve <UNKNOWN/> we are going someplace <UNKNOWN/> . <OVERLAP/> <OVERLAP> <UNKNOWN/> anybody can make until the <UNKNOWN/> right now <UNKNOWN/> took one of the most <UNKNOWN/> one of the most <UNKNOWN/> . <OVERLAP/>
19	ms_pns_acerlaptop_A122PMN7S5SU33_neighbor_dist_2m_fileid_4.wav	 <CNOISE/> We were all <UNKNOWN/> in the <UNKNOWN/> made from <UNKNOWN/> he had never felt like <UNKNOWN/> .
20	ms_pns_acerlaptop_A122PMN7S5SU33_neighbor_dist_2m_fileid_9.wav	 <OVERLAP> <UNKNOWN/> we were <UNKNOWN/> <OVERLAP/> <OVERLAP> <UNKNOWN/> taxi driver and art students and small shop people <UNKNOWN/> after that <UNKNOWN/> in the <UNKNOWN/> . <OVERLAP/>
21	ms_pns_acerlaptop_A122PMN7S5SU33_neighbor_dist_3m_fileid_5.wav	 <OVERLAP> The garden <UNKNOWN/> just to let you know the the only <UNKNOWN/> crazily standing on that side. <OVERLAP/> <OVERLAP> <UNKNOWN/> <OVERLAP/>
22	ms_pns_acerlaptop_A122PMN7S5SU33_neighbor_dist_3m_fileid_6.wav	 <OVERLAP> <UNKNOWN/> <OVERLAP/> <OVERLAP> <UNKNOWN/> <OVERLAP/>
23	ms_pns_acerlaptop_A122PMN7S5SU33_neighbor_dist_3m_fileid_7.wav	 <OVERLAP> In a new house <UNKNOWN/> talking talking to <UNKNOWN/> order to order <UNKNOWN/> . And than also knew <UNKNOWN/> . <OVERLAP/> <OVERLAP> Just <UNKNOWN/> for the day. Take care of yourself <UNKNOWN/> . <OVERLAP/>
24	ms_pns_acerlaptop_A122PMN7S5SU33_openingchipspacket_primarywithnoise_fileid_7.wav	 <CNOISE/> Did they do a <UNKNOWN/> always proceed to the signals all we can is that <UNKNOWN/> that they should invest <UNKNOWN/> helpful but <UNKNOWN/> anyhow it was high time <UNKNOWN/> .
25	ms_pns_acerlaptop_A122PMN7S5SU33_openingchipspacket_primarywithnoise_fileid_8.wav	 Then<SN/> <SN/> animal<SN/> <UNKNOWN/> heart <UNKNOWN/> <SN/> heal in a symbolic form and then not with their <UNKNOWN/> paste for<SN/> you. While<SN/> infection a tincture is then to<SN/> <UNKNOWN/> a <UNKNOWN/> guide like<SN/> that <SN/> make a paste of brown sugar, mustard and spread lightly <SN/> on small surface<SN/> it was full of <SN/> <UNKNOWN/> .
26	ms_pns_acerlaptop_A122PMN7S5SU33_typing_neighborwithnoise_dist_2m_fileid_4.wav	 <CNOISE/> But a small corner of <UNKNOWN/> is hiding on <UNKNOWN/> straight until you <UNKNOWN/> what you got <UNKNOWN/> outside <UNKNOWN/> be careful not to <UNKNOWN/> claw over <UNKNOWN/> .
27	ms_pns_acerlaptop_A122PMN7S5SU33_typing_neighborwithnoise_dist_3m_fileid_5.wav	 <CNOISE/><UNKNOWN/> One block then she distracted by the <UNKNOWN/> side <UNKNOWN/> there is no chance, not <UNKNOWN/> now for all of us to get it away <UNKNOWN/> block <UNKNOWN/> .
28	ms_pns_acerlaptop_A122PMN7S5SU33_typing_primarywithnoise_fileid_5.wav	 <CNOISE/><UNKNOWN/> Has failed to measure up up to genius <UNKNOWN/> he demand that <UNKNOWN/> when he started in the morning expecting a <UNKNOWN/> in one with the climates.
29	ms_pns_acerlaptop_A122PMN7S5SU33_typing_primarywithnoise_fileid_6.wav	 <CNOISE/> Does this bother you <UNKNOWN/> a disease? Was <UNKNOWN/> but was jumping toward the south wasn't always behind it. One will get magnetic pulses or generate electrical pulses. <UNKNOWN/> are <UNKNOWN/> in supplements. <UNKNOWN/> day after tomorrow, she added. Of course dear, she said. We plan to build a new.
30	ms_pns_acerlaptop_A122PMN7S5SU33_untensils_noise_primarywithnoise_fileid_3.wav	 <CNOISE/> He held his arms close to his sides and made himself as small as possible. <UNKNOWN/> should have I'll give you to it and you'll hold it when it is right tell them there was enough corn, beef, or strawberries. He believed there were boys identified somewhere in this <UNKNOWN/> while <UNKNOWN/> he believed that there was <UNKNOWN/> .
31	ms_pns_acerlaptop_A122PMN7S5SU33_untensils_noise_primarywithnoise_fileid_4.wav	 <CNOISE/> Spring is straight is straight ahead. In order to feed this animal <UNKNOWN/> jump in a <UNKNOWN/> and you are a woman of <UNKNOWN/> of him. <UNKNOWN/> This is the second year of your mother's <UNKNOWN/> the father knew that <UNKNOWN/> .
32	ms_enrol_30s_teamstext_cleanspeech_hplaptop_openspeaker_A15TFST5QTO3VJ.wav	 <SN/> Hey there teams. I will talk for a few seconds to help you get to know me. It takes more than just a sentence or two because there are lots of details about my voice that you need to learn to be able to recognize me when I speak up in a meeting, and it's O. K. if I don't read this perfectly. You can let me know if I need to start over.
33	ms_pns_hplaptop_earphone_A15TFST5QTO3VJ_Car_noise_primarywithnoise_fileid_10.wav	 <UNKNOWN/> Mirrors the mentality of the psychopath, ruthless and irresponsible. It's hard to tell an original from a forgery. To his surprise, his plan worked perfectly. This is no surprising trait for a ball player. <SN/>
34	ms_pns_hplaptop_earphone_A15TFST5QTO3VJ_Car_noise_primarywithnoise_fileid_9.wav	 <CNOISE/> Our new idea <UNKNOWN/> from NORAD. This changes the formula to <UNKNOWN/> . Our first necessity at the very outset of war is post attack <UNKNOWN/> . What outfit does she drive for?
35	ms_pns_hplaptop_earphone_A15TFST5QTO3VJ_Running_water_primarywithnoise_fileid_7.wav	 Another thing I <UNKNOWN/> enough to satisfy any <UNKNOWN/> . It sounded silly, why go on? It had assumed the terrifying inertia of inanimate matter.
36	ms_pns_hplaptop_earphone_A15TFST5QTO3VJ_Running_water_primarywithnoise_fileid_8.wav	 John Clint's shelters for a living. It circled her times exploring weather's icy temperatures, because the <UNKNOWN/> of the <UNKNOWN/> of the <UNKNOWN/> .
37	ms_pns_hplaptop_openspeaker_A15TFST5QTO3VJ_Creaking_chair_neighborwithnoise_dist_1m_fileid_1.wav	 <CNOISE/><OVERLAP><UNKNOWN/> Prescribe drugs to the <UNKNOWN/> . What is meant by spirit and by matter? Anything to do with an ace of spades bad luck. <OVERLAP/> <CNOISE/><OVERLAP><UNKNOWN/> clarification <UNKNOWN/> turn to <UNKNOWN/> sometimes <UNKNOWN/> family <UNKNOWN/> . <OVERLAP/>
38	ms_pns_hplaptop_openspeaker_A15TFST5QTO3VJ_Creaking_chair_neighborwithnoise_dist_2m_fileid_2.wav	 <CNOISE/> <OVERLAP> It's not like <UNKNOWN/> code <OVERLAP/>. <CNOISE/> <OVERLAP> <UNKNOWN/> somehow disappointed the whole human race. <OVERLAP/>
39	ms_pns_hplaptop_openspeaker_A15TFST5QTO3VJ_Dog_barking_neighborwithnoise_dist_1m_fileid_6.wav	 <CNOISE/> <OVERLAP> This <UNKNOWN/> had layers of his own <UNKNOWN/> on Thanksgiving. <OVERLAP/> <CNOISE/> <OVERLAP> The house <UNKNOWN/> goes small <UNKNOWN/> but they would <UNKNOWN/> they are sure close <UNKNOWN/> read out it it had. <UNKNOWN/> <OVERLAP/>
40	ms_pns_hplaptop_openspeaker_A15TFST5QTO3VJ_Dog_barking_neighborwithnoise_dist_3m_fileid_5.wav	 <CNOISE/><OVERLAP> <UNKNOWN/> run down <UNKNOWN/> but it was <UNKNOWN/> should not be <UNKNOWN/> which had been <UNKNOWN/> . <OVERLAP/> <CNOISE/><OVERLAP> <UNKNOWN/> was essentially related to <UNKNOWN/> how is <UNKNOWN/> also <UNKNOWN/> . <OVERLAP/>
41	ms_pns_hplaptop_openspeaker_A15TFST5QTO3VJ_Door_shutting_neighborwithnoise_dist_1m_fileid_9.wav	<CNOISE/><OVERLAP> Through the <UNKNOWN/><SN/> . <OVERLAP/><CNOISE/><OVERLAP> They were <UNKNOWN/> on stable lands <UNKNOWN/><SN/> he live and <UNKNOWN/> for the mining company. <OVERLAP/>
42	ms_pns_hplaptop_openspeaker_A15TFST5QTO3VJ_Door_shutting_neighborwithnoise_dist_3m_fileid_10.wav	 <CNOISE/> <OVERLAP> Who taught you to do it? Time and space have both becoming cinematic. <UNKNOWN/> <OVERLAP/>. <CNOISE/> <OVERLAP> All of the male and female dog <UNKNOWN/> and other solid state material <OVERLAP/>.
43	ms_pns_hplaptop_openspeaker_A15TFST5QTO3VJ_Fan_primarywithnoise_fileid_1.wav	 <CNOISE/> What <UNKNOWN/> this vision can ensure when the title of this type of song is in question? We often say of person that he looks young for his age or old for his age.
44	ms_pns_hplaptop_openspeaker_A15TFST5QTO3VJ_Fan_primarywithnoise_fileid_2.wav	 But we cannot start off with a clean slate in short, and to borrow and arboreal phrase slash <UNKNOWN/> . The show therapies act like on a <UNKNOWN/> balance.
45	ms_pns_hplaptop_openspeaker_A15TFST5QTO3VJ_Kitchen_noise_neighborwithnoise_dist_1m_fileid_3.wav	 <CNOISE/> <OVERLAP> A boring novel is a superb <UNKNOWN/> <OVERLAP/>. <CNOISE/> <OVERLAP> <UNKNOWN/> that's it <OVERLAP/>.
46	ms_pns_hplaptop_openspeaker_A15TFST5QTO3VJ_Kitchen_noise_neighborwithnoise_dist_2m_fileid_4.wav	 <OVERLAP><CNOISE/> The certain <UNKNOWN/> reach out <UNKNOWN/> and became opera singer <UNKNOWN/> society really exist <UNKNOWN/> over <UNKNOWN/> about the <UNKNOWN/> eating <UNKNOWN/> . <OVERLAP/> <OVERLAP><CNOISE/> There are <UNKNOWN/> betrayed <UNKNOWN/> while she <UNKNOWN/> . <OVERLAP/>
47	ms_pns_hplaptop_openspeaker_A15TFST5QTO3VJ_Mouse_clicks_primarywithnoise_fileid_5.wav	 <CNOISE/> Does seem rather hopeless. The cow wandered from the farmland and became lost. Do <UNKNOWN/> puncturing or cutting into meats to test them. <UNKNOWN/> other <UNKNOWN/> of livestock feed.
48	ms_pns_hplaptop_openspeaker_A15TFST5QTO3VJ_Mouse_clicks_primarywithnoise_fileid_6.wav	 <CNOISE/> Both loved the outdoors including mountain climbing and horse back riding. She was so beautiful, <UNKNOWN/> . Two gas lamps were no more than a misleading globes.
49	ms_pns_hplaptop_openspeaker_A15TFST5QTO3VJ_neighbor_dist_1m_fileid_1.wav	 <OVERLAP> Are we as safe as we should be from such a <UNKNOWN/> ? <UNKNOWN/> angles up. It is the <UNKNOWN/> of reality, shallowness emotional anesthesia. two things <UNKNOWN/> to his <UNKNOWN/> . <OVERLAP/> <OVERLAP> <UNKNOWN/> poetry <UNKNOWN/> offered <UNKNOWN/> which was enthusiastic <UNKNOWN/> faith. <OVERLAP/>
50	ms_pns_hplaptop_openspeaker_A15TFST5QTO3VJ_neighbor_dist_1m_fileid_10.wav	 <OVERLAP> <UNKNOWN/> everybody has seen advantages <UNKNOWN/> students and government <UNKNOWN/> he's always snapping at us <UNKNOWN/> biblical scholars argue history <UNKNOWN/> . <OVERLAP/> <OVERLAP> <UNKNOWN/> things just naturally <UNKNOWN/> he is let outside has he <UNKNOWN/> buildings and dodging <UNKNOWN/> it is not a pleasant or easy position to take, but when we have <UNKNOWN/> to maintain it. <OVERLAP/>
51	ms_pns_hplaptop_openspeaker_A15TFST5QTO3VJ_neighbor_dist_1m_fileid_4.wav	 <OVERLAP> Neither better nor worse. The shadow <UNKNOWN/> after I add the <UNKNOWN/> . Ninety nine exhibits received awards. He talked about <UNKNOWN/> storylines too. <OVERLAP/> <OVERLAP> <UNKNOWN/> at least <UNKNOWN/> but this doesn't detract from <UNKNOWN/> interests if not <UNKNOWN/> his lips slightly closed together. <OVERLAP/>
52	ms_pns_hplaptop_openspeaker_A15TFST5QTO3VJ_neighbor_dist_1m_fileid_7.wav	 <OVERLAP> <UNKNOWN/> now <UNKNOWN/> he had borrowed one of his general's <UNKNOWN/> he rode low on <UNKNOWN/> good survey <UNKNOWN/> . <OVERLAP/> <OVERLAP> <UNKNOWN/> The idea behind our design is <UNKNOWN/> no one will even suspect that it is <UNKNOWN/> Why do we need bigger and better bombs? <OVERLAP/>
53	ms_pns_hplaptop_openspeaker_A15TFST5QTO3VJ_neighbor_dist_2m_fileid_2.wav	 <OVERLAP> <UNKNOWN/> I gave the sailors choices and let them <UNKNOWN/> good thing that advanced <UNKNOWN/> extended cabinet. <OVERLAP/> <OVERLAP> <UNKNOWN/> surely finds a <UNKNOWN/> now forget all <UNKNOWN/> now if you <UNKNOWN/> I will keep waiting. <OVERLAP/>
54	ms_pns_hplaptop_openspeaker_A15TFST5QTO3VJ_neighbor_dist_2m_fileid_5.wav	 <OVERLAP> One <UNKNOWN/> no <UNKNOWN/> , no airplanes, no <UNKNOWN/> . The system works as an impersonal mechanism. No other visitor would <UNKNOWN/> for her <UNKNOWN/> . <OVERLAP/> <OVERLAP> She had no way of knowing the advanced <UNKNOWN/> model existed. He as <UNKNOWN/> He said <UNKNOWN/> to a multi-plant operation. That dog chases cats mercilessly. <OVERLAP/>
55	ms_pns_hplaptop_openspeaker_A15TFST5QTO3VJ_neighbor_dist_2m_fileid_8.wav	 <CNOISE/> <OVERLAP> The government start authorization of his citizenship. <UNKNOWN/> Questions came to me from both sides about <UNKNOWN/> citizenship activities<OVERLAP/>. <CNOISE/> <OVERLAP> <UNKNOWN/> fear of punishment <UNKNOWN/> but her resolution hardly came to help <OVERLAP/>.
56	ms_pns_hplaptop_openspeaker_A15TFST5QTO3VJ_neighbor_dist_3m_fileid_2.wav	 <CNOISE/> <OVERLAP> How ancient it was the way <UNKNOWN/> a complete blank. We have <UNKNOWN/> behind us. <OVERLAP/> <CNOISE/> <OVERLAP> <UNKNOWN/> Junior, what on earth the matter with you? <OVERLAP/>
57	ms_pns_hplaptop_openspeaker_A15TFST5QTO3VJ_neighbor_dist_3m_fileid_6.wav	 <CNOISE/> <OVERLAP> <UNKNOWN/> like that, he nearly said. <UNKNOWN/> <OVERLAP/> <CNOISE/> <OVERLAP> <UNKNOWN/> stimulating the <UNKNOWN/> This is the reality we all acknowledge. <UNKNOWN/> any suggestion box.<OVERLAP/>
58	ms_pns_hplaptop_openspeaker_A15TFST5QTO3VJ_neighbor_dist_3m_fileid_9.wav	 <OVERLAP> <UNKNOWN/> to one's. Did anyone see my cab? If <UNKNOWN/> soon. In the winter, hibachi in the kitchen or grill over the logs on the fireplace. <OVERLAP/> <OVERLAP> He traveled all over the world. A <UNKNOWN/> lay near the water. <UNKNOWN/> <OVERLAP/>
59	ms_pns_hplaptop_openspeaker_A15TFST5QTO3VJ_Opening_chips_packet_neighborwithnoise_dist_2m_fileid_8.wav	 <CNOISE/> <OVERLAP> <UNKNOWN/> Does this bother you? <UNKNOWN/> How will you evaluate the <UNKNOWN/> <OVERLAP/> <CNOISE/> <OVERLAP> <UNKNOWN/> <OVERLAP/>
60	ms_pns_hplaptop_openspeaker_A15TFST5QTO3VJ_Opening_chips_packet_neighborwithnoise_dist_3m_fileid_7.wav	 <CNOISE/> <OVERLAP> You remembered a story <UNKNOWN/> are number of other item.<OVERLAP/> <CNOISE/> <OVERLAP> It is a big project. <UNKNOWN/> <OVERLAP/>
61	ms_pns_hplaptop_openspeaker_A15TFST5QTO3VJ_Typing_primarywithnoise_fileid_3.wav	 <CNOISE/> They should leave it modest circumstances avoiding all conspicuous consumption. Need for novelty may be symptom of cultural fighting and instability. The <UNKNOWN/> shelter could be built into a embankment or below ground level.
62	ms_pns_hplaptop_openspeaker_A15TFST5QTO3VJ_Typing_primarywithnoise_fileid_4.wav	 <CNOISE/><SN/> Right now may not be the best time for the business modules. He says he will be here on the one oh clock plane. Growing well kept gardens is very time-consuming.
63	ms_enrol_30s_teamstext_cleanspeech_ASUSlaptop_A18LFH7XW61JO9.wav	 Hey there teams. I will talk for a few second to help you get to know me. It takes more than just a few sentences or two because there are a lot of details about my voice that you need to learn to be able to recognize me when I speak up in a meeting, and it's O. K. if I don't read this perfectly. You can <FILL/> let me know if I need to start over.
64	ms_pns_ASUSlaptop_A18LFH7XW61JO9_AirConditioner_primarywithnoise_fileid_04.wav	 <CNOISE/> His comrades were all dead. His problem concerns longitude, latitude, and regular <UNKNOWN/> . He recognized his jacket and trousers. The most recent geological survey found seismic activity.
65	ms_pns_ASUSlaptop_A18LFH7XW61JO9_AirConditioner_primarywithnoise_fileid_05.wav	 <CNOISE/> There are more or worse nymphomaniac on any private eye series. Like a fair number of bootlegger series like Alcohol but this doesn't detract from it's merit as an interesting, if not great, film.
66	ms_pns_ASUSlaptop_A18LFH7XW61JO9_BabyCrying_primarywithnoise_fileid_22.wav	 <CNOISE/><UNKNOWN/> You shall know it better, aluminum silverware can often be flimsy. <UNKNOWN/> Was of <UNKNOWN/> where I taste <UNKNOWN/> . Perhaps it was our individually concealed dream.
67	ms_pns_ASUSlaptop_A18LFH7XW61JO9_BabyCrying_primarywithnoise_fileid_23.wav	 <CNOISE/> In the winter, hibachi in the kitchen or grill over the logs of the fireplace. Shipbuilding is a most fascinating process. Don't forget whiskey, it's such a big seller <UNKNOWN/> synonym.
68	ms_pns_ASUSlaptop_A18LFH7XW61JO9_BabyCrying_primarywithnoise_fileid_24.wav	 <CNOISE/> But his resolution hardly seemed to help getting the <UNKNOWN/> rattlesnake to help you. His body processes only slow down enough for him to dispel <UNKNOWN/> poisons. Increasing tempo of new product development.
69	ms_pns_ASUSlaptop_A18LFH7XW61JO9_Clutter_primarywithnoise_fileid_06.wav	 <UNKNOWN/> Years ago he blew up some of our villages. Only then, did he decide he didn't want one, but he just for this <UNKNOWN/> seemed foolish now. Maybe they'll stop it now, once for all.
70	ms_pns_ASUSlaptop_A18LFH7XW61JO9_Clutter_primarywithnoise_fileid_07.wav	 Outside, only a handful of reporters remained. The lack of heat compounded the tenant's <UNKNOWN/> . Day after day, some new episode is reported. My <UNKNOWN/> is that he continues to add to this record he sets here today.
71	ms_pns_ASUSlaptop_A18LFH7XW61JO9_Clutter_primarywithnoise_fileid_08.wav	 He was only regularly aware of the sluicing rain and these hardy travelers are not <UNKNOWN/> today. The trick is also incorporated in <FILL/> supplements. The moment of truth is the moment of <UNKNOWN/> .
72	ms_pns_ASUSlaptop_A18LFH7XW61JO9_CopyMachine_primarywithnoise_fileid_17.wav	 <CNOISE/> For a moment, boy and <UNKNOWN/> hung in mid-air. They own a big house in the remote countrysides. How much earn how many profits do they measure to take out of losses of <UNKNOWN/> ?
73	ms_pns_ASUSlaptop_A18LFH7XW61JO9_CopyMachine_primarywithnoise_fileid_18.wav	 <CNOISE/> Atomic energy levels. Maybe they are delivering others now. They come back <UNKNOWN/> on the other hand would unquestionably <UNKNOWN/> experience <UNKNOWN/> lesson for <UNKNOWN/> .
74	ms_pns_ASUSlaptop_A18LFH7XW61JO9_Dishwasher_primarywithnoise_fileid_09.wav	 When shed, they leave dust marks. At home, yes, they argued. Or certain words or just that <UNKNOWN/> that others go through may do the trick. No don't share this door. He must turn his lips <UNKNOWN/> .
75	ms_pns_ASUSlaptop_A18LFH7XW61JO9_Dishwasher_primarywithnoise_fileid_10.wav	 <CNOISE/> Did he ever visit her when he was a kid? Her eyes were glazed as he <UNKNOWN/> here <UNKNOWN/> see him. Finally he asked, do you object to <UNKNOWN/> ? Two glass lamps were normal than a misleading.
76	ms_pns_ASUSlaptop_A18LFH7XW61JO9_Dishwasher_primarywithnoise_fileid_11.wav	 <UNKNOWN/> Has no manners boys. Chocolate and roses never fail as a romantic gift. <UNKNOWN/> poses a kind of chastity on the ambitious <UNKNOWN/> also <UNKNOWN/> his <UNKNOWN/> was the <UNKNOWN/> .
77	ms_pns_ASUSlaptop_A18LFH7XW61JO9_DogBarking_primarywithnoise_fileid_19.wav	 <CNOISE/> There <UNKNOWN/> a <UNKNOWN/> of <UNKNOWN/> freed from the training of the contemporary. The torrid idea behind our design is <UNKNOWN/> millionaires <UNKNOWN/> however we remained augmented by <UNKNOWN/> long term <UNKNOWN/> .
78	ms_pns_ASUSlaptop_A18LFH7XW61JO9_DogBarking_primarywithnoise_fileid_20.wav	 <CNOISE/> George is paranoid about a future guest's <UNKNOWN/> again. These blocks were set in <UNKNOWN/> glass cloth and nailed. Let us now give some thought to the soul. That <UNKNOWN/> are presented in <UNKNOWN/> end tables.
79	ms_pns_ASUSlaptop_A18LFH7XW61JO9_DogBarking_primarywithnoise_fileid_21.wav	 <CNOISE/><UNKNOWN/> So better be sure that there are no ants hill nearby, but now she looked ugly and the surface is even back in its very <UNKNOWN/> only by this <UNKNOWN/> . Consider coupled with <UNKNOWN/> an <UNKNOWN/> .
