novelle09_01_pirandello_f000001|Novelle per un anno di Luigi Pirandello|Novelle per un anno di Luigi Pirandello
novelle09_01_pirandello_f000019|e questo dado qui più grosso è la chiesa con la croce e le campane, e quest’altro la fontana|e questo dado qui più grosso è la chiesa con la croce e le campane, e questaltro la fontana
novelle09_01_pirandello_f000020|da metterci attorno questi alberetti che hanno la corona di trucioli verdi verdi e un dischetto sotto, per reggersi in piedi. Miracolo di donna Mimma? No.|da metterci attorno questi alberetti che hanno la corona di trucioli verdi verdi e un dischetto sotto, per reggersi in piedi. Miracolo di donna Mimma? No.
novelle09_01_pirandello_f000021|È il mondo in cui donna Mimma vive agli occhi dei piccoli e anche dei grandi che ridiventano subito piccoli appena la vedono passare.|È il mondo in cui donna Mimma vive agli occhi dei piccoli e anche dei grandi che ridiventano subito piccoli appena la vedono passare.
novelle09_01_pirandello_f000022|Piccoli, per forza, perché nessuno può sentirsi grande davanti a donna Mimma. Nessuno.|Piccoli, per forza, perché nessuno può sentirsi grande davanti a donna Mimma. Nessuno.
novelle09_01_pirandello_f000023|Questo mondo ella rappresenta ai bimbi quando si mette a parlare con essi e dice loro come a uno a uno ella sia andata a comperarli lontano lontano.|Questo mondo ella rappresenta ai bimbi quando si mette a parlare con essi e dice loro come a uno a uno ella sia andata a comperarli lontano lontano.
novelle09_01_pirandello_f000024|— Dove? Eh, dove! Lontano, lontano. — A Palermo?|- Dove? Eh, dove! Lontano, lontano. - A Palermo?
novelle09_01_pirandello_f000025|A Palermo, sí, con una bella lettiga bianca, d’avorio, portata da due belli cavalli bianchi|A Palermo, sí, con una bella lettiga bianca, davorio, portata da due belli cavalli bianchi
novelle09_01_pirandello_f000026|senza sonagli, per vie e vie lunghe, di notte, al bujo.|senza sonagli, per vie e vie lunghe, di notte, al bujo.
novelle09_01_pirandello_f000027|— Senza sonagli perché? — Per non far rumore. — E al bujo? Sí;|- Senza sonagli perché? - Per non far rumore. - E al bujo? Sí;
novelle09_01_pirandello_f000028|ma c’è pure la luna, di notte, le stelle.|ma cè pure la luna, di notte, le stelle.
novelle09_01_pirandello_f000029|Ma anche al bujo, sicuro! Si fa pur notte, quando si cammina e cammina a giornate, per tanta via.|Ma anche al bujo, sicuro! Si fa pur notte, quando si cammina e cammina a giornate, per tanta via.
novelle09_01_pirandello_f000030|E poi sempre di notte s’arriva, al ritorno, con quella lettiga, e zitti zitti, che nessuno veda, che nessuno senta.|E poi sempre di notte sarriva, al ritorno, con quella lettiga, e zitti zitti, che nessuno veda, che nessuno senta.
novelle09_01_pirandello_f000031|— Perché? Ma perché il bambinello comperato da poco non può sentire nessun rumore|- Perché? Ma perché il bambinello comperato da poco non può sentire nessun rumore
novelle09_01_pirandello_f000032|ché si spaventerebbe, e neppure può vedere in principio la luce del sole.|ché si spaventerebbe, e neppure può vedere in principio la luce del sole.
novelle09_01_pirandello_f000033|— Comperato? Come, comperato?|- Comperato? Come, comperato?
novelle09_01_pirandello_f000034|— Coi denari di papà! Tanti tanti. — Flavietta?|- Coi denari di papà! Tanti tanti. - Flavietta?
novelle09_01_pirandello_f000035|— Ma sí, Flavietta più di duecent’onze. più più.|- Ma sí, Flavietta più di duecentonze. più più.
novelle09_01_pirandello_f000036|Con questi riccioletti d’oro, con questa boccuccia di fragola.|Con questi riccioletti doro, con questa boccuccia di fragola.
novelle09_01_pirandello_f000037|Perché papà la volle bionda cosí, ricciutella cosí e con questi occhi grandi d’amore che mi guardano, gioja mia, non mi credi?|Perché papà la volle bionda cosí, ricciutella cosí e con questi occhi grandi damore che mi guardano, gioja mia, non mi credi?
novelle09_01_pirandello_f000038|poche duecent’onze, per quest’occhi soli! Vuoi che non lo sappia, se t’ho comperata io?|poche duecentonze, per questocchi soli! Vuoi che non lo sappia, se tho comperata io?
novelle09_01_pirandello_f000039|E pure Niní, sí certo. Tutti vi ho comperati io.|E pure Niní, sí certo. Tutti vi ho comperati io.
novelle09_01_pirandello_f000040|Niní un pochino di più, perché maschietto.|Niní un pochino di più, perché maschietto.
novelle09_01_pirandello_f000041|I maschietti, amore mio, costano sempre un pochino di più;|I maschietti, amore mio, costano sempre un pochino di più;
novelle09_01_pirandello_f000042|lavorano, poi, i maschietti e, lavorando, guadagnano assai, come papà.|lavorano, poi, i maschietti e, lavorando, guadagnano assai, come papà.
novelle09_01_pirandello_f000043|Ma sapete che pure papà l’ho comperato io? Io, io.|Ma sapete che pure papà lho comperato io? Io, io.
novelle09_01_pirandello_f000044|Quand’era piccolo piccolo, certo! quando ancora non era niente! Gliel’ho portato io|Quandera piccolo piccolo, certo! quando ancora non era niente! Glielho portato io
novelle09_01_pirandello_f000045|di notte, con la lettiga bianca alla sua mamma, sant’anima. Da Palermo, sí. Quanto, lui?|di notte, con la lettiga bianca alla sua mamma, santanima. Da Palermo, sí. Quanto, lui?
novelle09_01_pirandello_f000046|Uh, migliaja d’onze, migliaja! I bimbi la guardano allocchiti.|Uh, migliaja donze, migliaja! I bimbi la guardano allocchiti.
novelle09_01_pirandello_f000047|Le guardano quel fazzoletto bello, di seta celeste, sempre nuovo,|Le guardano quel fazzoletto bello, di seta celeste, sempre nuovo,
novelle09_01_pirandello_f000048|su i capelli ancora neri, lucidi, spartiti in due bande che, su le tempie|su i capelli ancora neri, lucidi, spartiti in due bande che, su le tempie
novelle09_01_pirandello_f000049|formano due treccioline che passano su gli orecchi, dai cui lobi, stirati dal peso, pendono due massicci orecchini a lagrimoni.|formano due treccioline che passano su gli orecchi, dai cui lobi, stirati dal peso, pendono due massicci orecchini a lagrimoni.
novelle09_01_pirandello_f000050|Le guardano gli occhi un po’ ovati, dalle palpebre esili, guarnite di lunghissime ciglia;|Le guardano gli occhi un po ovati, dalle palpebre esili, guarnite di lunghissime ciglia;
novelle09_01_pirandello_f000051|la pallottolina del naso un po’ venata, tra i fori larghi violacei delle nari;|la pallottolina del naso un po venata, tra i fori larghi violacei delle nari;
novelle09_01_pirandello_f000052|il mento un po’ aguzzo, su cui s’arricciano metallici alcuni peluzzi.|il mento un po aguzzo, su cui sarricciano metallici alcuni peluzzi.
novelle09_01_pirandello_f000053|Ma la vedono come avvolta in un’aria di mistero, questa vecchietta pulita, che tutte le donne chiamano|Ma la vedono come avvolta in unaria di mistero, questa vecchietta pulita, che tutte le donne chiamano
novelle09_01_pirandello_f000054|e anche la loro mamma, la Comare, che quando viene a visita capita sempre che la mamma non sta bene|e anche la loro mamma, la Comare, che quando viene a visita capita sempre che la mamma non sta bene
novelle09_01_pirandello_f000055|e pochi giorni dopo, ecco, spunta un altro fratellino o un’altra sorellina|e pochi giorni dopo, ecco, spunta un altro fratellino o unaltra sorellina
novelle09_01_pirandello_f000056|che è stata lei ad andarli a comperare, lontano lontano, a Palermo, con la lettiga.|che è stata lei ad andarli a comperare, lontano lontano, a Palermo, con la lettiga.
novelle09_01_pirandello_f000057|La guardano, le toccano pian piano, coi ditini curiosi, un po’ esitanti, lo scialle, la veste;|La guardano, le toccano pian piano, coi ditini curiosi, un po esitanti, lo scialle, la veste;
novelle09_01_pirandello_f000058|ed è, sí, una vecchietta pulita, che non pare diversa dalle altre;|ed è, sí, una vecchietta pulita, che non pare diversa dalle altre;
novelle09_01_pirandello_f000059|ma come può andare poi cosí lontano lontano, con quella lettiga, e come l’ha lei, quest’ufficio nel mondo|ma come può andare poi cosí lontano lontano, con quella lettiga, e come lha lei, questufficio nel mondo
novelle09_01_pirandello_f000060|di comperare i bambini, e di portarli, i bambini, come la Befana i giocattoli? Ma essi, dunque… – che cosa? No, non sanno che pensare;|di comperare i bambini, e di portarli, i bambini, come la Befana i giocattoli? Ma essi, dunque - che cosa? No, non sanno che pensare;
novelle09_01_pirandello_f000061|ma sentono in sé, vago, un po’ del mistero che è in quella vecchietta, la quale è qua con loro adesso|ma sentono in sé, vago, un po del mistero che è in quella vecchietta, la quale è qua con loro adesso
novelle09_01_pirandello_f000062|qua che la toccano, ma che se ne va poi cosí lontano a prenderli, i bambini, e dunque anche loro… già… a Palermo, dove?|qua che la toccano, ma che se ne va poi cosí lontano a prenderli, i bambini, e dunque anche loro già a Palermo, dove?
novelle09_01_pirandello_f000063|dove lei sa ed essi, piccoli, non sanno;|dove lei sa ed essi, piccoli, non sanno;
novelle09_01_pirandello_f000064|benché certo, là, piccoli piccoli, ci sono stati anche loro|benché certo, là, piccoli piccoli, ci sono stati anche loro
novelle09_01_pirandello_f000065|se ella è andata a comperarli là… Istintivamente con gli occhi le cercano le mani. Dove sono le mani? Lí, sotto lo scialle.|se ella è andata a comperarli là Istintivamente con gli occhi le cercano le mani. Dove sono le mani? Lí, sotto lo scialle.
novelle09_01_pirandello_f000066|Perché non le mostra mai donna Mimma, le mani?|Perché non le mostra mai donna Mimma, le mani?
novelle09_01_pirandello_f000067|Già! con le mani non li tocca mai: li bacia, parla con loro, gestisce tanto con gli occhi, con la bocca, con le guance;|Già! con le mani non li tocca mai: li bacia, parla con loro, gestisce tanto con gli occhi, con la bocca, con le guance;
novelle09_01_pirandello_f000068|ma dallo scialle le mani non le cava mai per far loro una carezza. È strano.|ma dallo scialle le mani non le cava mai per far loro una carezza. È strano.
novelle09_01_pirandello_f000069|Qualcuno, più ardito, le domanda: — Non le hai, le mani?|Qualcuno, più ardito, le domanda: - Non le hai, le mani?
novelle09_01_pirandello_f000070|— Gesú! — esclama allora donna Mimma, volgendo uno sguardo d’intelligenza alla mamma come per dire: «E che è? diavolo, questo bambino?|- Gesú! - esclama allora donna Mimma, volgendo uno sguardo dintelligenza alla mamma come per dire: E che è? diavolo, questo bambino?
novelle09_01_pirandello_f000071|— Eccole qua! — soggiunge poi subito, mostrando le due manine coi mezzi guanti di filo. — Come non le ho, diavoletto?|- Eccole qua! - soggiunge poi subito, mostrando le due manine coi mezzi guanti di filo. - Come non le ho, diavoletto?
novelle09_01_pirandello_f000072|Gesú, che domande! E ride, ride, ricacciandosi le mani sotto e tirandosi con esse lo scialle sú sú|Gesú, che domande! E ride, ride, ricacciandosi le mani sotto e tirandosi con esse lo scialle sú sú
novelle09_01_pirandello_f000073|fin sopra il naso, per nascondere quelle risatine, che, Dio liberi… Oh Signore! le viene di farsi la croce.|fin sopra il naso, per nascondere quelle risatine, che, Dio liberi Oh Signore! le viene di farsi la croce.
novelle09_01_pirandello_f000074|Ma guarda che cose possono venire in mente a un bambino! Pajono fatte, quelle mani|Ma guarda che cose possono venire in mente a un bambino! Pajono fatte, quelle mani
novelle09_01_pirandello_f000075|per calcare nello stampo la cera di cui sono formati i Bambini Gesú|per calcare nello stampo la cera di cui sono formati i Bambini Gesú
novelle09_01_pirandello_f000076|che in ogni chiesa si portano su l’altare in un canestrino imbottito di raso celeste la notte di Natale.|che in ogni chiesa si portano su laltare in un canestrino imbottito di raso celeste la notte di Natale.
novelle09_01_pirandello_f000077|Sente donna Mimma la santità del suo ufficio, quanta religione sia nell’atto della nascita|Sente donna Mimma la santità del suo ufficio, quanta religione sia nellatto della nascita
novelle09_01_pirandello_f000078|e agli occhi dei bimbi lo copre con tutti i veli del pudore;|e agli occhi dei bimbi lo copre con tutti i veli del pudore;
novelle09_01_pirandello_f000079|e anche parlandone coi grandi non adopera mai una parola, che muova o diradi quei veli;|e anche parlandone coi grandi non adopera mai una parola, che muova o diradi quei veli;
novelle09_01_pirandello_f000080|e ne parla con gli occhi bassi e il meno che può.|e ne parla con gli occhi bassi e il meno che può.
novelle09_01_pirandello_f000081|Sa che non è sempre lieto, che spesso anzi è cosí triste il suo ufficio d’accogliere nella vita tanti esserini che piangono appena vi traggono il primo respiro.|Sa che non è sempre lieto, che spesso anzi è cosí triste il suo ufficio daccogliere nella vita tanti esserini che piangono appena vi traggono il primo respiro.
novelle09_01_pirandello_f000082|Può essere una festa il bimbo ch’ella porta in una casa di signori; anche per il bimbo, sí;|Può essere una festa il bimbo chella porta in una casa di signori; anche per il bimbo, sí;
novelle09_01_pirandello_f000083|benché non sempre neanche lí!|benché non sempre neanche lí!
novelle09_01_pirandello_f000084|Ma portarli – e tanti, tanti – nelle case dei poveri… Gli piange il cuore.|Ma portarli - e tanti, tanti - nelle case dei poveri Gli piange il cuore.
novelle09_01_pirandello_f000085|Ma è lei sola a esercitare, da circa trentacinque anni, quest’ufficio nel paesello.|Ma è lei sola a esercitare, da circa trentacinque anni, questufficio nel paesello.
novelle09_01_pirandello_f000086|O, per dir meglio, era lei sola, fino a jeri.|O, per dir meglio, era lei sola, fino a jeri.
novelle09_01_pirandello_f000087|Ora è venuta dal continente una smorfiosetta di vent’anni, Piemontesa;|Ora è venuta dal continente una smorfiosetta di ventanni, Piemontesa;
novelle09_01_pirandello_f000088|gonna corta, gialla, giacchetto verde;|gonna corta, gialla, giacchetto verde;
novelle09_01_pirandello_f000089|come un maschiotto, le mani in tasca: sorella ancora nubile d’un impiegato di dogana. Diplomata dalla R. Università di Torino.|come un maschiotto, le mani in tasca: sorella ancora nubile dun impiegato di dogana. Diplomata dalla R. Università di Torino.
novelle09_01_pirandello_f000090|Roba da farsi la croce a due mani, Signore Iddio, una ragazza ancora senza mondo|Roba da farsi la croce a due mani, Signore Iddio, una ragazza ancora senza mondo
novelle09_01_pirandello_f000091|mettersi a una simile professione! E bisogna vedere con quale sfacciataggine: per miracolo|mettersi a una simile professione! E bisogna vedere con quale sfacciataggine: per miracolo
novelle09_01_pirandello_f000092|quella sua professione, non se la porta scritta in fronte! Una ragazza! una ragazza, che di queste cose…|quella sua professione, non se la porta scritta in fronte! Una ragazza! una ragazza, che di queste cose
novelle09_01_pirandello_f000093|Dio, che vergogna! E dove siamo?|Dio, che vergogna! E dove siamo?
novelle09_01_pirandello_f000094|Donna Mimma non se ne sa dar pace.|Donna Mimma non se ne sa dar pace.
novelle09_01_pirandello_f000095|Volta la faccia, si ripara gli occhi con la mano appena la vede passare sculettando per la piazza|Volta la faccia, si ripara gli occhi con la mano appena la vede passare sculettando per la piazza
novelle09_01_pirandello_f000096|a testa alta, le mani in tasca, la piuma bianca ritta al vento sul cappellino di velluto.|a testa alta, le mani in tasca, la piuma bianca ritta al vento sul cappellino di velluto.
novelle09_01_pirandello_f000097|E che strepito fanno quei tacchetti insolenti sul lastricato della piazza: — Passo io! passo io!|E che strepito fanno quei tacchetti insolenti sul lastricato della piazza: - Passo io! passo io!
novelle09_01_pirandello_f000098|Non è donna quella: una diavola è! Non può essere creatura di Dio, quella! — Come? la tabella? Ah sí?|Non è donna quella: una diavola è! Non può essere creatura di Dio, quella! - Come? la tabella? Ah sí?
novelle09_01_pirandello_f000099|ha fatto appendere la tabella col nome e la professione sul porticino di casa? E si chiama?|ha fatto appendere la tabella col nome e la professione sul porticino di casa? E si chiama?
novelle09_01_pirandello_f000100|Elvira… come? signorina Elvira Mosti? Ci sta scritto signorina?|Elvira come? signorina Elvira Mosti? Ci sta scritto signorina?
novelle09_01_pirandello_f000101|E che vuol dire diplomata? Ah, la patente. La vergogna patentata.|E che vuol dire diplomata? Ah, la patente. La vergogna patentata.
novelle09_01_pirandello_f000102|Dio, Dio, si può credere una cosa simile?|Dio, Dio, si può credere una cosa simile?
novelle09_01_pirandello_f000103|E chi la chiamerà quella sfacciata?|E chi la chiamerà quella sfacciata?
novelle09_01_pirandello_f000104|Ma che esperienza poi, che esperienza può aver lei, se ancora… in nome del Padre, del Figliuolo e dello Spirito Santo.|Ma che esperienza poi, che esperienza può aver lei, se ancora in nome del Padre, del Figliuolo e dello Spirito Santo.
novelle09_01_pirandello_f000105|S’hanno da vedere di queste cose ai giorni nostri? in un paesello come il nostro?|Shanno da vedere di queste cose ai giorni nostri? in un paesello come il nostro?
novelle09_01_pirandello_f000106|Vih… vih… vih… E donna Mimma scuote in aria le manine coi mezzi guanti di filo come se si vedesse lingueggiar davanti le fiamme dell’inferno.|Vih vih vih E donna Mimma scuote in aria le manine coi mezzi guanti di filo come se si vedesse lingueggiar davanti le fiamme dellinferno.
novelle09_01_pirandello_f000107|— Nossignora, grazie, che caffè, signora mia! acqua, un sorso d’acqua mi faccia portare;|- Nossignora, grazie, che caffè, signora mia! acqua, un sorso dacqua mi faccia portare;
novelle09_01_pirandello_f000108|sono tutta sconcertata! — dice nelle case delle clienti, da cui di tanto in tanto si reca a visita|sono tutta sconcertata! - dice nelle case delle clienti, da cui di tanto in tanto si reca a visita
novelle09_01_pirandello_f000109|o a fare, com’ella dice, «un’affacciata», per sapere… no? niente?|o a fare, comella dice, unaffacciata, per sapere no? niente?
novelle09_01_pirandello_f000110|Lasciamo fare a Dio, signora mia, ringraziato sia sempre in cielo e in terra! Se n’è fatta quasi una fissazione;|Lasciamo fare a Dio, signora mia, ringraziato sia sempre in cielo e in terra! Se nè fatta quasi una fissazione;
novelle09_01_pirandello_f000111|non perché tema per sé, che le signore le abbiano a fare un torto per quella lí;|non perché tema per sé, che le signore le abbiano a fare un torto per quella lí;
novelle09_01_pirandello_f000112|figurarsi se può temere una tal cosa conoscendo che signore sono, col timore di Dio|figurarsi se può temere una tal cosa conoscendo che signore sono, col timore di Dio
novelle09_01_pirandello_f000113|con l’educazione del paese e il rispetto delle cose sante! Neanche per sogno… — Ma dico, dico, oh Vergine Maria|con leducazione del paese e il rispetto delle cose sante! Neanche per sogno - Ma dico, dico, oh Vergine Maria
novelle09_01_pirandello_f000114|per la cosa in sé… questo scandalo… una ragazzaccia… Dicono che parla come un carabiniere… che tutte le parolacce le dice chiare|per la cosa in sé questo scandalo una ragazzaccia Dicono che parla come un carabiniere che tutte le parolacce le dice chiare
novelle09_01_pirandello_f000115|come se fosse una cosa naturale… È tanto compresa della mostruosità dello scandalo|come se fosse una cosa naturale È tanto compresa della mostruosità dello scandalo
novelle09_01_pirandello_f000116|che non s’accorge dell’impaccio afflitto con cui la guardano le signore.|che non saccorge dellimpaccio afflitto con cui la guardano le signore.
novelle09_01_pirandello_f000117|Pare che abbiano da dirle qualche cosa e non ne trovino il coraggio.|Pare che abbiano da dirle qualche cosa e non ne trovino il coraggio.
novelle09_01_pirandello_f000118|Oggi, il medico condotto s’è voltato di là, vedendola passare. Non l’ha vista?|Oggi, il medico condotto sè voltato di là, vedendola passare. Non lha vista?
novelle09_01_pirandello_f000119|Ma sí, che l’ha vista! L’ha vista e s’è voltato. Perché?|Ma sí, che lha vista! Lha vista e sè voltato. Perché?
novelle09_01_pirandello_f000120|Viene a sapere, poco dopo, che quella svergognata lí è andata a trovarlo a casa, col fratello. Certo per raccomandarsi.|Viene a sapere, poco dopo, che quella svergognata lí è andata a trovarlo a casa, col fratello. Certo per raccomandarsi.
novelle09_01_pirandello_f000121|Chi sa che moine gli avrà fatto, come le sanno fare codeste forestieracce sbandite|Chi sa che moine gli avrà fatto, come le sanno fare codeste forestieracce sbandite
novelle09_01_pirandello_f000122|che nelle grandi città del Continente hanno perduto il santo rossore della faccia;|che nelle grandi città del Continente hanno perduto il santo rossore della faccia;
novelle09_01_pirandello_f000123|ed ecco che questo rimbambito di medico… Il diploma? E che c’entra il diploma?|ed ecco che questo rimbambito di medico Il diploma? E che centra il diploma?
novelle09_01_pirandello_f000124|Ah sí, difatti, per il diploma! Ma via, che non si sanno queste cose?|Ah sí, difatti, per il diploma! Ma via, che non si sanno queste cose?
novelle09_01_pirandello_f000125|Due smorfiette, due carezzine, e come la paglia pigliano fuoco, gli ominacci;|Due smorfiette, due carezzine, e come la paglia pigliano fuoco, gli ominacci;
novelle09_01_pirandello_f000126|anche i vecchi adesso, senza timor di Dio! Che fa il diploma? che c’entra?|anche i vecchi adesso, senza timor di Dio! Che fa il diploma? che centra?
novelle09_01_pirandello_f000127|Esperienza ci vuole, esperienza.|Esperienza ci vuole, esperienza.
novelle09_01_pirandello_f000128|— Eh, ma anche il diploma, donna Mimma, — le risponde sospirando il farmacista|- Eh, ma anche il diploma, donna Mimma, - le risponde sospirando il farmacista
novelle09_01_pirandello_f000129|col quale, passando, s’è lagnata del voltafaccia del medico. — E io che ho diploma forse?|col quale, passando, sè lagnata del voltafaccia del medico. - E io che ho diploma forse?
novelle09_01_pirandello_f000130|— esclama allora donna Mimma, sorridendo e giungendo per le punte delle dita le due manine coi mezzi guanti di filo.|- esclama allora donna Mimma, sorridendo e giungendo per le punte delle dita le due manine coi mezzi guanti di filo.
novelle09_01_pirandello_f000131|— E sono già trentacinque anni, trentacinque, che tutti quanti siete qua|- E sono già trentacinque anni, trentacinque, che tutti quanti siete qua
novelle09_01_pirandello_f000132|e pure voi, don Sarino, vi ho portati io, con la grazia di Dio, figliuoli miei;|e pure voi, don Sarino, vi ho portati io, con la grazia di Dio, figliuoli miei;
novelle09_01_pirandello_f000133|che n’ho fatti di viaggi a Palermo! Ecco, ecco, guardate qua! E donna Mimma si china a prendere tra quelle due manine che quasi non pajono|che nho fatti di viaggi a Palermo! Ecco, ecco, guardate qua! E donna Mimma si china a prendere tra quelle due manine che quasi non pajono
novelle09_01_pirandello_f000134|ma che pure hanno tanta forza, un bel bimbone della strada, che s’è fermato davanti la farmacia, e lo leva alto, nel sole.|ma che pure hanno tanta forza, un bel bimbone della strada, che sè fermato davanti la farmacia, e lo leva alto, nel sole.
novelle09_01_pirandello_f000135|— Anche questo! E quanti ne vedete, tutti io! Sono andata a comperarvi tutti io,|- Anche questo! E quanti ne vedete, tutti io! Sono andata a comperarvi tutti io,
novelle09_01_pirandello_f000136|a Palermo, senza diploma! A che serve il diploma? Il giovane farmacista sorride.|a Palermo, senza diploma! A che serve il diploma? Il giovane farmacista sorride.
novelle09_01_pirandello_f000137|— Va bene, donna Mimma, sí… voi… l’esperienza|- Va bene, donna Mimma, sí voi lesperienza
novelle09_01_pirandello_f000138|certo… ma… E la guarda afflitto e impacciato e neanche lui ha il coraggio di farle intravvedere la minaccia che le pende sul capo.|certo ma E la guarda afflitto e impacciato e neanche lui ha il coraggio di farle intravvedere la minaccia che le pende sul capo.
novelle09_01_pirandello_f000139|Finché dalla Prefettura del capoluogo le arriva una carta con tanto di stemma e di bollo|Finché dalla Prefettura del capoluogo le arriva una carta con tanto di stemma e di bollo
novelle09_01_pirandello_f000140|mezza stampata e mezza scritta a mano, nella quale ella non sa legger bene|mezza stampata e mezza scritta a mano, nella quale ella non sa legger bene
novelle09_01_pirandello_f000141|ma indovina che si parla del diploma che non ha, e che ai sensi degli articoli tali e tali…|ma indovina che si parla del diploma che non ha, e che ai sensi degli articoli tali e tali
novelle09_01_pirandello_f000142|È ancora dietro a decifrarla, quella carta, che una guardia la viene a invitare a nome del sindaco.|È ancora dietro a decifrarla, quella carta, che una guardia la viene a invitare a nome del sindaco.
novelle09_01_pirandello_f000143|— La moglie? Cosí presto? — domanda donna Mimma, contrariata.|- La moglie? Cosí presto? - domanda donna Mimma, contrariata.
novelle09_01_pirandello_f000144|— No, al municipio, — risponde la guardia — per una comunicazione.|- No, al municipio, - risponde la guardia - per una comunicazione.
novelle09_01_pirandello_f000145|Donna Mimma s’acciglia: — A me? per questa carta?|Donna Mimma sacciglia: - A me? per questa carta?
novelle09_01_pirandello_f000146|La guardia si stringe nelle spalle: — Io non so; venite e saprete. Donna Mimma va;|La guardia si stringe nelle spalle: - Io non so; venite e saprete. Donna Mimma va;
novelle09_01_pirandello_f000147|e, al municipio, trova il sindaco, tutto imbarazzato.|e, al municipio, trova il sindaco, tutto imbarazzato.
novelle09_01_pirandello_f000148|Anche lui è stato comperato a Palermo da donna Mimma;|Anche lui è stato comperato a Palermo da donna Mimma;
novelle09_01_pirandello_f000149|e anche due figliuoli donna Mimma è andata a comperare per lui a Palermo e presto per un terzo dovrebbe mettersi in viaggio con la lettiga;|e anche due figliuoli donna Mimma è andata a comperare per lui a Palermo e presto per un terzo dovrebbe mettersi in viaggio con la lettiga;
novelle09_01_pirandello_f000150|ma… — Ecco qua, donna Mimma! Vedete?|ma - Ecco qua, donna Mimma! Vedete?
novelle09_01_pirandello_f000151|Un’altra carta anche a noi, dalla Prefettura. Per voi, sí.|Unaltra carta anche a noi, dalla Prefettura. Per voi, sí.
novelle09_01_pirandello_f000152|E non c’è nulla da fare, purtroppo.|E non cè nulla da fare, purtroppo.
novelle09_01_pirandello_f000153|Vi s’interdice l’esercizio della professione. — A me?|Vi sinterdice lesercizio della professione. - A me?
novelle09_01_pirandello_f000154|— A voi: perché non avete il diploma, cara donna Mimma! La legge.|- A voi: perché non avete il diploma, cara donna Mimma! La legge.
novelle09_01_pirandello_f000155|— Ma che legge? — esclama donna Mimma, che non ha più una goccia di sangue nelle vene. — Legge nuova?|- Ma che legge? - esclama donna Mimma, che non ha più una goccia di sangue nelle vene. - Legge nuova?
novelle09_01_pirandello_f000156|— Non nuova, no! Ma noi qua, c’eravate voi sola, da tant’anni; vi conoscevamo; vi volevamo bene;|- Non nuova, no! Ma noi qua, ceravate voi sola, da tantanni; vi conoscevamo; vi volevamo bene;
