la_contessa_di_karolystria_0_ghislanzoni_f000001|LA CONTESSA DI KAROLYSTRIA.|LA CONTESSA DI KAROLYSTRIA.
la_contessa_di_karolystria_1_ghislanzoni_f000042|E appena esalata la giaculatoria|E appena esalata la giaculatoria
la_contessa_di_karolystria_1_ghislanzoni_f000043|la contessa adunò rapidamente colle sue braccia candidissime un bel mucchio di quella grazia di Dio piovuta dagli alberi|la contessa adunò rapidamente colle sue braccia candidissime un bel mucchio di quella grazia di Dio piovuta dagli alberi
la_contessa_di_karolystria_1_ghislanzoni_f000044|vi si tuffò, vi si sommerse, si rese invisibile.|vi si tuffò, vi si sommerse, si rese invisibile.
la_contessa_di_karolystria_1_ghislanzoni_f000045|--Opp! Opp! avanti dunque! È la prima volta che mi fai di questi scherzi, Morello! Opp! Opp!|--Opp! Opp! avanti dunque! È la prima volta che mi fai di questi scherzi, Morello! Opp! Opp!
la_contessa_di_karolystria_1_ghislanzoni_f000046|È altresì la prima volta che Morello, il.|È altresì la prima volta che Morello, il.
la_contessa_di_karolystria_1_ghislanzoni_f000047|bel puledro del visconte D'Aguilar, aspira colle sue ampie narici le esalazioni più o meno balsamiche di una contessa sepolta nelle foglie.|bel puledro del visconte D'Aguilar, aspira colle sue ampie narici le esalazioni più o meno balsamiche di una contessa sepolta nelle foglie.
la_contessa_di_karolystria_1_ghislanzoni_f000048|Il visconte, balzato di sella, prese a carezzare amorosamente l'ombroso animale, apostrofandolo coi più graziosi vezzeggiativi.|Il visconte, balzato di sella, prese a carezzare amorosamente l'ombroso animale, apostrofandolo coi più graziosi vezzeggiativi.
la_contessa_di_karolystria_1_ghislanzoni_f000049|--È un gentiluomo! riflette la contessa, sollevando cautamente la testolina per sbirciare a traverso gli arbusti.|--È un gentiluomo! riflette la contessa, sollevando cautamente la testolina per sbirciare a traverso gli arbusti.
la_contessa_di_karolystria_1_ghislanzoni_f000050|Ma il cavaliere, già entrato in diffidenza all'adombrarsi di Morello, udendo stormire le foglie|Ma il cavaliere, già entrato in diffidenza all'adombrarsi di Morello, udendo stormire le foglie
la_contessa_di_karolystria_1_ghislanzoni_f000051|e parendogli che sotto quelle si disegnassero i contorni di una figura umana, fece l'atto di scompigliarle collo scudiscio.|e parendogli che sotto quelle si disegnassero i contorni di una figura umana, fece l'atto di scompigliarle collo scudiscio.
la_contessa_di_karolystria_1_ghislanzoni_f000052|Immaginate se la contessa potè star ferma!|Immaginate se la contessa potè star ferma!
la_contessa_di_karolystria_1_ghislanzoni_f000053|--Alto là! gridò ella, dando un balzo, che mise allo scoperto il suo bel volto e le sue spalle di nitido alabastro;|--Alto là! gridò ella, dando un balzo, che mise allo scoperto il suo bel volto e le sue spalle di nitido alabastro;
la_contessa_di_karolystria_1_ghislanzoni_f000054|se voi siete, quale ognuno vi giudicherebbe all'aspetto, un gentiluomo ed un uomo di cuore, non avanzatevi di un passo;|se voi siete, quale ognuno vi giudicherebbe all'aspetto, un gentiluomo ed un uomo di cuore, non avanzatevi di un passo;
la_contessa_di_karolystria_1_ghislanzoni_f000055|rispettate e proteggete una dama di alto lignaggio, che non poteva, voi lo vedete, cadere più basso.|rispettate e proteggete una dama di alto lignaggio, che non poteva, voi lo vedete, cadere più basso.
la_contessa_di_karolystria_1_ghislanzoni_f000056|Il visconte, immobile come un paracarro, guardava e taceva.|Il visconte, immobile come un paracarro, guardava e taceva.
