T60_WB_est,C50_WB_est,file
0.65035725,6.0796614,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-18-13-11-05-mic-2_Realtek_High_Definiti_train_16k.wav|None|None|5fb63c1b08f8cf009c2b84a61b152536_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.78833234,5.03018,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-18-13-10-36-mic-2_Realtek_High_Definiti_train_16k.wav|None|None|e8779de2a230893c766942065fc27208_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.5764974,6.416383,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-18-13-10-46-mic-2_Realtek_High_Definiti_train_16k.wav|None|None|fa49acf39d081ff886cb704880e18a2d_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.62174475,6.6448784,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-18-13-11-49-mic-2_Realtek_High_Definiti_train_16k.wav|None|None|ddc1dc810ab3f7427f4121512edd7a30_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.627495,6.9236093,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-18-13-11-56-mic-2_Realtek_High_Definiti_train_16k.wav|None|None|a4989cb379687c6ef4ea3537d1575650_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.6609044,6.6761937,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-18-13-12-02-mic-2_Realtek_High_Definiti_train_16k.wav|None|None|380f2f6e467bf799f474f3fad1bbf9d5_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.71751344,5.3951917,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-18-13-12-48-mic-2_Realtek_High_Definiti_train_16k.wav|None|None|89c22eb58ac12e92a30de056b11c4ff7_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.6816249,6.145767,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-18-13-14-27-mic-2_Realtek_High_Definiti_train_16k.wav|None|None|bbe6abe09adc0684586589593b22779b_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.6506274,6.2733197,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-18-13-12-20-mic-2_Realtek_High_Definiti_train_16k.wav|None|None|4d91427d74d3562a4fb2d0ab65b45404_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.76057184,5.9051566,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-18-13-14-17-mic-2_Realtek_High_Definiti_train_16k.wav|None|None|dc18d62d2034b7fcfcbcf62fe54d7cec_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.77588266,5.567185,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-18-13-12-13-mic-2_Realtek_High_Definiti_train_16k.wav|None|None|26661f6956c5357ff1fd88a6d8fbf9c1_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.64210373,6.744315,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-18-13-12-42-mic-2_Realtek_High_Definiti_train_16k.wav|None|None|c273a25b2218353e91c9bcf529b578ca_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.7356078,6.5074396,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-18-13-12-08-mic-2_Realtek_High_Definiti_train_16k.wav|None|None|9b785e77079fa5bdd606d19f681003c0_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.7443756,5.5344305,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-18-13-14-40-mic-2_Realtek_High_Definiti_train_16k.wav|None|None|31f017d08fc0db17dfd648aa5df495e6_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.74968755,5.9315085,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-18-13-15-20-mic-2_Realtek_High_Definiti_train_16k.wav|None|None|898d4de9f5758aa484d171c750bc3b78_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.71383744,5.645098,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-18-13-15-01-mic-2_Realtek_High_Definiti_train_16k.wav|None|None|49853d095d890a18e72873f3324e83cd_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.65040326,6.1332006,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-18-13-16-44-mic-2_Realtek_High_Definiti_train_16k.wav|None|None|0ac3640ff00eec2ff53bbbaff116b1a4_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.7579586,5.664017,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-18-13-17-05-mic-2_Realtek_High_Definiti_train_16k.wav|None|None|6775108528e8e738afab0ae1e2b16b29_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.82362294,4.847637,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-18-13-16-17-mic-2_Realtek_High_Definiti_train_16k.wav|None|None|e23ea30caaab750aeee04a9b484512ae_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.73180956,5.591353,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-18-13-16-24-mic-2_Realtek_High_Definiti_train_16k.wav|None|None|4004244010a369a419e6616d81635b24_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.73808295,5.4535866,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-18-13-16-11-mic-2_Realtek_High_Definiti_train_16k.wav|None|None|c0bb74089c38a5d92981c9c4f9d20a4c_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.7152823,6.628102,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-18-13-14-43-mic-2_Realtek_High_Definiti_train_16k.wav|None|None|6b4f3e34f39506afe044bbb34198ad67_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.73688483,5.803042,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-18-13-17-36-mic-2_Realtek_High_Definiti_train_16k.wav|None|None|c4e3c5fcbc02a23664045e23b14028a9_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.66755724,5.853292,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-18-13-17-17-mic-2_Realtek_High_Definiti_train_16k.wav|None|None|db92d3d452edff60fad662e5fe3c3f7b_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.75132734,5.5539,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-18-13-18-47-mic-2_Realtek_High_Definiti_train_16k.wav|None|None|d24b69ec6b78217f58caf52d69ea8d0e_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.7401268,6.344992,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-18-13-19-10-mic-2_Realtek_High_Definiti_train_16k.wav|None|None|84401b7080d25899c7ae7e10d3b04b3e_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.9110012,5.2583475,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-18-13-19-02-mic-2_Realtek_High_Definiti_train_16k.wav|None|None|db2fcb000ca310c630e5e47cff9cb833_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.8332409,4.7938313,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-18-13-19-21-mic-2_Realtek_High_Definiti_train_16k.wav|None|None|e1dc903f524c1c75776b5f0813f92706_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.83930427,4.887317,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-18-13-19-33-mic-2_Realtek_High_Definiti_train_16k.wav|None|None|ee394c21243d89995acd8fc11a556870_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.7275355,5.762223,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-18-13-19-28-mic-2_Realtek_High_Definiti_train_16k.wav|None|None|fb38f3e7a30f2ebcecd54234e06b206f_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.6850821,5.82404,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-18-13-20-21-mic-2_Realtek_High_Definiti_train_16k.wav|None|None|16959e43d4c10d299864ae3fe7387876_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.84351635,4.408239,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-18-13-20-08-mic-2_Realtek_High_Definiti_train_16k.wav|None|None|c1fc4ea06ad35b9af05169279968efa5_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.7328875,4.835145,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-18-13-19-44-mic-2_Realtek_High_Definiti_train_16k.wav|None|None|5bebf7cca9b47b0336e7aec2c3dd87c9_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.64829457,5.3546267,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-18-13-20-00-mic-2_Realtek_High_Definiti_train_16k.wav|None|None|a3d11bdceec2e0f52d1313643fcd9331_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.6432469,7.0875,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-18-13-22-21-mic-2_Realtek_High_Definiti_train_16k.wav|None|None|798fe0173f7689b31cc6dbf83fa29afa_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.6523934,5.7466507,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-18-13-19-39-mic-2_Realtek_High_Definiti_train_16k.wav|None|None|abfede175f319fde5de12635e07a6c0e_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.6352651,6.03107,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-18-13-19-55-mic-2_Realtek_High_Definiti_train_16k.wav|None|None|30c9fda24c0abc261e32725d068fe4b9_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.72940904,7.537754,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-18-13-22-29-mic-2_Realtek_High_Definiti_train_16k.wav|None|None|2f19ab0da93cfcf640613a528caa96d7_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.68953633,4.099667,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-18-15-27-30-mic-2_Realtek_High_Definiti_train_16k.wav|None|None|d61f2e95bb84bfd7726a1aa114a57810_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.6110999,5.343221,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-18-15-27-53-mic-2_Realtek_High_Definiti_train_16k.wav|None|None|1139686ec67a426ca8f02e051394ff28_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.70882535,5.879161,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-18-15-30-13-mic-2_Realtek_High_Definiti_train_16k.wav|None|None|1db3feb76f91332566c845e5f6708f7d_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.7775715,4.037336,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-18-15-28-08-mic-2_Realtek_High_Definiti_train_16k.wav|None|None|a60f96cd7908f79e6edc7b6bec059656_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.63451946,5.601622,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-18-15-30-01-mic-2_Realtek_High_Definiti_train_16k.wav|None|None|313051bc9ddcacd233a797aa19c55ccf_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.6960935,4.655372,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-18-15-28-37-mic-2_Realtek_High_Definiti_train_16k.wav|None|None|a577fd06902542704143ee29973a1b36_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.6523566,4.856684,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-18-15-29-47-mic-2_Realtek_High_Definiti_train_16k.wav|None|None|224191b2b969efa81dd675780a3fcaae_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.6380851,6.1063547,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-18-15-30-26-mic-2_Realtek_High_Definiti_train_16k.wav|None|None|b37b2e6587b13176e6127ab8e7abd1df_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.57508695,6.333848,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-18-15-31-43-mic-2_Realtek_High_Definiti_train_16k.wav|None|None|8f87724270bf9eb0317101dc1d133020_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.66848886,4.903212,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-18-15-31-22-mic-2_Realtek_High_Definiti_train_16k.wav|None|None|7f0d8c10ae145da3c8ac77393d947f25_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.5771673,6.202374,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-18-15-30-56-mic-2_Realtek_High_Definiti_train_16k.wav|None|None|4324a2d134ec392fcc5d591f3ce8c420_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.83620924,4.079358,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-18-15-31-09-mic-2_Realtek_High_Definiti_train_16k.wav|None|None|5afdb125c5a99d157dd9e85307d6847f_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.7554193,4.0119333,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-18-15-30-45-mic-2_Realtek_High_Definiti_train_16k.wav|None|None|e39b2c39a48f948cb51cab6944b655bd_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.5283646,5.9987445,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-18-15-30-35-mic-2_Realtek_High_Definiti_train_16k.wav|None|None|fcad65de492524d84af0fb86deb99a08_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.59747976,6.1174297,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-18-15-31-35-mic-2_Realtek_High_Definiti_train_16k.wav|None|None|864fce6064f2f3231324f963088a6b1f_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.69978535,5.1256356,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-18-15-32-01-mic-2_Realtek_High_Definiti_train_16k.wav|None|None|13efddb77b0f70a06f198586bb0e6b8b_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.55442613,6.069812,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-18-15-33-16-mic-2_Realtek_High_Definiti_train_16k.wav|None|None|ad97629edb806e69f186237c0d331863_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
0.5982721,5.0294337,b'/mnt/noisesuppeastusfilestore/ldc-corpora/kanhawin_git3/DNS-Challenge/datasets/clean/german_speech/CC_4.0_International_german-speechdata_148hrs_16k/data/2014-03-18-15-32-27-mic-2_Realtek_High_Definiti_train_16k.wav|None|None|9ba7a5e6f45b8d39ec1a4872f4e8930c_6adf97f83acf6453d4a6a4b1070f3754_6adf97f83acf6453d4a6a4b1070f3754.wav'
