novelle05_01_pirandello_f000001|Novelle per un anno di luigi pirandello|Novelle per un anno di luigi pirandello
novelle05_01_pirandello_f000031|sua madre che si riprometteva grandi cose da lui ch’era il beniamino, la colonna, lo stendardo della casa.|sua madre che si riprometteva grandi cose da lui chera il beniamino, la colonna, lo stendardo della casa.
novelle05_01_pirandello_f000032|— Sisiné! Accolse quei due contadini come un cane idrofobo. — Che volete?|- Sisiné! Accolse quei due contadini come un cane idrofobo. - Che volete?
novelle05_01_pirandello_f000033|Parlò Saro Tortorici, ancora affannato, con la berretta in mano: — Signor dottore, c’è un poverello|Parlò Saro Tortorici, ancora affannato, con la berretta in mano: - Signor dottore, cè un poverello
novelle05_01_pirandello_f000034|nostro cugino, che sta morendo… — Beato lui! Sonate a festa le campane! — gridò il dottore.|nostro cugino, che sta morendo - Beato lui! Sonate a festa le campane! - gridò il dottore.
novelle05_01_pirandello_f000035|— Ah nossignore! Sta morendo, tutt’a un tratto, non si sa di che.|- Ah nossignore! Sta morendo, tutta un tratto, non si sa di che.
novelle05_01_pirandello_f000036|Nelle terre di Montelusa, in una stalla.|Nelle terre di Montelusa, in una stalla.
novelle05_01_pirandello_f000037|Il dottore si tirò un passo indietro e proruppe, inferocito: — A Montelusa?|Il dottore si tirò un passo indietro e proruppe, inferocito: - A Montelusa?
novelle05_01_pirandello_f000038|C’erano, dal paese, sette miglia buone di strada.|Cerano, dal paese, sette miglia buone di strada.
novelle05_01_pirandello_f000039|E che strada! — Presto presto, per carità! — pregò il Tortorici.|E che strada! - Presto presto, per carità! - pregò il Tortorici.
novelle05_01_pirandello_f000040|— È tutto nero, come un pezzo di fegato! gonfio, che fa paura.|- È tutto nero, come un pezzo di fegato! gonfio, che fa paura.
novelle05_01_pirandello_f000041|Per carità! — Ma come, a piedi? — urlò il dottore. — Dieci miglia a piedi?|Per carità! - Ma come, a piedi? - urlò il dottore. - Dieci miglia a piedi?
novelle05_01_pirandello_f000042|Voi siete pazzi! La mula! Voglio la mula. L’avete portata?|Voi siete pazzi! La mula! Voglio la mula. Lavete portata?
novelle05_01_pirandello_f000043|— Corro subito a prenderla, — s’affrettò a rispondere il Tortorici. — Me la faccio prestare.|- Corro subito a prenderla, - saffrettò a rispondere il Tortorici. - Me la faccio prestare.
novelle05_01_pirandello_f000044|— E io allora, — disse Neli, il minore, — nel frattempo, scappo a farmi la barba.|- E io allora, - disse Neli, il minore, - nel frattempo, scappo a farmi la barba.
novelle05_01_pirandello_f000045|Il dottore si voltò a guardarlo, come se lo volesse mangiar con gli occhi.|Il dottore si voltò a guardarlo, come se lo volesse mangiar con gli occhi.
novelle05_01_pirandello_f000046|— È domenica, signorino, — si scusò Neli, sorridendo, smarrito. — Sono fidanzato. — Ah, fidanzato sei?|- È domenica, signorino, - si scusò Neli, sorridendo, smarrito. - Sono fidanzato. - Ah, fidanzato sei?
novelle05_01_pirandello_f000047|— sghignò allora il medico, fuori di sé.|- sghignò allora il medico, fuori di sé.
novelle05_01_pirandello_f000048|— E pigliati questa, allora! Gli mise, cosí dicendo, sulle braccia la figlia malata;|- E pigliati questa, allora! Gli mise, cosí dicendo, sulle braccia la figlia malata;
novelle05_01_pirandello_f000049|poi prese a uno a uno gli altri piccini che gli s’erano affollati attorno e glieli spinse di furia fra le gambe:|poi prese a uno a uno gli altri piccini che gli serano affollati attorno e glieli spinse di furia fra le gambe:
novelle05_01_pirandello_f000050|— E quest’altro! e quest’altro! e quest’altro! e quest’altro! Bestia! bestia! bestia! Gli voltò le spalle|- E questaltro! e questaltro! e questaltro! e questaltro! Bestia! bestia! bestia! Gli voltò le spalle
novelle05_01_pirandello_f000051|fece per andarsene, ma tornò indietro, si riprese la malatuccia e gridò ai due: — Andate via! La mula! Vengo subito.|fece per andarsene, ma tornò indietro, si riprese la malatuccia e gridò ai due: - Andate via! La mula! Vengo subito.
novelle05_01_pirandello_f000052|Neli Tortorici tornò a sorridere, scendendo la scala, dietro al fratello. Aveva vent’anni, lui;|Neli Tortorici tornò a sorridere, scendendo la scala, dietro al fratello. Aveva ventanni, lui;
novelle05_01_pirandello_f000053|la fidanzata, Luzza, sedici: una rosa! Sette figliuoli? Ma pochi! Dodici, ne voleva.|la fidanzata, Luzza, sedici: una rosa! Sette figliuoli? Ma pochi! Dodici, ne voleva.
novelle05_01_pirandello_f000054|E a mantenerli, si sarebbe ajutato con quel pajo di braccia sole, ma buone, che Dio gli aveva dato. Allegramente, sempre.|E a mantenerli, si sarebbe ajutato con quel pajo di braccia sole, ma buone, che Dio gli aveva dato. Allegramente, sempre.
novelle05_01_pirandello_f000055|Lavorare e cantare, tutto a regola d’arte.|Lavorare e cantare, tutto a regola darte.
novelle05_01_pirandello_f000056|Non per nulla lo chiamavano Liolà, il poeta.|Non per nulla lo chiamavano Liolà, il poeta.
novelle05_01_pirandello_f000057|E sentendosi amato da tutti per la sua bontà servizievole e il buon umore costante, sorrideva finanche all’aria che respirava.|E sentendosi amato da tutti per la sua bontà servizievole e il buon umore costante, sorrideva finanche allaria che respirava.
novelle05_01_pirandello_f000058|Il sole non era ancora riuscito a cuocergli la pelle|Il sole non era ancora riuscito a cuocergli la pelle
novelle05_01_pirandello_f000059|a inaridirgli il bel biondo dorato dei capelli riccioluti che tante donne gli avrebbero invidiato;|a inaridirgli il bel biondo dorato dei capelli riccioluti che tante donne gli avrebbero invidiato;
novelle05_01_pirandello_f000060|tante donne che arrossivano, turbate, se egli le guardava in un certo modo, con quegli occhi chiari, vivi vivi.|tante donne che arrossivano, turbate, se egli le guardava in un certo modo, con quegli occhi chiari, vivi vivi.
novelle05_01_pirandello_f000061|più che del caso del cugino Zarú quel giorno, egli era afflitto in fondo del broncio che gli avrebbe tenuto la sua Luzza|più che del caso del cugino Zarú quel giorno, egli era afflitto in fondo del broncio che gli avrebbe tenuto la sua Luzza
novelle05_01_pirandello_f000062|che da sei giorni sospirava quella domenica per stare un po’ con lui.|che da sei giorni sospirava quella domenica per stare un po con lui.
novelle05_01_pirandello_f000063|Ma poteva, in coscienza, esimersi da quella carità di cristiano?|Ma poteva, in coscienza, esimersi da quella carità di cristiano?
novelle05_01_pirandello_f000064|Povero Giurlannu! Era fidanzato anche lui.|Povero Giurlannu! Era fidanzato anche lui.
novelle05_01_pirandello_f000065|Che guajo, cosí all’improvviso! Abbacchiava le mandorle, laggiú, nella tenuta del Lopes, a Montelusa.|Che guajo, cosí allimprovviso! Abbacchiava le mandorle, laggiú, nella tenuta del Lopes, a Montelusa.
novelle05_01_pirandello_f000066|La mattina avanti, sabato, il tempo s’era messo all’acqua;|La mattina avanti, sabato, il tempo sera messo allacqua;
novelle05_01_pirandello_f000067|ma non pareva ci fosse pericolo di pioggia imminente.|ma non pareva ci fosse pericolo di pioggia imminente.
novelle05_01_pirandello_f000068|Verso mezzogiorno, però, il Lopes dice: — In un’ora Dio lavora;|Verso mezzogiorno, però, il Lopes dice: - In unora Dio lavora;
novelle05_01_pirandello_f000069|non vorrei, figliuoli, che le mandorle mi rimanessero per terra, sotto la pioggia.|non vorrei, figliuoli, che le mandorle mi rimanessero per terra, sotto la pioggia.
novelle05_01_pirandello_f000070|— E aveva comandato alle donne che stavano a raccogliere, di andar sú, nel magazzino, a smallare.|- E aveva comandato alle donne che stavano a raccogliere, di andar sú, nel magazzino, a smallare.
novelle05_01_pirandello_f000071|— Voi, — dice, rivolto agli uomini che abbacchiavano (e c’erano anche loro|- Voi, - dice, rivolto agli uomini che abbacchiavano e cerano anche loro
novelle05_01_pirandello_f000072|Neli e Saro Tortorici) — voi, se volete, andate anche sú, con le donne a smallare.|Neli e Saro Tortorici - voi, se volete, andate anche sú, con le donne a smallare.
novelle05_01_pirandello_f000073|— Giurlannu Zarú: — Pronto, — dice, — ma la giornata mi corre col mio salario, di venticinque soldi?|- Giurlannu Zarú: - Pronto, - dice, - ma la giornata mi corre col mio salario, di venticinque soldi?
novelle05_01_pirandello_f000074|— No, mezza giornata, — dice il Lopes, — te la conto col tuo salario;|- No, mezza giornata, - dice il Lopes, - te la conto col tuo salario;
novelle05_01_pirandello_f000075|il resto, a mezza lira, come le donne.|il resto, a mezza lira, come le donne.
novelle05_01_pirandello_f000076|— Soperchieria! Perché, mancava forse per gli uomini di lavorare e di guadagnarsi la giornata intera? Non pioveva;|- Soperchieria! Perché, mancava forse per gli uomini di lavorare e di guadagnarsi la giornata intera? Non pioveva;
novelle05_01_pirandello_f000077|né piovve difatti per tutta la giornata, né la notte. — Mezza lira, come le donne? — dice Giurlannu Zarú. — Io porto calzoni.|né piovve difatti per tutta la giornata, né la notte. - Mezza lira, come le donne? - dice Giurlannu Zarú. - Io porto calzoni.
novelle05_01_pirandello_f000078|Mi paghi la mezza giornata in ragione di venticinque soldi, e vado via.|Mi paghi la mezza giornata in ragione di venticinque soldi, e vado via.
novelle05_01_pirandello_f000079|Non se n’andò: rimase ad aspettare fino a sera i cugini che s’erano contentati di smallare, a mezza lira, con le donne.|Non se nandò: rimase ad aspettare fino a sera i cugini che serano contentati di smallare, a mezza lira, con le donne.
novelle05_01_pirandello_f000080|A un certo punto, però, stanco di stare in ozio a guardare, s’era recato in una stalla lí vicino per buttarsi a dormire|A un certo punto, però, stanco di stare in ozio a guardare, sera recato in una stalla lí vicino per buttarsi a dormire
novelle05_01_pirandello_f000081|raccomandando alla ciurma di svegliarlo quando sarebbe venuta l’ora d’andar via.|raccomandando alla ciurma di svegliarlo quando sarebbe venuta lora dandar via.
novelle05_01_pirandello_f000082|S’abbacchiava da un giorno e mezzo, e le mandorle raccolte erano poche.|Sabbacchiava da un giorno e mezzo, e le mandorle raccolte erano poche.
novelle05_01_pirandello_f000083|Le donne proposero di smallarle tutte quella sera stessa, lavorando fino a tardi e rimanendo a dormire lí il resto della notte|Le donne proposero di smallarle tutte quella sera stessa, lavorando fino a tardi e rimanendo a dormire lí il resto della notte
novelle05_01_pirandello_f000084|per risalire al paese la mattina dopo, levandosi al bujo. Cosí fecero.|per risalire al paese la mattina dopo, levandosi al bujo. Cosí fecero.
novelle05_01_pirandello_f000085|Il Lopes portò fave cotte e due fiaschi di vino.|Il Lopes portò fave cotte e due fiaschi di vino.
novelle05_01_pirandello_f000086|A mezzanotte, finito di smallare, si buttarono tutti, uomini e donne, a dormire al sereno su l’aja|A mezzanotte, finito di smallare, si buttarono tutti, uomini e donne, a dormire al sereno su laja
novelle05_01_pirandello_f000087|dove la paglia rimasta era bagnata dall’umido, come se veramente fosse piovuto.|dove la paglia rimasta era bagnata dallumido, come se veramente fosse piovuto.
novelle05_01_pirandello_f000088|— Liolà, canta! E lui, Neli, s’era messo a cantare all’improvviso.|- Liolà, canta! E lui, Neli, sera messo a cantare allimprovviso.
novelle05_01_pirandello_f000089|La luna entrava e usciva di tra un fitto intrico di nuvolette bianche e nere;|La luna entrava e usciva di tra un fitto intrico di nuvolette bianche e nere;
novelle05_01_pirandello_f000090|e la luna era la faccia tonda della sua Luzza che sorrideva e s’oscurava alle vicende ora tristi e ora liete dell’amore.|e la luna era la faccia tonda della sua Luzza che sorrideva e soscurava alle vicende ora tristi e ora liete dellamore.
novelle05_01_pirandello_f000091|Giurlannu Zarú era rimasto nella stalla.|Giurlannu Zarú era rimasto nella stalla.
novelle05_01_pirandello_f000092|Prima dell’alba, Saro si era recato a svegliarlo e lo aveva trovato lí, gonfio e nero, con un febbrone da cavallo.|Prima dellalba, Saro si era recato a svegliarlo e lo aveva trovato lí, gonfio e nero, con un febbrone da cavallo.
novelle05_01_pirandello_f000093|Questo raccontò Neli Tortorici, là dal barbiere, il quale, a un certo punto distraendosi, lo incicciò col rasojo.|Questo raccontò Neli Tortorici, là dal barbiere, il quale, a un certo punto distraendosi, lo incicciò col rasojo.
novelle05_01_pirandello_f000094|Una feritina, presso il mento, che non pareva nemmeno, via! Neli non ebbe neanche il tempo di risentirsene|Una feritina, presso il mento, che non pareva nemmeno, via! Neli non ebbe neanche il tempo di risentirsene
novelle05_01_pirandello_f000095|perché alla porta del barbiere s’era affacciata Luzza con la madre e Mita Lumía|perché alla porta del barbiere sera affacciata Luzza con la madre e Mita Lumía
novelle05_01_pirandello_f000096|la povera fidanzata di Giurlannu Zarú, che gridava e piangeva, disperata.|la povera fidanzata di Giurlannu Zarú, che gridava e piangeva, disperata.
novelle05_01_pirandello_f000097|Ci volle del bello e del buono per fare intendere a quella poveretta che non poteva andare fino a Montelusa|Ci volle del bello e del buono per fare intendere a quella poveretta che non poteva andare fino a Montelusa
novelle05_01_pirandello_f000098|a vedere il fidanzato: lo avrebbe veduto prima di sera, appena lo avrebbero portato sú, alla meglio.|a vedere il fidanzato: lo avrebbe veduto prima di sera, appena lo avrebbero portato sú, alla meglio.
novelle05_01_pirandello_f000099|Sopravvenne Saro, sbraitando che il medico era già a cavallo e non voleva più aspettare.|Sopravvenne Saro, sbraitando che il medico era già a cavallo e non voleva più aspettare.
novelle05_01_pirandello_f000100|Neli si tirò Luzza in disparte e la pregò che avesse pazienza: sarebbe ritornato prima di sera e le avrebbe raccontato tante belle cose.|Neli si tirò Luzza in disparte e la pregò che avesse pazienza: sarebbe ritornato prima di sera e le avrebbe raccontato tante belle cose.
novelle05_01_pirandello_f000101|Belle cose, difatti, sono anche queste, per due fidanzati che se le dicono stringendosi le mani e guardandosi negli occhi.|Belle cose, difatti, sono anche queste, per due fidanzati che se le dicono stringendosi le mani e guardandosi negli occhi.
novelle05_01_pirandello_f000102|Stradaccia scellerata! Certi precipizi, che al dottor Lopiccolo facevano vedere la morte con gli occhi|Stradaccia scellerata! Certi precipizi, che al dottor Lopiccolo facevano vedere la morte con gli occhi
novelle05_01_pirandello_f000103|non ostante che Saro di qua, Neli di là reggessero la mula per la capezza.|non ostante che Saro di qua, Neli di là reggessero la mula per la capezza.
novelle05_01_pirandello_f000104|Dall’alto si scorgeva tutta la vasta campagna, a pianure e convalli;|Dallalto si scorgeva tutta la vasta campagna, a pianure e convalli;
novelle05_01_pirandello_f000105|coltivata a biade, a oliveti, a mandorleti;|coltivata a biade, a oliveti, a mandorleti;
novelle05_01_pirandello_f000106|gialla ora di stoppie e qua e là chiazzata di nero dai fuochi della debbiatura;|gialla ora di stoppie e qua e là chiazzata di nero dai fuochi della debbiatura;
novelle05_01_pirandello_f000107|in fondo, si scorgeva il mare, d’un aspro azzurro.|in fondo, si scorgeva il mare, dun aspro azzurro.
novelle05_01_pirandello_f000108|Gelsi, carrubi, cipressi, olivi serbavano il loro vario verde, perenne;|Gelsi, carrubi, cipressi, olivi serbavano il loro vario verde, perenne;
novelle05_01_pirandello_f000109|le corone dei mandorli s’erano già diradate.|le corone dei mandorli serano già diradate.
novelle05_01_pirandello_f000110|Tutt’intorno, nell’ampio giro dell’orizzonte, c’era come un velo di vento. Ma la calura era estenuante; il sole spaccava le pietre.|Tuttintorno, nellampio giro dellorizzonte, cera come un velo di vento. Ma la calura era estenuante; il sole spaccava le pietre.
novelle05_01_pirandello_f000111|Arrivava or sí or no, di là dalle siepi polverose di fichidindia|Arrivava or sí or no, di là dalle siepi polverose di fichidindia
novelle05_01_pirandello_f000112|qualche strillo di calandra o la risata d’una gazza, che faceva drizzar le orecchie alla mula del dottore.|qualche strillo di calandra o la risata duna gazza, che faceva drizzar le orecchie alla mula del dottore.
novelle05_01_pirandello_f000113|— Mula mala! mula mala! — si lamentava questi allora.|- Mula mala! mula mala! - si lamentava questi allora.
novelle05_01_pirandello_f000114|Per non perdere di vista quelle orecchie, non avvertiva neppure al sole che aveva davanti agli occhi|Per non perdere di vista quelle orecchie, non avvertiva neppure al sole che aveva davanti agli occhi
novelle05_01_pirandello_f000115|e lasciava l’ombrellaccio aperto foderato di verde, appoggiato su l’omero.|e lasciava lombrellaccio aperto foderato di verde, appoggiato su lomero.
novelle05_01_pirandello_f000116|— Vossignoria non abbia paura, ci siamo qua noi, — lo esortavano i fratelli Tortorici.|- Vossignoria non abbia paura, ci siamo qua noi, - lo esortavano i fratelli Tortorici.
novelle05_01_pirandello_f000117|Paura, veramente il dottore non avrebbe dovuto averne. Ma diceva per i figliuoli.|Paura, veramente il dottore non avrebbe dovuto averne. Ma diceva per i figliuoli.
novelle05_01_pirandello_f000118|Se la doveva guardare per quei sette disgraziati, la pelle.|Se la doveva guardare per quei sette disgraziati, la pelle.
novelle05_01_pirandello_f000119|Per distrarlo, i Tortorici si misero a parlargli della mal’annata: scarso il frumento, scarso l’orzo, scarse le fave;|Per distrarlo, i Tortorici si misero a parlargli della malannata: scarso il frumento, scarso lorzo, scarse le fave;
novelle05_01_pirandello_f000120|per i mandorli, si sapeva: non raffermano sempre: carichi un anno e l’altro no;|per i mandorli, si sapeva: non raffermano sempre: carichi un anno e laltro no;
novelle05_01_pirandello_f000121|e delle ulive non parlavano: la nebbia le aveva imbozzacchite sul crescere;|e delle ulive non parlavano: la nebbia le aveva imbozzacchite sul crescere;
novelle05_01_pirandello_f000122|né c’era da rifarsi con la vendemmia, ché tutti i vigneti della contrada erano presi dal male.|né cera da rifarsi con la vendemmia, ché tutti i vigneti della contrada erano presi dal male.
novelle05_01_pirandello_f000123|— Bella consolazione! — andava dicendo ogni tanto il dottore, dimenando la testa.|- Bella consolazione! - andava dicendo ogni tanto il dottore, dimenando la testa.
novelle05_01_pirandello_f000124|In capo a due ore di cammino, tutti i discorsi furono esauriti.|In capo a due ore di cammino, tutti i discorsi furono esauriti.
novelle05_01_pirandello_f000125|Lo stradone correva diritto per un lungo tratto|Lo stradone correva diritto per un lungo tratto
novelle05_01_pirandello_f000126|e su lo strato alto di polvere bianchiccia si misero a conversare adesso i quattro zoccoli della mula e gli scarponi imbullettati dei due contadini.|e su lo strato alto di polvere bianchiccia si misero a conversare adesso i quattro zoccoli della mula e gli scarponi imbullettati dei due contadini.
novelle05_01_pirandello_f000127|Liolà, a un certo punto, si diede a canticchiare, svogliato, a mezza voce; smise presto.|Liolà, a un certo punto, si diede a canticchiare, svogliato, a mezza voce; smise presto.
novelle05_01_pirandello_f000128|Non s’incontrava anima viva, poiché tutti i contadini, di domenica|Non sincontrava anima viva, poiché tutti i contadini, di domenica
novelle05_01_pirandello_f000129|erano sú al paese, chi per la messa, chi per le spese, chi per sollievo.|erano sú al paese, chi per la messa, chi per le spese, chi per sollievo.
novelle05_01_pirandello_f000130|Forse laggiú, a Montelusa, non era rimasto nessuno accanto a Giurlannu Zarú, che moriva solo, seppure era vivo ancora.|Forse laggiú, a Montelusa, non era rimasto nessuno accanto a Giurlannu Zarú, che moriva solo, seppure era vivo ancora.
novelle05_01_pirandello_f000131|Solo, difatti, lo trovarono, nella stallaccia intanfata, steso sul murello|Solo, difatti, lo trovarono, nella stallaccia intanfata, steso sul murello
novelle05_01_pirandello_f000132|come Saro e Neli Tortorici lo avevano lasciato: livido, enorme, irriconoscibile. Rantolava.|come Saro e Neli Tortorici lo avevano lasciato: livido, enorme, irriconoscibile. Rantolava.
novelle05_01_pirandello_f000133|Dalla finestra ferrata, presso la mangiatoja|Dalla finestra ferrata, presso la mangiatoja
novelle05_01_pirandello_f000134|entrava il sole a percuotergli la faccia che non pareva più umana: il naso, nel gonfiore, sparito;|entrava il sole a percuotergli la faccia che non pareva più umana: il naso, nel gonfiore, sparito;
novelle05_01_pirandello_f000135|le labbra, nere e orribilmente tumefatte.|le labbra, nere e orribilmente tumefatte.
novelle05_01_pirandello_f000136|E il rantolo usciva da quelle labbra, esasperato, come un ringhio.|E il rantolo usciva da quelle labbra, esasperato, come un ringhio.
novelle05_01_pirandello_f000137|Tra i capelli ricci da moro una festuca di paglia splendeva nel sole.|Tra i capelli ricci da moro una festuca di paglia splendeva nel sole.
novelle05_01_pirandello_f000138|I tre si fermarono un tratto a guardarlo, sgomenti e come trattenuti dall’orrore di quella vista.|I tre si fermarono un tratto a guardarlo, sgomenti e come trattenuti dallorrore di quella vista.
novelle05_01_pirandello_f000139|La mula scalpitò, sbruffando, su l’acciottolato della stalla.|La mula scalpitò, sbruffando, su lacciottolato della stalla.
novelle05_01_pirandello_f000140|Allora Saro Tortorici si accostò al moribondo e lo chiamò amorosamente: — Giurlà, Giurlà, c’è il dottore.|Allora Saro Tortorici si accostò al moribondo e lo chiamò amorosamente: - Giurlà, Giurlà, cè il dottore.
novelle05_01_pirandello_f000141|Neli andò a legar la mula alla mangiatoja, presso alla quale, sul muro, era come l’ombra di un’altra bestia|Neli andò a legar la mula alla mangiatoja, presso alla quale, sul muro, era come lombra di unaltra bestia
novelle05_01_pirandello_f000142|l’orma dell’asino che abitava in quella stalla e vi s’era stampato a forza di stropicciarsi.|lorma dellasino che abitava in quella stalla e vi sera stampato a forza di stropicciarsi.
novelle05_01_pirandello_f000143|Giurlannu Zarú, a un nuovo richiamo, smise di rantolare;|Giurlannu Zarú, a un nuovo richiamo, smise di rantolare;
novelle05_01_pirandello_f000144|si provò ad aprir gli occhi insanguati, anneriti, pieni di paura;|si provò ad aprir gli occhi insanguati, anneriti, pieni di paura;
novelle05_01_pirandello_f000145|aprí la bocca orrenda e gemette, com’arso dentro: — Muojo! — No, no, — s’affrettò a dirgli Saro, angosciato.|aprí la bocca orrenda e gemette, comarso dentro: - Muojo! - No, no, - saffrettò a dirgli Saro, angosciato.
novelle05_01_pirandello_f000146|— C’è qua il medico. L’abbiamo condotto noi; lo vedi?|- Cè qua il medico. Labbiamo condotto noi; lo vedi?
novelle05_01_pirandello_f000147|— Portatemi al paese! — pregò il Zarú, e con affanno|- Portatemi al paese! - pregò il Zarú, e con affanno
novelle05_01_pirandello_f000148|senza potere accostar le labbra: — Oh mamma mia! — Sí, ecco, c’è qua la mula! — rispose subito Saro.|senza potere accostar le labbra: - Oh mamma mia! - Sí, ecco, cè qua la mula! - rispose subito Saro.
novelle05_01_pirandello_f000149|— Ma anche in braccio, Giurlà, ti ci porto io! — disse Neli, accorrendo e chinandosi su lui.|- Ma anche in braccio, Giurlà, ti ci porto io! - disse Neli, accorrendo e chinandosi su lui.
novelle05_01_pirandello_f000150|— Non t’avvilire! Giurlannu Zarú si voltò alla voce di Neli|- Non tavvilire! Giurlannu Zarú si voltò alla voce di Neli
novelle05_01_pirandello_f000151|lo guatò con quegli occhi insanguati come se in prima non lo riconoscesse, poi mosse un braccio e lo prese per la cintola.|lo guatò con quegli occhi insanguati come se in prima non lo riconoscesse, poi mosse un braccio e lo prese per la cintola.
novelle05_01_pirandello_f000152|— Tu, bello? Tu? — Io, sí, coraggio! Piangi?|- Tu, bello? Tu? - Io, sí, coraggio! Piangi?
novelle05_01_pirandello_f000153|Non piangere, Giurlà, non piangere.|Non piangere, Giurlà, non piangere.
