novelle03_01_pirandello_f000001|Novelle per un anno di luigi pirandello|Novelle per un anno di luigi pirandello
novelle03_01_pirandello_f000052|Ma roba sprecata, non credere! Tutta roba sprecata, perché dentro vedrai che non ci sale mai nessuno.|Ma roba sprecata, non credere! Tutta roba sprecata, perché dentro vedrai che non ci sale mai nessuno.
novelle03_01_pirandello_f000053|«Solo il cocchiere, serio serio, in serpe.|Solo il cocchiere, serio serio, in serpe.
novelle03_01_pirandello_f000054|«E si va piano, sempre di passo.|E si va piano, sempre di passo.
novelle03_01_pirandello_f000055|Ah, non c’è pericolo che tu sudi e ti strofinino al ritorno|Ah, non cè pericolo che tu sudi e ti strofinino al ritorno
novelle03_01_pirandello_f000056|né che il cocchiere ti dia mai una frustata o ti solleciti in qualche altro modo! «Piano – piano – piano.|né che il cocchiere ti dia mai una frustata o ti solleciti in qualche altro modo! Piano - piano - piano.
novelle03_01_pirandello_f000057|«Dove devi arrivare, arrivi sempre a tempo.|Dove devi arrivare, arrivi sempre a tempo.
novelle03_01_pirandello_f000058|«E quel carro lí – io l’ho capito bene – dev’essere per gli uomini oggetto di particolare venerazione.|E quel carro lí - io lho capito bene - devessere per gli uomini oggetto di particolare venerazione.
novelle03_01_pirandello_f000059|«Nessuno, come t’ho detto, ardisce montarci sopra;|Nessuno, come tho detto, ardisce montarci sopra;
novelle03_01_pirandello_f000060|e tutti, appena lo vedono fermo davanti a una casa, restano a mirarlo con certi visi lunghi spauriti;|e tutti, appena lo vedono fermo davanti a una casa, restano a mirarlo con certi visi lunghi spauriti;
novelle03_01_pirandello_f000061|e certi gli vengono attorno coi ceri accesi;|e certi gli vengono attorno coi ceri accesi;
novelle03_01_pirandello_f000062|e poi appena cominciamo a muoverci, tanti dietro, zitti zitti, lo accompagnano.|e poi appena cominciamo a muoverci, tanti dietro, zitti zitti, lo accompagnano.
novelle03_01_pirandello_f000063|«Spesso, anche, davanti a noi, c’è la banda.|Spesso, anche, davanti a noi, cè la banda.
novelle03_01_pirandello_f000064|Una banda, caro mio, che ti suona una certa musica, da far cascare a terra le budella.|Una banda, caro mio, che ti suona una certa musica, da far cascare a terra le budella.
novelle03_01_pirandello_f000065|«Tu, ascolta bene, tu hai il vizio di sbruffare e di muover troppo la testa.|Tu, ascolta bene, tu hai il vizio di sbruffare e di muover troppo la testa.
novelle03_01_pirandello_f000066|Ebbene, codesti vizii te li devi levare.|Ebbene, codesti vizii te li devi levare.
novelle03_01_pirandello_f000067|Se sbruffi per nulla, figuriamoci che sarà quando ascolterai quella musica! «Il nostro è un servizio piano, non si nega;|Se sbruffi per nulla, figuriamoci che sarà quando ascolterai quella musica! Il nostro è un servizio piano, non si nega;
novelle03_01_pirandello_f000068|ma vuole compostezza e solennità.|ma vuole compostezza e solennità.
novelle03_01_pirandello_f000069|Niente sbruffi, niente beccheggio.|Niente sbruffi, niente beccheggio.
novelle03_01_pirandello_f000070|È già troppo, che ti concedano di dondolar la coda, appena appena.|È già troppo, che ti concedano di dondolar la coda, appena appena.
novelle03_01_pirandello_f000071|«Perché il carro che noi tiriamo, torno a dirtelo, è molto rispettato.|Perché il carro che noi tiriamo, torno a dirtelo, è molto rispettato.
novelle03_01_pirandello_f000072|Vedrai che tutti, come ci vedono passare, si levano il cappello.|Vedrai che tutti, come ci vedono passare, si levano il cappello.
novelle03_01_pirandello_f000073|«Sai come ho capito, che si debba trattare di spedizione? L’ho capito da questo.|Sai come ho capito, che si debba trattare di spedizione? Lho capito da questo.
novelle03_01_pirandello_f000074|«Circa due anni fa, me ne stavo fermo, con uno de’ nostri carri a padiglione, davanti alla gran cancellata che è la nostra mèta costante.|Circa due anni fa, me ne stavo fermo, con uno de nostri carri a padiglione, davanti alla gran cancellata che è la nostra mèta costante.
novelle03_01_pirandello_f000075|«La vedrai, questa gran cancellata! Ci sono dietro tanti alberi neri, a punta, che se ne vanno dritti dritti in due file interminabili|La vedrai, questa gran cancellata! Ci sono dietro tanti alberi neri, a punta, che se ne vanno dritti dritti in due file interminabili
novelle03_01_pirandello_f000076|lasciando di qua e di là certi bei prati verdi, con tanta buon’erba grassa|lasciando di qua e di là certi bei prati verdi, con tanta buonerba grassa
novelle03_01_pirandello_f000077|sprecata anche quella, perché guaj se, passando, ci allunghi le labbra. «Basta.|sprecata anche quella, perché guaj se, passando, ci allunghi le labbra. Basta.
novelle03_01_pirandello_f000078|Me ne stavo lí fermo, allorché mi s’accostò un povero mio antico compagno di servizio al reggimento|Me ne stavo lí fermo, allorché mi saccostò un povero mio antico compagno di servizio al reggimento
novelle03_01_pirandello_f000079|ridotto assai male: a tirare, figúrati, un traino ferrato, di quei lunghi, bassi e senza molle. «Dice: «— Mi vedi?|ridotto assai male: a tirare, figúrati, un traino ferrato, di quei lunghi, bassi e senza molle. Dice: - Mi vedi?
novelle03_01_pirandello_f000080|Ah, Fofo, non ne posso proprio più! «— Che servizio? — gli domando io.|Ah, Fofo, non ne posso proprio più! - Che servizio? - gli domando io.
novelle03_01_pirandello_f000081|«E lui: «— Trasporto casse, tutto il giorno, da un ufficio di spedizione alla dogana. «— Casse? — dico io. — Che casse? «— Pesanti! — fa lui.|E lui: - Trasporto casse, tutto il giorno, da un ufficio di spedizione alla dogana. - Casse? - dico io. - Che casse? - Pesanti! - fa lui.
novelle03_01_pirandello_f000082|— Casse piene di roba da spedire. «Fu per me una rivelazione.|- Casse piene di roba da spedire. Fu per me una rivelazione.
novelle03_01_pirandello_f000083|«Perché devi sapere, che una certa cassa lunga lunga, la trasportiamo anche noi.|Perché devi sapere, che una certa cassa lunga lunga, la trasportiamo anche noi.
novelle03_01_pirandello_f000084|La introducono pian piano (tutto, sempre, pian piano) entro il nostro carro, dalla parte di dietro;|La introducono pian piano tutto, sempre, pian piano entro il nostro carro, dalla parte di dietro;
novelle03_01_pirandello_f000085|e mentre si fa quest’operazione, la gente attorno si scopre il capo e sta a mirare sbigottita.|e mentre si fa questoperazione, la gente attorno si scopre il capo e sta a mirare sbigottita.
novelle03_01_pirandello_f000086|Chi sa perché! Ma certo, se traffichiamo di casse anche noi, deve trattarsi di spedizione, non ti pare?|Chi sa perché! Ma certo, se traffichiamo di casse anche noi, deve trattarsi di spedizione, non ti pare?
novelle03_01_pirandello_f000087|«Che diavolo contiene quella cassa?|Che diavolo contiene quella cassa?
novelle03_01_pirandello_f000088|Pesa oh, non credere! Fortuna, che ne trasportiamo sempre una alla volta. «Roba da spedire, certo. Ma che roba, non lo so.|Pesa oh, non credere! Fortuna, che ne trasportiamo sempre una alla volta. Roba da spedire, certo. Ma che roba, non lo so.
novelle03_01_pirandello_f000089|Pare di gran conto, perché la spedizione avviene con molta pompa e molto accompagnamento.|Pare di gran conto, perché la spedizione avviene con molta pompa e molto accompagnamento.
novelle03_01_pirandello_f000090|«A un certo punto, di solito (non sempre), ci fermiamo davanti a un fabbricato maestoso|A un certo punto, di solito non sempre, ci fermiamo davanti a un fabbricato maestoso
novelle03_01_pirandello_f000091|che forse sarà l’ufficio di dogana per le spedizioni nostre.|che forse sarà lufficio di dogana per le spedizioni nostre.
novelle03_01_pirandello_f000092|Dal portone si fanno avanti certi uomini parati con una sottana nera e la camicia di fuori (che saranno, suppongo, i doganieri);|Dal portone si fanno avanti certi uomini parati con una sottana nera e la camicia di fuori che saranno, suppongo, i doganieri;
novelle03_01_pirandello_f000093|la cassa è tratta dal carro; tutti di nuovo si scoprono il capo;|la cassa è tratta dal carro; tutti di nuovo si scoprono il capo;
novelle03_01_pirandello_f000094|e quelli segnano sulla cassa il lasciapassare.|e quelli segnano sulla cassa il lasciapassare.
novelle03_01_pirandello_f000095|«Dove vada tutta questa roba preziosa, che noi spediamo – questo, vedi – non sono riuscito ancora a capirlo.|Dove vada tutta questa roba preziosa, che noi spediamo - questo, vedi - non sono riuscito ancora a capirlo.
novelle03_01_pirandello_f000096|Ma ho un certo dubbio, che non lo capiscano bene neanche gli uomini; e mi consolo.|Ma ho un certo dubbio, che non lo capiscano bene neanche gli uomini; e mi consolo.
novelle03_01_pirandello_f000097|«Veramente, la magnificenza delle casse e la solennità della pompa potrebbero far supporre|Veramente, la magnificenza delle casse e la solennità della pompa potrebbero far supporre
novelle03_01_pirandello_f000098|che qualche cosa gli uomini debbano sapere su queste loro spedizioni.|che qualche cosa gli uomini debbano sapere su queste loro spedizioni.
novelle03_01_pirandello_f000099|Ma li vedo troppo incerti e sbigottiti.|Ma li vedo troppo incerti e sbigottiti.
novelle03_01_pirandello_f000100|E dalla lunga consuetudine, che ormai ho con essi, ho ricavato questa esperienza: che tante cose fanno gli uomini, caro mio|E dalla lunga consuetudine, che ormai ho con essi, ho ricavato questa esperienza: che tante cose fanno gli uomini, caro mio
novelle03_01_pirandello_f000101|senza punto sapere perché le facciano!» Come Fofo, quella mattina|senza punto sapere perché le facciano! Come Fofo, quella mattina
novelle03_01_pirandello_f000102|alle bestemmie del capostalla s’era figurato: gualdrappe, fiocchi e pennacchi.|alle bestemmie del capostalla sera figurato: gualdrappe, fiocchi e pennacchi.
novelle03_01_pirandello_f000103|Tir’a quattro. Era proprio di prima classe. — Hai visto? Te lo dicevo io?|Tira quattro. Era proprio di prima classe. - Hai visto? Te lo dicevo io?
novelle03_01_pirandello_f000104|Nero si trovò attaccato con Fofo al timone.|Nero si trovò attaccato con Fofo al timone.
novelle03_01_pirandello_f000105|E Fofo, naturalmente, seguitò a seccarlo con le sue eterne spiegazioni.|E Fofo, naturalmente, seguitò a seccarlo con le sue eterne spiegazioni.
novelle03_01_pirandello_f000106|Ma era seccato anche lui, quella mattina, della soperchieria del capostalla|Ma era seccato anche lui, quella mattina, della soperchieria del capostalla
novelle03_01_pirandello_f000107|che nei tiri a quattro lo attaccava sempre al timone e mai alla bilancia.|che nei tiri a quattro lo attaccava sempre al timone e mai alla bilancia.
novelle03_01_pirandello_f000108|— Che cane! Perché, tu intendi bene, questi due, qua davanti a noi, sono per comparsa. Che tirano?|- Che cane! Perché, tu intendi bene, questi due, qua davanti a noi, sono per comparsa. Che tirano?
novelle03_01_pirandello_f000109|Non tirano un corno! Tiriamo noi.|Non tirano un corno! Tiriamo noi.
novelle03_01_pirandello_f000110|Si va tanto piano! Ora si fanno una bella passeggiatina per sgranchirsi le gambe, parati di gala.|Si va tanto piano! Ora si fanno una bella passeggiatina per sgranchirsi le gambe, parati di gala.
novelle03_01_pirandello_f000111|E guarda un po’ che razza di bestie mi tocca di vedermi preferire! Le riconosci?|E guarda un po che razza di bestie mi tocca di vedermi preferire! Le riconosci?
novelle03_01_pirandello_f000112|Erano quei due mori che Fofo aveva qualificato cavallo da medico e truttrú calabrese.|Erano quei due mori che Fofo aveva qualificato cavallo da medico e truttrú calabrese.
novelle03_01_pirandello_f000113|— Codesto calabresaccio! Ce l’hai davanti tu, per fortuna! Sentirai, caro;|- Codesto calabresaccio! Ce lhai davanti tu, per fortuna! Sentirai, caro;
novelle03_01_pirandello_f000114|t’accorgerai che di porco non ha soltanto le orecchie, e ringrazierai il capostalla, che lo protegge e gli dà doppia profenda.|taccorgerai che di porco non ha soltanto le orecchie, e ringrazierai il capostalla, che lo protegge e gli dà doppia profenda.
novelle03_01_pirandello_f000115|Ci vuol fortuna a questo mondo, non sbruffare. Cominci fin d’adesso?|Ci vuol fortuna a questo mondo, non sbruffare. Cominci fin dadesso?
novelle03_01_pirandello_f000116|Quieto con la testa! Ih, se fai cosí, oggi caro mio, a furia di strappate di briglia,|Quieto con la testa! Ih, se fai cosí, oggi caro mio, a furia di strappate di briglia,
novelle03_01_pirandello_f000117|tu farai sangue dalla bocca, te lo dico io. Ci sono i discorsi, oggi.|tu farai sangue dalla bocca, te lo dico io. Ci sono i discorsi, oggi.
novelle03_01_pirandello_f000118|Vedrai che allegria! Un discorso, due discorsi|Vedrai che allegria! Un discorso, due discorsi
novelle03_01_pirandello_f000119|tre discorsi… M’è capitato il caso d’una prima classe anche con cinque discorsi! Roba da impazzire.|tre discorsi Mè capitato il caso duna prima classe anche con cinque discorsi! Roba da impazzire.
novelle03_01_pirandello_f000120|Tre ore di fermo, con tutte queste galanterie addosso che ti levano il respiro: le gambe impastojate|Tre ore di fermo, con tutte queste galanterie addosso che ti levano il respiro: le gambe impastojate
novelle03_01_pirandello_f000121|la coda imprigionata, le orecchie tra due fori.|la coda imprigionata, le orecchie tra due fori.
novelle03_01_pirandello_f000122|Allegro, con le mosche che ti mangiano sotto la coda! Che sono i discorsi?|Allegro, con le mosche che ti mangiano sotto la coda! Che sono i discorsi?
novelle03_01_pirandello_f000123|Mah! Ci capisco poco, dico la verità.|Mah! Ci capisco poco, dico la verità.
novelle03_01_pirandello_f000124|Queste di prima classe, debbono essere spedizioni molto complicate.|Queste di prima classe, debbono essere spedizioni molto complicate.
novelle03_01_pirandello_f000125|E forse, con quei discorsi, fanno la spiega. Una non basta, e ne fanno due;|E forse, con quei discorsi, fanno la spiega. Una non basta, e ne fanno due;
novelle03_01_pirandello_f000126|non bastano due, e ne fanno tre.|non bastano due, e ne fanno tre.
novelle03_01_pirandello_f000127|Arrivano a farne fino a cinque, come t’ho detto: mi ci son trovato io, che mi veniva di sparar calci|Arrivano a farne fino a cinque, come tho detto: mi ci son trovato io, che mi veniva di sparar calci
novelle03_01_pirandello_f000128|caro mio, a dritta e a manca, e poi di mettermi a rotolar per terra come un matto. Forse oggi sarà lo stesso.|caro mio, a dritta e a manca, e poi di mettermi a rotolar per terra come un matto. Forse oggi sarà lo stesso.
novelle03_01_pirandello_f000129|Gran gala! Hai visto il cocchiere, come s’è parato anche lui?|Gran gala! Hai visto il cocchiere, come sè parato anche lui?
novelle03_01_pirandello_f000130|E ci sono anche i famigli, i torcieri. Di’, tu sei sitoso? — Non capisco. — Via, pigli ombra facilmente?|E ci sono anche i famigli, i torcieri. Di, tu sei sitoso? - Non capisco. - Via, pigli ombra facilmente?
novelle03_01_pirandello_f000131|Perché vedrai che tra poco, i ceri accesi te li metteranno proprio sotto il naso… Piano, uh… piano! che ti piglia? Vedi?|Perché vedrai che tra poco, i ceri accesi te li metteranno proprio sotto il naso Piano, uh piano! che ti piglia? Vedi?
novelle03_01_pirandello_f000132|Una prima strappata… T’ha fatto male?|Una prima strappata Tha fatto male?
novelle03_01_pirandello_f000133|Eh, ne avrai di molte tu oggi, te lo dico io. Ma che fai? sei matto?|Eh, ne avrai di molte tu oggi, te lo dico io. Ma che fai? sei matto?
novelle03_01_pirandello_f000134|Non allungare il collo cosí! (Bravo, cocco, nuoti? giochi alla morra? Sta’ fermo… Ah sí?|Non allungare il collo cosí! Bravo, cocco, nuoti? giochi alla morra? Sta fermo Ah sí?
novelle03_01_pirandello_f000135|Pigliati quest’altre… Ohé, dico, bada, fai strappar la bocca anche a me! Ma questo è matto! Dio|Pigliati questaltre Ohé, dico, bada, fai strappar la bocca anche a me! Ma questo è matto! Dio
novelle03_01_pirandello_f000136|Dio, quest’è matto davvero! Ansa, rigna, annitrisce, fa ciambella, che cos’è?|Dio, questè matto davvero! Ansa, rigna, annitrisce, fa ciambella, che cosè?
novelle03_01_pirandello_f000137|Guarda che rallegrata! È matto! è matto! fa la rallegrata|Guarda che rallegrata! È matto! è matto! fa la rallegrata
novelle03_01_pirandello_f000138|tirando un carro di prima classe!» Nero difatti pareva impazzito davvero: ansava, nitriva, scalpitava, fremeva tutto.|tirando un carro di prima classe! Nero difatti pareva impazzito davvero: ansava, nitriva, scalpitava, fremeva tutto.
novelle03_01_pirandello_f000139|In fretta in furia, giú dal carro dovettero precipitarsi i famigli a trattenerlo davanti al portone del palazzo|In fretta in furia, giú dal carro dovettero precipitarsi i famigli a trattenerlo davanti al portone del palazzo
novelle03_01_pirandello_f000140|ove dovevano fermarsi, tra una gran calca di signori incamatiti, in abito lungo e cappello a stajo. — Che avviene? — si gridava da ogni parte.|ove dovevano fermarsi, tra una gran calca di signori incamatiti, in abito lungo e cappello a stajo. - Che avviene? - si gridava da ogni parte.
novelle03_01_pirandello_f000141|— Uh, guarda, s’impenna un cavallo del carro mortuario! E tutta la gente|- Uh, guarda, simpenna un cavallo del carro mortuario! E tutta la gente
novelle03_01_pirandello_f000142|in gran confusione, si fece intorno al carro, curiosa, meravigliata, scandalizzata.|in gran confusione, si fece intorno al carro, curiosa, meravigliata, scandalizzata.
novelle03_01_pirandello_f000143|I famigli non riuscivano ancora a tener fermo Nero.|I famigli non riuscivano ancora a tener fermo Nero.
novelle03_01_pirandello_f000144|Il cocchiere s’era levato in piedi e tirava furiosamente le briglie. Invano.|Il cocchiere sera levato in piedi e tirava furiosamente le briglie. Invano.
novelle03_01_pirandello_f000145|Nero seguitava a zampare, a nitrire, friggeva, con la testa volta verso il portone del palazzo.|Nero seguitava a zampare, a nitrire, friggeva, con la testa volta verso il portone del palazzo.
novelle03_01_pirandello_f000146|Si quietò, solo quando sopravvenne da quel portone un vecchio servitore in livrea, il quale, scostati i famigli|Si quietò, solo quando sopravvenne da quel portone un vecchio servitore in livrea, il quale, scostati i famigli
novelle03_01_pirandello_f000147|lo prese per la briglia, e subito, riconosciutolo, si diede a esclamare con le lagrime agli occhi: — Ma è Nero! è Nero! Ah|lo prese per la briglia, e subito, riconosciutolo, si diede a esclamare con le lagrime agli occhi: - Ma è Nero! è Nero! Ah
novelle03_01_pirandello_f000148|povero Nero, sicuro che fa cosí! Il cavallo della signora! il cavallo della povera principessa! Ha riconosciuto il palazzo|povero Nero, sicuro che fa cosí! Il cavallo della signora! il cavallo della povera principessa! Ha riconosciuto il palazzo
novelle03_01_pirandello_f000149|sente l’odore della sua scuderia! Povero Nero, povero Nero… buono, buono… sí, vedi?|sente lodore della sua scuderia! Povero Nero, povero Nero buono, buono sí, vedi?
novelle03_01_pirandello_f000150|sono io, il tuo vecchio Giuseppe.|sono io, il tuo vecchio Giuseppe.
novelle03_01_pirandello_f000151|Sta’ buono, sí… Povero Nero, tocca a te di portartela, vedi? la tua padrona.|Sta buono, sí Povero Nero, tocca a te di portartela, vedi? la tua padrona.
novelle03_01_pirandello_f000152|Tocca a te, poverino, che ti ricordi ancora.|Tocca a te, poverino, che ti ricordi ancora.
novelle03_01_pirandello_f000153|Sarà contenta lei d’essere trasportata da te per l’ultima volta.|Sarà contenta lei dessere trasportata da te per lultima volta.
novelle03_01_pirandello_f000154|Si voltò poi al cocchiere, che, imbestialito per la cattiva figura che la Casa di pompe faceva davanti a tutti quei signori|Si voltò poi al cocchiere, che, imbestialito per la cattiva figura che la Casa di pompe faceva davanti a tutti quei signori
novelle03_01_pirandello_f000155|seguitava a tirar furiosamente le briglie, minacciando frustate, e gli gridò:|seguitava a tirar furiosamente le briglie, minacciando frustate, e gli gridò:
novelle03_01_pirandello_f000156|— Basta! Smettila! Lo reggo qua io. È manso come una pecora. Mettiti a sedere.|- Basta! Smettila! Lo reggo qua io. È manso come una pecora. Mettiti a sedere.
