erzaehlungen_01_poe_f000001|Der Duc de l'Omelette.|Der Duc de l'Omelette.
erzaehlungen_01_poe_f000014|Unfähig, Ihre Gefühle zu unterdrücken, nehmen Seine Gnaden eine Olive.|Unfähig, Ihre Gefühle zu unterdrücken, nehmen Seine Gnaden eine Olive.
erzaehlungen_01_poe_f000015|In diesem Augenblick öffnet sich die Tür leise zum Klange sanfter Musik|In diesem Augenblick öffnet sich die Tür leise zum Klange sanfter Musik
erzaehlungen_01_poe_f000016|und sieh! der lieblichste Vogel steht vor dem geliebtesten der Männer.|und sieh! der lieblichste Vogel steht vor dem geliebtesten der Männer.
erzaehlungen_01_poe_f000017|Doch eine unsägliche Furcht legt sich plötzlich auf die Züge des Duc.|Doch eine unsägliche Furcht legt sich plötzlich auf die Züge des Duc.
erzaehlungen_01_poe_f000018|– »Horreur! – chien! – Baptiste! – l'oiseau! ah, bon Dieu! cet oiseau modeste que tu as deshabille de ses plumes|- Horreur! - chien! - Baptiste! - l'oiseau! ah, bon Dieu! cet oiseau modeste que tu as deshabille de ses plumes
erzaehlungen_01_poe_f000019|et que tu as servi sans papier!« Unnötig, mehr zu sagen: der Duc starb an Ekel.|et que tu as servi sans papier! Unnötig, mehr zu sagen: der Duc starb an Ekel.
erzaehlungen_01_poe_f000020|»Ha! ha! ha!« sagten Seine Gnaden am dritten Tage nach Ihrem Ableben.|Ha! ha! ha! sagten Seine Gnaden am dritten Tage nach Ihrem Ableben.
erzaehlungen_01_poe_f000021|»He! he! he!« echote der Teufel leise und richtete sich empor.|He! he! he! echote der Teufel leise und richtete sich empor.
erzaehlungen_01_poe_f000022|»Aber das ist doch sicherlich nicht ernst gemeint«, gab De l'Omelette zurück.|Aber das ist doch sicherlich nicht ernst gemeint, gab De l'Omelette zurück.
erzaehlungen_01_poe_f000023|»Ich habe gesündigt – c'est vrai – aber, mein Lieber, bedenke! – Du hast doch nicht wirklich die Absicht|Ich habe gesündigt - c'est vrai - aber, mein Lieber, bedenke! - Du hast doch nicht wirklich die Absicht
erzaehlungen_01_poe_f000024|solch – solch – wie soll ich sagen – solch barbarische Drohungen auszuführen. »Was nicht? « sagte Seine Majestät.|solch - solch - wie soll ich sagen - solch barbarische Drohungen auszuführen. Was nicht?  sagte Seine Majestät.
erzaehlungen_01_poe_f000025|»Fix, Herr, ziehen Sie sich aus. »Was, ausziehen?|Fix, Herr, ziehen Sie sich aus. Was, ausziehen?
erzaehlungen_01_poe_f000026|Meiner Treu, eine niedliche Zumutung.|Meiner Treu, eine niedliche Zumutung.
erzaehlungen_01_poe_f000027|Nein, Teuerster, ich werde mich nicht entkleiden.|Nein, Teuerster, ich werde mich nicht entkleiden.
erzaehlungen_01_poe_f000028|Wer sind Sie denn, daß ich, der Duc de l'Omelette, Prince de Foie-gras, eben mündig geworden, Autor der Mazurkiade|Wer sind Sie denn, daß ich, der Duc de l'Omelette, Prince de Foie-gras, eben mündig geworden, Autor der Mazurkiade
erzaehlungen_01_poe_f000029|Mitglied der Akademie, mich auf ihren Befehl der entzückendsten Beinkleider, die jemals Bourdon verfertigte|Mitglied der Akademie, mich auf ihren Befehl der entzückendsten Beinkleider, die jemals Bourdon verfertigte
erzaehlungen_01_poe_f000030|des köstlichsten Hausgewandes, das jemals Rombert hervorzauberte, entledigen sollte, ganz zu schweigen von der Notwendigkeit|des köstlichsten Hausgewandes, das jemals Rombert hervorzauberte, entledigen sollte, ganz zu schweigen von der Notwendigkeit
erzaehlungen_01_poe_f000031|meine Haare aus den Papierwickeln nehmen, und von der Unbequemlichkeit, meine Handschuhe ausziehen zu müssen? »Wer ich bin?|meine Haare aus den Papierwickeln nehmen, und von der Unbequemlichkeit, meine Handschuhe ausziehen zu müssen? Wer ich bin?
erzaehlungen_01_poe_f000032|– ach so! Ich bin Beelzebub, Prinz der Unterwelt.|- ach so! Ich bin Beelzebub, Prinz der Unterwelt.
erzaehlungen_01_poe_f000033|Eben holte ich dich aus einem mit Elfenbein eingelegten Rosenholzsarge.|Eben holte ich dich aus einem mit Elfenbein eingelegten Rosenholzsarge.
erzaehlungen_01_poe_f000034|Du warst sonderbar parfümiert und wie eine Warensendung adressiert.|Du warst sonderbar parfümiert und wie eine Warensendung adressiert.
erzaehlungen_01_poe_f000035|Belial, mein Kirchhofsverwalter, hat dich hierher geschickt.|Belial, mein Kirchhofsverwalter, hat dich hierher geschickt.
erzaehlungen_01_poe_f000036|Die Beinkleider, deren du dich rühmst und die von Bourdon gemacht sein sollen, sind ein Paar vorzügliche Leinenunterhosen|Die Beinkleider, deren du dich rühmst und die von Bourdon gemacht sein sollen, sind ein Paar vorzügliche Leinenunterhosen
erzaehlungen_01_poe_f000037|und dein Morgengewand ist ein Leichentuch von nicht allzu knappen Dimensionen.|und dein Morgengewand ist ein Leichentuch von nicht allzu knappen Dimensionen.
erzaehlungen_01_poe_f000038|»Herr!« rief der Duc, »ich lasse mich nicht ungestraft beleidigen.|Herr! rief der Duc, ich lasse mich nicht ungestraft beleidigen.
erzaehlungen_01_poe_f000039|Herr! ich werde die erste beste Gelegenheit ergreifen, um mich für diese Kränkung meiner Ehre zu rächen.|Herr! ich werde die erste beste Gelegenheit ergreifen, um mich für diese Kränkung meiner Ehre zu rächen.
erzaehlungen_01_poe_f000040|Herr! Sie werden von mir hören.|Herr! Sie werden von mir hören.
erzaehlungen_01_poe_f000041|Für jetzt – au revoir!« und der Duc war im Begriff, mit einer Verbeugung den Satan zu verlassen|Für jetzt - au revoir! und der Duc war im Begriff, mit einer Verbeugung den Satan zu verlassen
erzaehlungen_01_poe_f000042|als er von einem diensttuenden Kammerherrn zurückgebracht wurde.|als er von einem diensttuenden Kammerherrn zurückgebracht wurde.
erzaehlungen_01_poe_f000043|Hierauf rieben sich Seine Gnaden die Augen, gähnten, zuckten die Achseln und überlegten.|Hierauf rieben sich Seine Gnaden die Augen, gähnten, zuckten die Achseln und überlegten.
erzaehlungen_01_poe_f000044|Als der Duc seine Haltung wieder gewonnen hatte, prüfte er seine Umgebung. Sie war wundervoll.|Als der Duc seine Haltung wieder gewonnen hatte, prüfte er seine Umgebung. Sie war wundervoll.
erzaehlungen_01_poe_f000045|Sogar De l'Omelette erklärte sie für bien comme il faut.|Sogar De l'Omelette erklärte sie für bien comme il faut.
erzaehlungen_01_poe_f000046|Dies lag jedoch nicht an der Länge und Breite des Raumes, sondern an der Höhe.|Dies lag jedoch nicht an der Länge und Breite des Raumes, sondern an der Höhe.
erzaehlungen_01_poe_f000047|Ah, die war ganz überwältigend.|Ah, die war ganz überwältigend.
erzaehlungen_01_poe_f000048|Keine Spur von Decke, – nur eine dichte durcheinanderwogende Masse von feuerfarbigen Wolken.|Keine Spur von Decke, - nur eine dichte durcheinanderwogende Masse von feuerfarbigen Wolken.
erzaehlungen_01_poe_f000049|Im Gehirn Seiner Gnaden wirbelte es, wenn Sie hinaufsahen.|Im Gehirn Seiner Gnaden wirbelte es, wenn Sie hinaufsahen.
erzaehlungen_01_poe_f000050|Von oben herab hing eine Kette aus unbekanntem blutrotem Metall, deren oberes Ende sich parmi les nues verlor wie die Stadt Boston.|Von oben herab hing eine Kette aus unbekanntem blutrotem Metall, deren oberes Ende sich parmi les nues verlor wie die Stadt Boston.
erzaehlungen_01_poe_f000051|Am unteren Ende schwang ein großes Gefäß hin und her.|Am unteren Ende schwang ein großes Gefäß hin und her.
erzaehlungen_01_poe_f000052|Der Duc erkannte es als einen Rubin;|Der Duc erkannte es als einen Rubin;
erzaehlungen_01_poe_f000053|aus ihm strömte aber ein so intensives, so beständiges, so furchtbares Licht|aus ihm strömte aber ein so intensives, so beständiges, so furchtbares Licht
erzaehlungen_01_poe_f000054|wie nie ein solches ein Perser angebetet oder ein Geber sich vorgestellt hat|wie nie ein solches ein Perser angebetet oder ein Geber sich vorgestellt hat
erzaehlungen_01_poe_f000055|wie nie ein solches einem Muselmann im Traum erschienen ist, wenn er opiumbetäubt auf das Mohnlager taumelte|wie nie ein solches einem Muselmann im Traum erschienen ist, wenn er opiumbetäubt auf das Mohnlager taumelte
erzaehlungen_01_poe_f000056|den Rücken den gefährlichen Blüten, das Antlitz der Sonne zugewendet.|den Rücken den gefährlichen Blüten, das Antlitz der Sonne zugewendet.
erzaehlungen_01_poe_f000057|Der Duc murmelte eine leise Verwünschung.|Der Duc murmelte eine leise Verwünschung.
erzaehlungen_01_poe_f000058|Die Ecken des Raumes waren nischenartig abgerundet.|Die Ecken des Raumes waren nischenartig abgerundet.
erzaehlungen_01_poe_f000059|In drei dieser Nischen standen Statuen von gigantischen Ausmessungen.|In drei dieser Nischen standen Statuen von gigantischen Ausmessungen.
erzaehlungen_01_poe_f000060|Griechische Schönheit und ägyptische Ungeheuerlichkeit bildeten ein französisches tout ensemble.|Griechische Schönheit und ägyptische Ungeheuerlichkeit bildeten ein französisches tout ensemble.
erzaehlungen_01_poe_f000061|Die Statue der vierten Ecke war verschleiert; sie war nicht so riesenhaft.|Die Statue der vierten Ecke war verschleiert; sie war nicht so riesenhaft.
erzaehlungen_01_poe_f000062|Aber ein schmaler Fußknöchel, ein sandalen beschuhter Fuß waren sichtbar.|Aber ein schmaler Fußknöchel, ein sandalen beschuhter Fuß waren sichtbar.
erzaehlungen_01_poe_f000063|De l'Omelette preßte die Hand aufs Herz, schloß die Augen, schlug sie wieder auf und ertappte Seine satanische Majestät auf|De l'Omelette preßte die Hand aufs Herz, schloß die Augen, schlug sie wieder auf und ertappte Seine satanische Majestät auf
erzaehlungen_01_poe_f000064|– Erröten. Aber die Gemälde.|- Erröten. Aber die Gemälde.
erzaehlungen_01_poe_f000065|– Kypris! Astarte! Astoreth! – tausende und immer dieselben! Und Raffael hatte sie gesehen! Ja,|- Kypris! Astarte! Astoreth! - tausende und immer dieselben! Und Raffael hatte sie gesehen! Ja,
erzaehlungen_01_poe_f000066|Raffael war hier gewesen; denn malte er nicht die?|Raffael war hier gewesen; denn malte er nicht die?
erzaehlungen_01_poe_f000067|und gehörte er nicht infolgedessen den Verdammten an?|und gehörte er nicht infolgedessen den Verdammten an?
erzaehlungen_01_poe_f000068|Die Gemälde! die Gemälde! – Wollust! O Liebe.|Die Gemälde! die Gemälde! - Wollust! O Liebe.
erzaehlungen_01_poe_f000069|Wer kann beim Anblick dieser verbotenen Schönheiten noch Augen haben für die zarten Entwürfe der Goldrahmen|Wer kann beim Anblick dieser verbotenen Schönheiten noch Augen haben für die zarten Entwürfe der Goldrahmen
erzaehlungen_01_poe_f000070|die wie Sterne von den Mauern aus Hyazinth und Porphyr leuchten?|die wie Sterne von den Mauern aus Hyazinth und Porphyr leuchten?
erzaehlungen_01_poe_f000071|Aber dem Duc sinkt doch das Herz.|Aber dem Duc sinkt doch das Herz.
erzaehlungen_01_poe_f000072|Nicht, wie man vermuten möchte, schwindlig gemacht durch die Pracht|Nicht, wie man vermuten möchte, schwindlig gemacht durch die Pracht
erzaehlungen_01_poe_f000073|noch auch trunken durch den sinnverwirrenden Hauch all der unzähligen Weihrauchgefäße.|noch auch trunken durch den sinnverwirrenden Hauch all der unzähligen Weihrauchgefäße.
erzaehlungen_01_poe_f000074|Il est vrai qu'à toutes ces choses il a pense beaucoup – mais! Der Duc de l'Omelette ist ganz von Schrecken ergriffen;|Il est vrai qu'a toutes ces choses il a pense beaucoup - mais! Der Duc de l'Omelette ist ganz von Schrecken ergriffen;
erzaehlungen_01_poe_f000075|denn der Durchblick durch das düstere, unverhängte, einzige Fenster zeigt ihm das Funkeln eines gräßlichen Feuers.|denn der Durchblick durch das düstere, unverhängte, einzige Fenster zeigt ihm das Funkeln eines gräßlichen Feuers.
erzaehlungen_01_poe_f000076|Le pauvre Duc! Er konnte den Gedanken nicht abschütteln, daß die herrlichen|Le pauvre Duc! Er konnte den Gedanken nicht abschütteln, daß die herrlichen
erzaehlungen_01_poe_f000077|lockenden, nie verklingenden Melodien, die die Halle durchströmten|lockenden, nie verklingenden Melodien, die die Halle durchströmten
erzaehlungen_01_poe_f000078|die Klagen und das Geheul der Verzweifelten und Verdammten seien|die Klagen und das Geheul der Verzweifelten und Verdammten seien
erzaehlungen_01_poe_f000079|aber geläutert und verändert durch die Zauberkraft der verwunschenen Fensterscheiben.|aber geläutert und verändert durch die Zauberkraft der verwunschenen Fensterscheiben.
erzaehlungen_01_poe_f000080|Und dort! – auf der Ottomane! – wer mochte der wohl sein – der petit-mâitre – nein, der Göttliche|Und dort! - auf der Ottomane! - wer mochte der wohl sein - der petit-maitre - nein, der Göttliche
erzaehlungen_01_poe_f000081|der da sitzt wie aus Marmor gemeißelt, mit bleichem Antlitz, et qui sourit si amèrement?|der da sitzt wie aus Marmor gemeißelt, mit bleichem Antlitz, et qui sourit si amerement?
erzaehlungen_01_poe_f000082|Mais il faut agir – das heißt, ein Franzose gibt eine Sache nie ganz verloren.|Mais il faut agir - das heißt, ein Franzose gibt eine Sache nie ganz verloren.
erzaehlungen_01_poe_f000083|Außerdem hassen Seine Gnaden Szenen.|Außerdem hassen Seine Gnaden Szenen.
erzaehlungen_01_poe_f000084|De l'Omelette ist wieder er selbst.|De l'Omelette ist wieder er selbst.
erzaehlungen_01_poe_f000085|Auf einem Tische lagen unter anderen Waffen einige Rapiere. Der Duc wußte sie zu führen; il avait tue ses six hommes. Nun denn, il peut s'echapper.|Auf einem Tische lagen unter anderen Waffen einige Rapiere. Der Duc wußte sie zu führen; il avait tue ses six hommes. Nun denn, il peut s'echapper.
erzaehlungen_01_poe_f000086|Er prüft zwei der Waffen und bietet sie mit unnachahmlicher Grazie Seiner Majestät zur Wahl.|Er prüft zwei der Waffen und bietet sie mit unnachahmlicher Grazie Seiner Majestät zur Wahl.
erzaehlungen_01_poe_f000087|Horreur! Seine Majestät ist kein Fechter. Mais il joue! Welches Glück.|Horreur! Seine Majestät ist kein Fechter. Mais il joue! Welches Glück.
erzaehlungen_01_poe_f000088|Seine Gnaden hatten immer ein glänzendes Gedächtnis.|Seine Gnaden hatten immer ein glänzendes Gedächtnis.
erzaehlungen_01_poe_f000089|Er hat einmal im »Diable« des Abbe Gualtier geblättert und dort gefunden, »que le Diable n'ose pas refuser un jeu d'ecarte.|Er hat einmal im Diable des Abbe Gualtier geblättert und dort gefunden, que le Diable n'ose pas refuser un jeu d'ecarte.
erzaehlungen_01_poe_f000090|Aber die Chancen – die Chancen. Wahrlich verzweifelt;|Aber die Chancen - die Chancen. Wahrlich verzweifelt;
erzaehlungen_01_poe_f000091|aber kaum weniger verzweifelt als der Duc.|aber kaum weniger verzweifelt als der Duc.
erzaehlungen_01_poe_f000092|Doch kennt er nicht die Schliche und Kniffe?|Doch kennt er nicht die Schliche und Kniffe?
erzaehlungen_01_poe_f000093|Ist er nicht mit Pierre le Brun fertig geworden?|Ist er nicht mit Pierre le Brun fertig geworden?
erzaehlungen_01_poe_f000094|War er nicht Mitglied des Klubs Vingt-et-un?|War er nicht Mitglied des Klubs Vingt-et-un?
erzaehlungen_01_poe_f000095|»Si je perds«, denkt er, »je serais deux fois perdu – dann habe ich eben voilà tout! doppelt verspielt –« (Hier zucken Seine Gnaden die Achseln.|Si je perds, denkt er, je serais deux fois perdu - dann habe ich eben voila tout! doppelt verspielt - Hier zucken Seine Gnaden die Achseln.
erzaehlungen_01_poe_f000096|) »si je gagne, je reviendrai à mes ortolans – que les cartes soient preparees!«.| si je gagne, je reviendrai a mes ortolans - que les cartes soient preparees!.
erzaehlungen_01_poe_f000097|Seine Gnaden waren ganz Aufmerksamkeit; Seine Majestät war lässig.|Seine Gnaden waren ganz Aufmerksamkeit; Seine Majestät war lässig.
erzaehlungen_01_poe_f000098|Ein Zuschauer würde an Karl und Franz gedacht haben.|Ein Zuschauer würde an Karl und Franz gedacht haben.
erzaehlungen_01_poe_f000099|Seine Gnaden dachten ans Spiel, Seine Majestät dachte an nichts und mischte. Der Duc hob ab. Die Karten werden ausgeteilt.|Seine Gnaden dachten ans Spiel, Seine Majestät dachte an nichts und mischte. Der Duc hob ab. Die Karten werden ausgeteilt.
erzaehlungen_01_poe_f000100|Der Trumpf wird aufgelegt – es ist – es ist – der König? Nein – es ist die Dame.|Der Trumpf wird aufgelegt - es ist - es ist - der König? Nein - es ist die Dame.
erzaehlungen_01_poe_f000101|Seine Majestät fluchte über deren männliche Kleidung.|Seine Majestät fluchte über deren männliche Kleidung.
erzaehlungen_01_poe_f000102|De l'Omelette legte die Hand aufs Herz. Sie spielen. Der Duc zählt. Das Spiel ist zu Ende.|De l'Omelette legte die Hand aufs Herz. Sie spielen. Der Duc zählt. Das Spiel ist zu Ende.
erzaehlungen_01_poe_f000103|Seine Majestät zählt aufmerksam, lächelt und trinkt.|Seine Majestät zählt aufmerksam, lächelt und trinkt.
erzaehlungen_01_poe_f000104|Der Duc läßt eine Karte verschwinden.|Der Duc läßt eine Karte verschwinden.
erzaehlungen_01_poe_f000105|»C'est à vous à faire« sagt Seine Majestät und hebt ab.|C'est a vous a faire sagt Seine Majestät und hebt ab.
erzaehlungen_01_poe_f000106|Seine Gnaden verbeugen sich, geben und erheben sich en presentant le Roi.|Seine Gnaden verbeugen sich, geben und erheben sich en presentant le Roi.
erzaehlungen_01_poe_f000107|Seine Majestät sieht verdrießlich aus.|Seine Majestät sieht verdrießlich aus.
erzaehlungen_01_poe_f000108|Wäre Alexander nicht Alexander gewesen, so hätte er Diogenes sein mögen;|Wäre Alexander nicht Alexander gewesen, so hätte er Diogenes sein mögen;
erzaehlungen_01_poe_f000109|der Duc versicherte beim Abschiednehmen seinem Partner, »que s'il n'eut ete De l'Omelette, il n'aurait point d'objection d'etre le Diable.|der Duc versicherte beim Abschiednehmen seinem Partner, que s'il n'eut ete De l'Omelette, il n'aurait point d'objection d'etre le Diable.
erzaehlungen_02_poe_f000001|Eine Geschichte aus Jerusalem.|Eine Geschichte aus Jerusalem.
erzaehlungen_02_poe_f000002|eine borstige Last, Übersetzung.|eine borstige Last, Übersetzung.
erzaehlungen_02_poe_f000003|»Laßt uns zu den Wällen eilen,« sagte Abel-Phittim zu Bazi-Ben-Levi und Simeon dem Pharisäer|Laßt uns zu den Wällen eilen, sagte Abel-Phittim zu Bazi-Ben-Levi und Simeon dem Pharisäer
erzaehlungen_02_poe_f000004|am zehnten Tage des Monats Thamuz dreitausendneunhundertundeinundvierzig – »laßt uns zu den Wällen am Tore des Benjamin in der Stadt Davids eilen|am zehnten Tage des Monats Thamuz dreitausendneunhundertundeinundvierzig - laßt uns zu den Wällen am Tore des Benjamin in der Stadt Davids eilen
erzaehlungen_02_poe_f000005|das auf das Lager der Unbeschnittenen niederblickt;|das auf das Lager der Unbeschnittenen niederblickt;
erzaehlungen_02_poe_f000006|denn es ist Sonnenaufgang und die letzte Stunde der vierten Wache, und die Götzendiener sollten uns|denn es ist Sonnenaufgang und die letzte Stunde der vierten Wache, und die Götzendiener sollten uns
erzaehlungen_02_poe_f000007|dem Versprechen des Pompejus gemäß, mit den Opferlämmern erwarten.|dem Versprechen des Pompejus gemäß, mit den Opferlämmern erwarten.
erzaehlungen_02_poe_f000008|Simeon, Abel-Phittim und Bazi-Ben-Levi waren die Gizbarim oder Unterempfänger der Opfergaben in der heiligen Stadt Jerusalem.|Simeon, Abel-Phittim und Bazi-Ben-Levi waren die Gizbarim oder Unterempfänger der Opfergaben in der heiligen Stadt Jerusalem.
erzaehlungen_02_poe_f000009|»Wahrlich, laßt uns eilen«, erwiderte der Pharisäer;|Wahrlich, laßt uns eilen, erwiderte der Pharisäer;
erzaehlungen_02_poe_f000010|»denn diese Großmut der Heiden ist ungewöhnlich, und Wankelmütigkeit ist den Baalanbetern eigentümlich.|denn diese Großmut der Heiden ist ungewöhnlich, und Wankelmütigkeit ist den Baalanbetern eigentümlich.
erzaehlungen_02_poe_f000011|»Daß sie wankelmütig und hinterlistig sind, das ist so wahr wie der Pentateuch«, sagte Bazi-Ben-Levi;|Daß sie wankelmütig und hinterlistig sind, das ist so wahr wie der Pentateuch, sagte Bazi-Ben-Levi;
erzaehlungen_02_poe_f000012|»aber nur gegen das Volk des Adonai.|aber nur gegen das Volk des Adonai.
erzaehlungen_02_poe_f000013|Wann hätte es sich je gezeigt, daß die Ammoniter gegen ihre eigenen Interessen gehandelt hätten?|Wann hätte es sich je gezeigt, daß die Ammoniter gegen ihre eigenen Interessen gehandelt hätten?
erzaehlungen_02_poe_f000014|Ich meine, es sei kein besonderes Zeichen von Großmut, uns für den Altar des Herrn Lämmer zuzugestehen|Ich meine, es sei kein besonderes Zeichen von Großmut, uns für den Altar des Herrn Lämmer zuzugestehen
erzaehlungen_02_poe_f000015|wenn sie statt dessen für den Kopf dreißig Silberschekel erhalten!«.|wenn sie statt dessen für den Kopf dreißig Silberschekel erhalten!.
erzaehlungen_02_poe_f000016|»Du vergißt jedoch, Ben-Levi,« entgegnete Abel-Phittim, »daß der Römer Pompejus, der jetzt die Stadt des Allerhöchsten gottlos belagert|Du vergißt jedoch, Ben-Levi, entgegnete Abel-Phittim, daß der Römer Pompejus, der jetzt die Stadt des Allerhöchsten gottlos belagert
erzaehlungen_02_poe_f000017|keine Gewißheit hat, ob wir nicht die derart für den Altar erworbenen Lämmer mehr zur Pflege des Leibes denn des Geistes verwenden.|keine Gewißheit hat, ob wir nicht die derart für den Altar erworbenen Lämmer mehr zur Pflege des Leibes denn des Geistes verwenden.
erzaehlungen_02_poe_f000018|»Nun, bei den fünf Ecken meines Bartes,« rief der Pharisäer, der zu der Sekte gehörte|Nun, bei den fünf Ecken meines Bartes, rief der Pharisäer, der zu der Sekte gehörte
erzaehlungen_02_poe_f000019|die man »die Werfer« nannte (jene kleine Gruppe von Heiligen, deren Art, die Füße aufs Pflaster zu werfen und daran zu zerfetzten|die man die Werfer nannte jene kleine Gruppe von Heiligen, deren Art, die Füße aufs Pflaster zu werfen und daran zu zerfetzten
erzaehlungen_02_poe_f000020|für die weniger eifrigen Gläubigen lange ein Stachel und ein Vorwurf war – ein Stein des Anstoßes für weniger begabte Erdenpilger) – »bei den fünf Ecken des Bartes|für die weniger eifrigen Gläubigen lange ein Stachel und ein Vorwurf war - ein Stein des Anstoßes für weniger begabte Erdenpilger - bei den fünf Ecken des Bartes
erzaehlungen_02_poe_f000021|den zu scheren mir als Priester verboten ist –, müssen wir den Tag erleben|den zu scheren mir als Priester verboten ist -, müssen wir den Tag erleben
erzaehlungen_02_poe_f000022|da ein gotteslästerlicher und götzendienerischer römischer Emporkömmling uns beschuldigen soll|da ein gotteslästerlicher und götzendienerischer römischer Emporkömmling uns beschuldigen soll
erzaehlungen_02_poe_f000023|die heiligsten und geweihtesten Dinge fleischlichen Gelüsten zuzuführen?|die heiligsten und geweihtesten Dinge fleischlichen Gelüsten zuzuführen?
erzaehlungen_02_poe_f000024|Müssen wir den Tag erleben, da –«.|Müssen wir den Tag erleben, da -.
erzaehlungen_02_poe_f000025|»Wozu uns um die Gründe des Philisters kümmern,« fiel Abel-Phittim ein|Wozu uns um die Gründe des Philisters kümmern, fiel Abel-Phittim ein
erzaehlungen_02_poe_f000026|»denn heute ziehen wir zum erstenmal Vorteil aus seinem Geiz oder seiner Großmut;|denn heute ziehen wir zum erstenmal Vorteil aus seinem Geiz oder seiner Großmut;
erzaehlungen_02_poe_f000027|laßt uns lieber zu den Wällen eilen, sonst könnte es an Opfergaben für den Altar fehlen|laßt uns lieber zu den Wällen eilen, sonst könnte es an Opfergaben für den Altar fehlen
erzaehlungen_02_poe_f000028|dessen Flammen die Wasser des Himmels nicht auslöschen und dessen Rauchsäulen kein Sturm zur Seite beugen kann.|dessen Flammen die Wasser des Himmels nicht auslöschen und dessen Rauchsäulen kein Sturm zur Seite beugen kann.
erzaehlungen_02_poe_f000029|Der Stadtteil, dem unsre würdigen Gizbarim nun zueilten und der den Namen seines Erbauers, des Königs David|Der Stadtteil, dem unsre würdigen Gizbarim nun zueilten und der den Namen seines Erbauers, des Königs David
erzaehlungen_02_poe_f000030|führte, galt als der befestigtste Bezirk Jerusalems, da er auf dem steilen und hohen Berg Zion gelegen war.|führte, galt als der befestigtste Bezirk Jerusalems, da er auf dem steilen und hohen Berg Zion gelegen war.
erzaehlungen_02_poe_f000031|Hier wurde ein breiter, tiefer und in den festen Stein gehauener Wallgraben von einer auf seinem innern Rand errichteten sehr starken Mauer verteidigt.|Hier wurde ein breiter, tiefer und in den festen Stein gehauener Wallgraben von einer auf seinem innern Rand errichteten sehr starken Mauer verteidigt.
erzaehlungen_02_poe_f000032|Diese Mauer war in regelmäßigen Zwischenräumen mit Türmen aus weißem Marmor geziert|Diese Mauer war in regelmäßigen Zwischenräumen mit Türmen aus weißem Marmor geziert
erzaehlungen_02_poe_f000033|deren niedrigster sechzig und deren höchster hundertundzwanzig Ellen hoch war.|deren niedrigster sechzig und deren höchster hundertundzwanzig Ellen hoch war.
erzaehlungen_02_poe_f000034|In der Nähe des Tores Benjamin aber erhob sich die Mauer keineswegs auf dem Grabenrande.|In der Nähe des Tores Benjamin aber erhob sich die Mauer keineswegs auf dem Grabenrande.
erzaehlungen_02_poe_f000035|Im Gegenteil, wischen dem Boden des Grabens und dem Fundament des Walles erhob sich eine senkrechte Felswand von zweihundertundfünfzig Ellen Höhe|Im Gegenteil, wischen dem Boden des Grabens und dem Fundament des Walles erhob sich eine senkrechte Felswand von zweihundertundfünfzig Ellen Höhe
erzaehlungen_02_poe_f000036|die einen Teil des steilen Berges Moriah bildete.|die einen Teil des steilen Berges Moriah bildete.
erzaehlungen_02_poe_f000037|Als also Simeon und seine Gefährten oben auf dem Turme Adoni-Bezek erschienen –|Als also Simeon und seine Gefährten oben auf dem Turme Adoni-Bezek erschienen -
