mnogo_shuma_iz_nichego_s000031|Постараюсь, ваше высочество.|Постараюсь, ваше высочество.
mnogo_shuma_iz_nichego_s000032|Что же, вы меня спрашиваете как честный человек и желаете знать настоящее мое мнение, или прикажете отвечать вам, по моему обыкновению, как заклятому врагу женского пола?|Что же, вы меня спрашиваете как честный человек и желаете знать настоящее мое мнение, или прикажете отвечать вам, по моему обыкновению, как заклятому врагу женского пола?
mnogo_shuma_iz_nichego_s000033|Да слышите, вот еще что: пожалуйста, поприглядывайте около дома синьора Леонато - завтра там свадьба, так ночью-то будет довольно возни. Не зевать!|Да слышите, вот еще что: пожалуйста, поприглядывайте около дома синьора Леонато - завтра там свадьба, так ночью-то будет довольно возни. Не зевать!
mnogo_shuma_iz_nichego_s000034|Клавдио.|Клавдио.
mnogo_shuma_iz_nichego_s000035|Как, вздыхать от зубной боли?|Как, вздыхать от зубной боли?
mnogo_shuma_iz_nichego_s000036|Когда же свадьба?|Когда же свадьба?
mnogo_shuma_iz_nichego_s000037|Бенедикт.|Бенедикт.
mnogo_shuma_iz_nichego_s000038|СЦЕНА III.|СЦЕНА III.
mnogo_shuma_iz_nichego_s000039|Мужа!|Мужа!
mnogo_shuma_iz_nichego_s000040|Теперь нет.|Теперь нет.
mnogo_shuma_iz_nichego_s000041|СЦЕНА V.|СЦЕНА V.
mnogo_shuma_iz_nichego_s000042|Прощай, мальчишка - ты меня понимаешь. Можете без меня болтать сколько вам угодно: ваши остроты, как шпага хвастуна, слава Богу, никого не ранят.|Прощай, мальчишка - ты меня понимаешь. Можете без меня болтать сколько вам угодно: ваши остроты, как шпага хвастуна, слава Богу, никого не ранят.
mnogo_shuma_iz_nichego_s000043|Плохая услуга! Напрасный труд!|Плохая услуга! Напрасный труд!
mnogo_shuma_iz_nichego_s000044|Бывало, десять миль готов пройти пешком - взглянуть на хороший панцирь, а теперь готов не спать десять ночей, обдумывая покрой нового платья.|Бывало, десять миль готов пройти пешком - взглянуть на хороший панцирь, а теперь готов не спать десять ночей, обдумывая покрой нового платья.
mnogo_shuma_iz_nichego_s000045|Бенедикт.|Бенедикт.
mnogo_shuma_iz_nichego_s000046|тихо|тихо
mnogo_shuma_iz_nichego_s000047|Не подозревая, что это я, она вдруг говорит мне, что я шут принца, что я туп, как пятка - и пошла, и пошла! Насмешка за насмешкой посыпались с такой невероятной быстротою,|Не подозревая, что это я, она вдруг говорит мне, что я шут принца, что я туп, как пятка - и пошла, и пошла! Насмешка за насмешкой посыпались с такой невероятной быстротою,
mnogo_shuma_iz_nichego_s000048|Так же убеждена, как и в том, что во мне есть душа.|Так же убеждена, как и в том, что во мне есть душа.
mnogo_shuma_iz_nichego_s000049|Леонато.|Леонато.
mnogo_shuma_iz_nichego_s000050|Да, слышал.|Да, слышал.
mnogo_shuma_iz_nichego_s000051|и предложил проводить его к ближайшей иве, чтобы сплести для него, забытого, гирлянду или связать ему розгу, потому что его стоит высечь.|и предложил проводить его к ближайшей иве, чтобы сплести для него, забытого, гирлянду или связать ему розгу, потому что его стоит высечь.
mnogo_shuma_iz_nichego_s000052|Послушай!|Послушай!
mnogo_shuma_iz_nichego_s000053|Ты любишь Геро; что ж, люби ее, А я посватаю - и ты женат.|Ты любишь Геро; что ж, люби ее, А я посватаю - и ты женат.
mnogo_shuma_iz_nichego_s000054|Нет, клянется даже, что никогда не признается. В том-то и состоит ее мучение.|Нет, клянется даже, что никогда не признается. В том-то и состоит ее мучение.
mnogo_shuma_iz_nichego_s000055|Бенедикт.|Бенедикт.
mnogo_shuma_iz_nichego_s000056|Дон Педро.|Дон Педро.
mnogo_shuma_iz_nichego_s000057|Гepо Нет.|Гepо Нет.
mnogo_shuma_iz_nichego_s000058|Граф ни печален, ни болен, ни весел, ни здоров: он только нежен и желт как апельсин; а желтый цвет, известно, - цвет ревности.|Граф ни печален, ни болен, ни весел, ни здоров: он только нежен и желт как апельсин; а желтый цвет, известно, - цвет ревности.
mnogo_shuma_iz_nichego_s000059|Мы должны следовать за первой парой.|Мы должны следовать за первой парой.
mnogo_shuma_iz_nichego_s000060|Неужели я Казалась вам любящею иначе?|Неужели я Казалась вам любящею иначе?
mnogo_shuma_iz_nichego_s000061|А вон и дон Педро. Он, кажется, за нами.|А вон и дон Педро. Он, кажется, за нами.
mnogo_shuma_iz_nichego_s000062|Что я вычитала все мои остроты из Ста веселых сказок - я знаю: это сказал вам синьор Бенедикт.|Что я вычитала все мои остроты из Ста веселых сказок - я знаю: это сказал вам синьор Бенедикт.
mnogo_shuma_iz_nichego_s000063|Антонио.|Антонио.
mnogo_shuma_iz_nichego_s000064|Входят Леонато и Антонио.|Входят Леонато и Антонио.
mnogo_shuma_iz_nichego_s000065|Запишите: Борахио. А тебя?|Запишите: Борахио. А тебя?
mnogo_shuma_iz_nichego_s000066|Борахио.|Борахио.
mnogo_shuma_iz_nichego_s000067|Беатриче.|Беатриче.
mnogo_shuma_iz_nichego_s000068|Как? Геро.|Как? Геро.
mnogo_shuma_iz_nichego_s000069|Дон Педро.|Дон Педро.
mnogo_shuma_iz_nichego_s000070|У меня зоркие глаза: днем я могу разглядеть церковь.|У меня зоркие глаза: днем я могу разглядеть церковь.
mnogo_shuma_iz_nichego_s000071|А, здравствуйте!|А, здравствуйте!
mnogo_shuma_iz_nichego_s000072|Позвольте сделать ей вопрос, а вы Отцовской властью прикажите ей Ответить истину.|Позвольте сделать ей вопрос, а вы Отцовской властью прикажите ей Ответить истину.
mnogo_shuma_iz_nichego_s000073|Беатриче.|Беатриче.
mnogo_shuma_iz_nichego_s000074|выходя из чащи|выходя из чащи
mnogo_shuma_iz_nichego_s000075|Аминь!|Аминь!
mnogo_shuma_iz_nichego_s000076|Входит вестник.|Входит вестник.
mnogo_shuma_iz_nichego_s000077|Вступить с ней в союз - союз же заключаете вы, отец Франциск.|Вступить с ней в союз - союз же заключаете вы, отец Франциск.
mnogo_shuma_iz_nichego_s000078|Геро!|Геро!
mnogo_shuma_iz_nichego_s000079|Маргарита.|Маргарита.
mnogo_shuma_iz_nichego_s000080|А ты не станешь за это бодаться?|А ты не станешь за это бодаться?
mnogo_shuma_iz_nichego_s000081|Видел его кто-нибудь у цирюльника?|Видел его кто-нибудь у цирюльника?
mnogo_shuma_iz_nichego_s000082|Завтра, каждый день.|Завтра, каждый день.
mnogo_shuma_iz_nichego_s000083|Молчи, пожалуйста! Я кровь и плоть И ими быть хочу. Какой философ Зубную боль переносил спокойно!|Молчи, пожалуйста! Я кровь и плоть И ими быть хочу. Какой философ Зубную боль переносил спокойно!
mnogo_shuma_iz_nichego_s000084|Уходят в глубину сцены.|Уходят в глубину сцены.
mnogo_shuma_iz_nichego_s000085|Конрад Надо быть благоразумным, послушайтесь рассудка.|Конрад Надо быть благоразумным, послушайтесь рассудка.
mnogo_shuma_iz_nichego_s000086|Вы спали с ней прошедшей ночью?|Вы спали с ней прошедшей ночью?
mnogo_shuma_iz_nichego_s000087|Виденье милое, явись - Взгляни, как все уныло!|Виденье милое, явись - Взгляни, как все уныло!
mnogo_shuma_iz_nichego_s000088|Спросите за что.|Спросите за что.
mnogo_shuma_iz_nichego_s000089|Маргарита.|Маргарита.
mnogo_shuma_iz_nichego_s000090|Дон Жуан.|Дон Жуан.
mnogo_shuma_iz_nichego_s000091|Хорошо. Отойди же в сторону. Ей-богу, они стакнулись. Записали вы, что они не мошенники?|Хорошо. Отойди же в сторону. Ей-богу, они стакнулись. Записали вы, что они не мошенники?
mnogo_shuma_iz_nichego_s000092|Дон Педро.|Дон Педро.
mnogo_shuma_iz_nichego_s000093|Мне очень жаль, добрейший Леонато, Но уверяю вас моею честью - Я сам, мой брат и оскорбленный граф, Мы трое слышали, как прошлой ночью Из окон комнаты своей она Беседовала с кем-то неизвестным.|Мне очень жаль, добрейший Леонато, Но уверяю вас моею честью - Я сам, мой брат и оскорбленный граф, Мы трое слышали, как прошлой ночью Из окон комнаты своей она Беседовала с кем-то неизвестным.
mnogo_shuma_iz_nichego_s000094|Он вспомнил, кажется, как дикий бык Свыкается с ярмом. Смелей! Мужайся!|Он вспомнил, кажется, как дикий бык Свыкается с ярмом. Смелей! Мужайся!
mnogo_shuma_iz_nichego_s000095|Геpо.|Геpо.
mnogo_shuma_iz_nichego_s000096|ем, когда голоден, и не жду никого; сплю, когда спать хочется, не заботясь ни о чьих делах; смеюсь, когда мне весело - не могу и не хочу подделываться ни под кого.|ем, когда голоден, и не жду никого; сплю, когда спать хочется, не заботясь ни о чьих делах; смеюсь, когда мне весело - не могу и не хочу подделываться ни под кого.
mnogo_shuma_iz_nichego_s000097|Молитесь Богу, любите меня и старайтесь исправиться. Затем прощайте - сюда кто-то спешит.|Молитесь Богу, любите меня и старайтесь исправиться. Затем прощайте - сюда кто-то спешит.
mnogo_shuma_iz_nichego_s000098|Да, Свет любви - для вас. Будь только муж, а о потомстве уж вы позаботитесь.|Да, Свет любви - для вас. Будь только муж, а о потомстве уж вы позаботитесь.
mnogo_shuma_iz_nichego_s000099|Нет, пусть он лучше обратится в пепел От скрытого огня своей любви, Чем быть засмеянным; такая смерть Ужаснее, чем смерть от щекотанья.|Нет, пусть он лучше обратится в пепел От скрытого огня своей любви, Чем быть засмеянным; такая смерть Ужаснее, чем смерть от щекотанья.
mnogo_shuma_iz_nichego_s000100|Борахио.|Борахио.
mnogo_shuma_iz_nichego_s000101|А вот, мы с товарищем.|А вот, мы с товарищем.
mnogo_shuma_iz_nichego_s000102|И он вполне достоин громкой славы.|И он вполне достоин громкой славы.
mnogo_shuma_iz_nichego_s000103|Урсула.|Урсула.
mnogo_shuma_iz_nichego_s000104|Кто это? Что скажешь, Борахио?|Кто это? Что скажешь, Борахио?
mnogo_shuma_iz_nichego_s000105|Дон Педро.|Дон Педро.
mnogo_shuma_iz_nichego_s000106|Милая Беатриче, ты пришла на мой зов.|Милая Беатриче, ты пришла на мой зов.
mnogo_shuma_iz_nichego_s000107|Борахио.|Борахио.
mnogo_shuma_iz_nichego_s000108|Клавдио.|Клавдио.
mnogo_shuma_iz_nichego_s000109|Дон Жуан.|Дон Жуан.
mnogo_shuma_iz_nichego_s000110|И хороший воин к тому же, сударыня!|И хороший воин к тому же, сударыня!
mnogo_shuma_iz_nichego_s000111|Право, племянница, ты его обижаешь; впрочем, я уверен, что вы сойдетесь.|Право, племянница, ты его обижаешь; впрочем, я уверен, что вы сойдетесь.
mnogo_shuma_iz_nichego_s000112|СЦЕНА IV.|СЦЕНА IV.
mnogo_shuma_iz_nichego_s000113|Входят Бенедикт и мальчик.|Входят Бенедикт и мальчик.
mnogo_shuma_iz_nichego_s000114|Беатриче.|Беатриче.
mnogo_shuma_iz_nichego_s000115|Могила, вскройся, расступись!|Могила, вскройся, расступись!
mnogo_shuma_iz_nichego_s000116|Сделайте одолжение. Вы увидите: он разразится надо мною каким-нибудь сравнением, и если случится, что никто этого не заметит и не засмеется, так он и нос повесит - а за ужином спасена какая-нибудь куропатка: ему ничего в рот не пойдет.|Сделайте одолжение. Вы увидите: он разразится надо мною каким-нибудь сравнением, и если случится, что никто этого не заметит и не засмеется, так он и нос повесит - а за ужином спасена какая-нибудь куропатка: ему ничего в рот не пойдет.
mnogo_shuma_iz_nichego_s000117|Она понравилась тебе, не так ли?|Она понравилась тебе, не так ли?
mnogo_shuma_iz_nichego_s000118|Клавдио.|Клавдио.
mnogo_shuma_iz_nichego_s000119|Дон Педро.|Дон Педро.
mnogo_shuma_iz_nichego_s000120|Клавдио.|Клавдио.
mnogo_shuma_iz_nichego_s000121|Клюква.|Клюква.
mnogo_shuma_iz_nichego_s000122|Маргарита.|Маргарита.
mnogo_shuma_iz_nichego_s000123|Тут есть какая-то ошибка.|Тут есть какая-то ошибка.
mnogo_shuma_iz_nichego_s000124|Вот в чем состоит дело, Леонато. - Синьор Клавдио и синьор Бенедикт!|Вот в чем состоит дело, Леонато. - Синьор Клавдио и синьор Бенедикт!
mnogo_shuma_iz_nichego_s000125|Он только и живет, что преступленьем, Вот почему он и бежал.|Он только и живет, что преступленьем, Вот почему он и бежал.
mnogo_shuma_iz_nichego_s000126|Да полно, правда ли, что Бенедикт.|Да полно, правда ли, что Бенедикт.
mnogo_shuma_iz_nichego_s000127|О, что за женщина была бы ты, Будь сердцем и душой хоть вполовину Так хороша, как хороша лицом!|О, что за женщина была бы ты, Будь сердцем и душой хоть вполовину Так хороша, как хороша лицом!
mnogo_shuma_iz_nichego_s000128|Да, уж такое время.|Да, уж такое время.
mnogo_shuma_iz_nichego_s000129|Борахио.|Борахио.
mnogo_shuma_iz_nichego_s000130|Не забудь, Геро, о чем я тебе говорил. Если принц заведет об этом речь - ты знаешь, что ему отвечать.|Не забудь, Геро, о чем я тебе говорил. Если принц заведет об этом речь - ты знаешь, что ему отвечать.
mnogo_shuma_iz_nichego_s000131|По кабакам приказывать, чтобы пьяные ложились спать.|По кабакам приказывать, чтобы пьяные ложились спать.
mnogo_shuma_iz_nichego_s000132|Положим, я и послушаюсь - что мне с того?|Положим, я и послушаюсь - что мне с того?
mnogo_shuma_iz_nichego_s000133|Сколько людей потеряли вы в этом сражении?|Сколько людей потеряли вы в этом сражении?
mnogo_shuma_iz_nichego_s000134|Я еще не знаю этого, пока он не узнает, что я знаю.|Я еще не знаю этого, пока он не узнает, что я знаю.
mnogo_shuma_iz_nichego_s000135|Дон Педро.|Дон Педро.
mnogo_shuma_iz_nichego_s000136|Антонио|Антонио
mnogo_shuma_iz_nichego_s000137|Кисель.|Кисель.
mnogo_shuma_iz_nichego_s000138|В кандалы!|В кандалы!
mnogo_shuma_iz_nichego_s000139|Слава Богу, что хоть одна осталась, по крайней мере можно еще отличить ездока от лошади. На этом только и держатся права его на разумное существо.|Слава Богу, что хоть одна осталась, по крайней мере можно еще отличить ездока от лошади. На этом только и держатся права его на разумное существо.
mnogo_shuma_iz_nichego_s000140|СЦЕНА III.|СЦЕНА III.
mnogo_shuma_iz_nichego_s000141|Я никогда не думал жениться. Не надо казаться гордым. Счастлив тот, кто слышит, что в нем порицают: он может исправиться.|Я никогда не думал жениться. Не надо казаться гордым. Счастлив тот, кто слышит, что в нем порицают: он может исправиться.
mnogo_shuma_iz_nichego_s000142|Борахио.|Борахио.
mnogo_shuma_iz_nichego_s000143|Конечно, если это так, то, верно, не иначе.|Конечно, если это так, то, верно, не иначе.
mnogo_shuma_iz_nichego_s000144|Вот тебе за труды.|Вот тебе за труды.
mnogo_shuma_iz_nichego_s000145|А я скажу вам: Очки надела ей сестра.|А я скажу вам: Очки надела ей сестра.
mnogo_shuma_iz_nichego_s000146|Клавдио.|Клавдио.
mnogo_shuma_iz_nichego_s000147|Смотря по тому, к чему они приведут; с первого взгляда по крайней мере недурны. Принц и граф Клавдио гуляли у меня в саду, аллея была густа, и это позволило одному из моих людей подслушать их разговор.|Смотря по тому, к чему они приведут; с первого взгляда по крайней мере недурны. Принц и граф Клавдио гуляли у меня в саду, аллея была густа, и это позволило одному из моих людей подслушать их разговор.
mnogo_shuma_iz_nichego_s000148|Дон Педро.|Дон Педро.
mnogo_shuma_iz_nichego_s000149|Клавдио.|Клавдио.
mnogo_shuma_iz_nichego_s000150|Теперь наш поединок бесполезен.|Теперь наш поединок бесполезен.
mnogo_shuma_iz_nichego_s000151|И если Ее любил он, он начнет грустить, И как ни будь он убежден в вине, А станет жаль ему, что так жестоко Казнил он ту, которую любил.|И если Ее любил он, он начнет грустить, И как ни будь он убежден в вине, А станет жаль ему, что так жестоко Казнил он ту, которую любил.
mnogo_shuma_iz_nichego_s000152|Клюква.|Клюква.
mnogo_shuma_iz_nichego_s000153|Теперь, кто не воздвигнет сам себе памятника заживо, о том будут помнить только, пока в колокол звонят да вдова плачет.|Теперь, кто не воздвигнет сам себе памятника заживо, о том будут помнить только, пока в колокол звонят да вдова плачет.
mnogo_shuma_iz_nichego_s000154|Вот почему я и хвалю сам себя; и могу вам засвидетельствовать, что хвалимый достоин похвал.|Вот почему я и хвалю сам себя; и могу вам засвидетельствовать, что хвалимый достоин похвал.
mnogo_shuma_iz_nichego_s000155|Уходят.|Уходят.
mnogo_shuma_iz_nichego_s000156|Беатриче.|Беатриче.
mnogo_shuma_iz_nichego_s000157|в заключение, они лжецы и мошенники.|в заключение, они лжецы и мошенники.
mnogo_shuma_iz_nichego_s000158|Дон Педро.|Дон Педро.
mnogo_shuma_iz_nichego_s000159|Дон Педро.|Дон Педро.
mnogo_shuma_iz_nichego_s000160|Нет, господа, в нем нет и признака любви, исключая любви к странным костюмам: сегодня он голландец, завтра француз, а послезавтра разом двое: снизу немец, а сверху испанец.|Нет, господа, в нем нет и признака любви, исключая любви к странным костюмам: сегодня он голландец, завтра француз, а послезавтра разом двое: снизу немец, а сверху испанец.
mnogo_shuma_iz_nichego_s000161|Просили, да; но я отговорила - Пусть он сгорает затаенной страстью, А ей не надо говорить.|Просили, да; но я отговорила - Пусть он сгорает затаенной страстью, А ей не надо говорить.
mnogo_shuma_iz_nichego_s000162|Конрад Осел! Осел вислоухий!|Конрад Осел! Осел вислоухий!
mnogo_shuma_iz_nichego_s000163|Гонец.|Гонец.
mnogo_shuma_iz_nichego_s000164|А я говорю вам, что нет.|А я говорю вам, что нет.
mnogo_shuma_iz_nichego_s000165|Он дал мне выпить яду.|Он дал мне выпить яду.
mnogo_shuma_iz_nichego_s000166|Там можно скрыться и подслушать; это Твоя забота; не испорть, иди.|Там можно скрыться и подслушать; это Твоя забота; не испорть, иди.
mnogo_shuma_iz_nichego_s000167|Я то же думаю и, без сомненья, Ей говорить об этом не годится: Она его подымет на смех.|Я то же думаю и, без сомненья, Ей говорить об этом не годится: Она его подымет на смех.
mnogo_shuma_iz_nichego_s000168|Клавдио.|Клавдио.
mnogo_shuma_iz_nichego_s000169|Бенедикт.|Бенедикт.
mnogo_shuma_iz_nichego_s000170|Я затворил врата любви; сомненье Поставил сторожем моих очей - И красотой им впредь не увлекаться.|Я затворил врата любви; сомненье Поставил сторожем моих очей - И красотой им впредь не увлекаться.
mnogo_shuma_iz_nichego_s000171|Но, брат.|Но, брат.
mnogo_shuma_iz_nichego_s000172|Леонато.|Леонато.
mnogo_shuma_iz_nichego_s000173|Завтра, ваше высочество. Время тащится на костылях, пока любовь не вступит в свои права.|Завтра, ваше высочество. Время тащится на костылях, пока любовь не вступит в свои права.
mnogo_shuma_iz_nichego_s000174|Нет, это наказание было бы слишком для них легко, так как к ним имели столько доверенности, что выбрали для почетной стражи принца.|Нет, это наказание было бы слишком для них легко, так как к ним имели столько доверенности, что выбрали для почетной стражи принца.
mnogo_shuma_iz_nichego_s000175|Я надеюсь еще дожить до той минуты, когда ты побледнеешь от любви.|Я надеюсь еще дожить до той минуты, когда ты побледнеешь от любви.
mnogo_shuma_iz_nichego_s000176|Я его не видал.|Я его не видал.
mnogo_shuma_iz_nichego_s000177|Maльчик Сейчас. Уходит.|Maльчик Сейчас. Уходит.
mnogo_shuma_iz_nichego_s000178|Спасите, дядюшка! Спасите, Бенедикт!|Спасите, дядюшка! Спасите, Бенедикт!
mnogo_shuma_iz_nichego_s000179|Он обманул меня! Прости же, Геро!|Он обманул меня! Прости же, Геро!
mnogo_shuma_iz_nichego_s000180|Что это? Междометия? Так есть же и повеселее, например - ха-ха-ха!|Что это? Междометия? Так есть же и повеселее, например - ха-ха-ха!
mnogo_shuma_iz_nichego_s000181|Входит Антонио и замаскированные женщины.|Входит Антонио и замаскированные женщины.
mnogo_shuma_iz_nichego_s000182|Вот те и потеха! Зацепились за алебарды!|Вот те и потеха! Зацепились за алебарды!
mnogo_shuma_iz_nichego_s000183|Колоть так зло, как колет Беатриче, И как не принято никем, нигде, - Не только не похвально - неприлично.|Колоть так зло, как колет Беатриче, И как не принято никем, нигде, - Не только не похвально - неприлично.
mnogo_shuma_iz_nichego_s000184|Беатриче.|Беатриче.
mnogo_shuma_iz_nichego_s000185|Вы никогда не лишитесь рассудка, племянница.|Вы никогда не лишитесь рассудка, племянница.
mnogo_shuma_iz_nichego_s000186|Геpо.|Геpо.
mnogo_shuma_iz_nichego_s000187|Вероятно, у вас были залежалые съестные припасы и он помогал их доедать. Он истинно застольный герой; желудок у него - просто чудо.|Вероятно, у вас были залежалые съестные припасы и он помогал их доедать. Он истинно застольный герой; желудок у него - просто чудо.
mnogo_shuma_iz_nichego_s000188|Клюква.|Клюква.
mnogo_shuma_iz_nichego_s000189|Бенедикт.|Бенедикт.
mnogo_shuma_iz_nichego_s000190|Дон Педро.|Дон Педро.
mnogo_shuma_iz_nichego_s000191|Не знаю, как просить вас о терпенье, Но говорить я должен. Леонато, Назначьте мне за грех мой искупленье; Вы властны мстить - я покоряюсь казни: Я согрешил, но только по ошибке.|Не знаю, как просить вас о терпенье, Но говорить я должен. Леонато, Назначьте мне за грех мой искупленье; Вы властны мстить - я покоряюсь казни: Я согрешил, но только по ошибке.
mnogo_shuma_iz_nichego_s000192|Дон Педро.|Дон Педро.
mnogo_shuma_iz_nichego_s000193|Объяснись яснее.|Объяснись яснее.
mnogo_shuma_iz_nichego_s000194|что я не сумею и рассказать вам.|что я не сумею и рассказать вам.
mnogo_shuma_iz_nichego_s000195|Нет, я уж этот надену.|Нет, я уж этот надену.
mnogo_shuma_iz_nichego_s000196|Мне, право, странно: ты утверждаешь, что родился под влиянием Сатурна, а предлагаешь нравственное снадобье против смертельного недуга. Я не могу притворяться: грущу, когда мне грустно, несмотря ни на чьи шутки;|Мне, право, странно: ты утверждаешь, что родился под влиянием Сатурна, а предлагаешь нравственное снадобье против смертельного недуга. Я не могу притворяться: грущу, когда мне грустно, несмотря ни на чьи шутки;
mnogo_shuma_iz_nichego_s000197|и другие.|и другие.
mnogo_shuma_iz_nichego_s000198|Я стою на своем: он влюблен.|Я стою на своем: он влюблен.
mnogo_shuma_iz_nichego_s000199|Раза два или три уже перерезал он тетиву Купидона, так что маленький палач не смеет уже и стрелять в него. Сердце у него здорово, как колокол, и язык болтается в нем очень свободно;|Раза два или три уже перерезал он тетиву Купидона, так что маленький палач не смеет уже и стрелять в него. Сердце у него здорово, как колокол, и язык болтается в нем очень свободно;
mnogo_shuma_iz_nichego_s000200|Да, хороший - для дамы; но каков он для кавалера?|Да, хороший - для дамы; но каков он для кавалера?
mnogo_shuma_iz_nichego_s000201|Бенедикт.|Бенедикт.
mnogo_shuma_iz_nichego_s000202|Синьор?|Синьор?
mnogo_shuma_iz_nichego_s000203|Дон Жуан.|Дон Жуан.
mnogo_shuma_iz_nichego_s000204|Позвольте сказать вам словечко на ухо.|Позвольте сказать вам словечко на ухо.
mnogo_shuma_iz_nichego_s000205|Маргарита.|Маргарита.
mnogo_shuma_iz_nichego_s000206|Беатриче.|Беатриче.
mnogo_shuma_iz_nichego_s000207|Дон Педро.|Дон Педро.
mnogo_shuma_iz_nichego_s000208|Леонато.|Леонато.
mnogo_shuma_iz_nichego_s000209|Клавдио.|Клавдио.
mnogo_shuma_iz_nichego_s000210|Дон Жуан, его побочный брат.|Дон Жуан, его побочный брат.
