novelle06_01_pirandello_f000001|Novelle per un anno di luigi pirandello|Novelle per un anno di luigi pirandello
novelle06_01_pirandello_f000023|S’era affrettato a rispondere di sí, senza pensarci sú due volte;|Sera affrettato a rispondere di sí, senza pensarci sú due volte;
novelle06_01_pirandello_f000024|tanto turbamento la vista della madre gli cagionava da alcuni mesi.|tanto turbamento la vista della madre gli cagionava da alcuni mesi.
novelle06_01_pirandello_f000025|Figlio unico, non aveva conosciuto il padre, il quale doveva esser morto giovanissimo|Figlio unico, non aveva conosciuto il padre, il quale doveva esser morto giovanissimo
novelle06_01_pirandello_f000026|se la madre si poteva ancora dir giovane: trentasette anni.|se la madre si poteva ancora dir giovane: trentasette anni.
novelle06_01_pirandello_f000027|Lui già ne aveva diciotto: cioè proprio l’età che aveva la madre quando aveva sposato. I conti tornavano;|Lui già ne aveva diciotto: cioè proprio letà che aveva la madre quando aveva sposato. I conti tornavano;
novelle06_01_pirandello_f000028|ma, veramente, l’essere sua madre ancora giovane e l’aver sposato a diciotto anni, non voleva poi dire che, per conseguenza|ma, veramente, lessere sua madre ancora giovane e laver sposato a diciotto anni, non voleva poi dire che, per conseguenza
novelle06_01_pirandello_f000029|il padre doveva esser morto giovanissimo, perché la madre poteva avere sposato uno maggiore d’età di lei, e fors’anche un vecchio, eh?|il padre doveva esser morto giovanissimo, perché la madre poteva avere sposato uno maggiore detà di lei, e forsanche un vecchio, eh?
novelle06_01_pirandello_f000030|Ma Cesarino aveva poca fantasia.|Ma Cesarino aveva poca fantasia.
novelle06_01_pirandello_f000031|Non s’immaginava né questa né tant’altre cose.|Non simmaginava né questa né tantaltre cose.
novelle06_01_pirandello_f000032|In casa, del resto, non c’era alcun ritratto del babbo, né alcuna traccia ch’egli fosse mai esistito: la madre non gliene aveva mai parlato|In casa, del resto, non cera alcun ritratto del babbo, né alcuna traccia chegli fosse mai esistito: la madre non gliene aveva mai parlato
novelle06_01_pirandello_f000033|né a lui era mai venuta curiosità d’averne qualche notizia.|né a lui era mai venuta curiosità daverne qualche notizia.
novelle06_01_pirandello_f000034|Sapeva soltanto che si chiamava Cesare come lui, e basta.|Sapeva soltanto che si chiamava Cesare come lui, e basta.
novelle06_01_pirandello_f000035|Lo sapeva perché negli attestati di scuola c’era scritto: Brei Cesarino del fu Cesare, nato a Milano, ecc. A Milano? Sí.|Lo sapeva perché negli attestati di scuola cera scritto: Brei Cesarino del fu Cesare, nato a Milano, ecc. A Milano? Sí.
novelle06_01_pirandello_f000036|Ma non sapeva nulla neanche della sua città natale, o, per dir meglio, sapeva che a Milano c’era il Duomo|Ma non sapeva nulla neanche della sua città natale, o, per dir meglio, sapeva che a Milano cera il Duomo
novelle06_01_pirandello_f000037|e basta: il Duomo, la Galleria Vittorio Emanuele, il panettone, e basta.|e basta: il Duomo, la Galleria Vittorio Emanuele, il panettone, e basta.
novelle06_01_pirandello_f000038|La madre, anch’essa milanese, era venuta a stabilirsi a Roma subito dopo la morte del marito e la nascita di lui.|La madre, anchessa milanese, era venuta a stabilirsi a Roma subito dopo la morte del marito e la nascita di lui.
novelle06_01_pirandello_f000039|Quasi quasi, a pensarci, Cesarino poteva dire di non conoscer bene neppure la madre.|Quasi quasi, a pensarci, Cesarino poteva dire di non conoscer bene neppure la madre.
novelle06_01_pirandello_f000040|Non la vedeva quasi mai durante il giorno.|Non la vedeva quasi mai durante il giorno.
novelle06_01_pirandello_f000041|Dalla mattina fino alle due del pomeriggio, ella stava alla Scuola Professionale, dove insegnava disegno e ricamo;|Dalla mattina fino alle due del pomeriggio, ella stava alla Scuola Professionale, dove insegnava disegno e ricamo;
novelle06_01_pirandello_f000042|andava poi in giro fino alle sei, fino alle sette, talvolta fino alle otto di sera|andava poi in giro fino alle sei, fino alle sette, talvolta fino alle otto di sera
novelle06_01_pirandello_f000043|per impartire lezioni particolari anche di lingua francese e di pianoforte. Rincasava stanca, la sera;|per impartire lezioni particolari anche di lingua francese e di pianoforte. Rincasava stanca, la sera;
novelle06_01_pirandello_f000044|ma, pure in casa, in quel po’ di tempo prima di cena, altre fatiche, certe cure domestiche a cui la serva non avrebbe potuto attendere;|ma, pure in casa, in quel po di tempo prima di cena, altre fatiche, certe cure domestiche a cui la serva non avrebbe potuto attendere;
novelle06_01_pirandello_f000045|e, subito dopo cena, la correzione dei lavori delle scolarette private.|e, subito dopo cena, la correzione dei lavori delle scolarette private.
novelle06_01_pirandello_f000046|Mobili più che decenti, tutte le comodità, guardaroba ben fornito, dispensa abbondantemente provvista|Mobili più che decenti, tutte le comodità, guardaroba ben fornito, dispensa abbondantemente provvista
novelle06_01_pirandello_f000047|eh sí, sfido! Con tutto questo gran lavoro della mammina infaticabile;|eh sí, sfido! Con tutto questo gran lavoro della mammina infaticabile;
novelle06_01_pirandello_f000048|ma che tristezza anche, e che silenzio in quella casa! Cesarino, ripensandoci dal collegio, se ne sentiva ancora stringere il cuore.|ma che tristezza anche, e che silenzio in quella casa! Cesarino, ripensandoci dal collegio, se ne sentiva ancora stringere il cuore.
novelle06_01_pirandello_f000049|Quand’era là, appena ritornato dalla scuola, desinava solo, svogliato, nella saletta da pranzo ricca ma quasi buja|Quandera là, appena ritornato dalla scuola, desinava solo, svogliato, nella saletta da pranzo ricca ma quasi buja
novelle06_01_pirandello_f000050|con un libro aperto davanti appoggiato alla bottiglia dell’acqua sul riquadro bianco del tovagliolo apparecchiato lí per lí sulla tavola antica di noce;|con un libro aperto davanti appoggiato alla bottiglia dellacqua sul riquadro bianco del tovagliolo apparecchiato lí per lí sulla tavola antica di noce;
novelle06_01_pirandello_f000051|poi si chiudeva in camera a studiare;|poi si chiudeva in camera a studiare;
novelle06_01_pirandello_f000052|e, infine, la sera quando lo chiamavano a cena, usciva tutto raffagottato intorpidito|e, infine, la sera quando lo chiamavano a cena, usciva tutto raffagottato intorpidito
novelle06_01_pirandello_f000053|rannuvolato, con gli occhi strizzati dietro le lenti da miope.|rannuvolato, con gli occhi strizzati dietro le lenti da miope.
novelle06_01_pirandello_f000054|Madre e figlio, cenando, scambiavano tra loro poche parole.|Madre e figlio, cenando, scambiavano tra loro poche parole.
novelle06_01_pirandello_f000055|Ella gli domandava qualche notizia della scuola;|Ella gli domandava qualche notizia della scuola;
novelle06_01_pirandello_f000056|come avesse passato la giornata;|come avesse passato la giornata;
novelle06_01_pirandello_f000057|spesso lo rimproverava del modo di vita che teneva, cosí poco giovanile, e voleva che si scotesse;|spesso lo rimproverava del modo di vita che teneva, cosí poco giovanile, e voleva che si scotesse;
novelle06_01_pirandello_f000058|lo incitava a muoversi un po’, di giorno, all’aperto;|lo incitava a muoversi un po, di giorno, allaperto;
novelle06_01_pirandello_f000059|a esser più vivace, più uomo, via! Lo studio, sí, ma anche qualche svago ci voleva.|a esser più vivace, più uomo, via! Lo studio, sí, ma anche qualche svago ci voleva.
novelle06_01_pirandello_f000060|Soffriva, ecco, a vederlo cosí uggito, pallido, disappetente.|Soffriva, ecco, a vederlo cosí uggito, pallido, disappetente.
novelle06_01_pirandello_f000061|Egli le dava brevi risposte: sí, no;|Egli le dava brevi risposte: sí, no;
novelle06_01_pirandello_f000062|prometteva con freddezza e aspettava con impazienza la fine della cena per andarsene a letto|prometteva con freddezza e aspettava con impazienza la fine della cena per andarsene a letto
novelle06_01_pirandello_f000063|presto presto, poiché era solito di levarsi per tempo la mattina.|presto presto, poiché era solito di levarsi per tempo la mattina.
novelle06_01_pirandello_f000064|Cresciuto sempre solo, non aveva nessuna domestichezza con la madre.|Cresciuto sempre solo, non aveva nessuna domestichezza con la madre.
novelle06_01_pirandello_f000065|La vedeva, la sentiva molto diversa da sé, cosí alacre, energica e disinvolta.|La vedeva, la sentiva molto diversa da sé, cosí alacre, energica e disinvolta.
novelle06_01_pirandello_f000066|Forse egli somigliava al padre.|Forse egli somigliava al padre.
novelle06_01_pirandello_f000067|E il vuoto lasciato dal padre da tanto tempo stava tra lui e la madre, e s’era sempre più ingrandito con gli anni.|E il vuoto lasciato dal padre da tanto tempo stava tra lui e la madre, e sera sempre più ingrandito con gli anni.
novelle06_01_pirandello_f000068|Sua madre, anche lí presente, gli appariva sempre come lontana.|Sua madre, anche lí presente, gli appariva sempre come lontana.
novelle06_01_pirandello_f000069|Ora questa impressione era cresciuta fino a cagionargli uno stranissimo imbarazzo, allorché (molto tardi, veramente;|Ora questa impressione era cresciuta fino a cagionargli uno stranissimo imbarazzo, allorché molto tardi, veramente;
novelle06_01_pirandello_f000070|ma Cesarino – si sa – aveva poca fantasia), per una conversazione tra due compagni di scuola|ma Cesarino - si sa - aveva poca fantasia, per una conversazione tra due compagni di scuola
novelle06_01_pirandello_f000071|le prime infantili finzioni dell’anima gli erano cadute|le prime infantili finzioni dellanima gli erano cadute
novelle06_01_pirandello_f000072|scoprendogli improvvisamente certi vergognosi segreti della vita finora insospettati.|scoprendogli improvvisamente certi vergognosi segreti della vita finora insospettati.
novelle06_01_pirandello_f000073|Allora la madre gli era come balzata ancor più lontana.|Allora la madre gli era come balzata ancor più lontana.
novelle06_01_pirandello_f000074|Negli ultimi giorni passati a casa, aveva notato ch’ella|Negli ultimi giorni passati a casa, aveva notato chella
novelle06_01_pirandello_f000075|non ostante il gran lavoro a cui attendeva senza requie dalla mattina alla sera, si conservava bella, molto bella e florida|non ostante il gran lavoro a cui attendeva senza requie dalla mattina alla sera, si conservava bella, molto bella e florida
novelle06_01_pirandello_f000076|e che di questa bellezza aveva gran cura: si acconciava i capelli con lungo e amoroso studio ogni mattina|e che di questa bellezza aveva gran cura: si acconciava i capelli con lungo e amoroso studio ogni mattina
novelle06_01_pirandello_f000077|vestiva con signorile semplicità, con non comune eleganza;|vestiva con signorile semplicità, con non comune eleganza;
novelle06_01_pirandello_f000078|e s’era sentito quasi offeso finanche dal profumo ch’ella aveva addosso, non mai prima avvertito cosí, da lui.|e sera sentito quasi offeso finanche dal profumo chella aveva addosso, non mai prima avvertito cosí, da lui.
novelle06_01_pirandello_f000079|Per togliersi appunto da questa curiosa disposizione d’animo verso la madre,|Per togliersi appunto da questa curiosa disposizione danimo verso la madre,
novelle06_01_pirandello_f000080|aveva subito accolto la proposta d’entrare in collegio. Ma se n’era ella accorta?|aveva subito accolto la proposta dentrare in collegio. Ma se nera ella accorta?
novelle06_01_pirandello_f000081|O da che era stata spinta a fargli quella proposta? Cesarino, ora, ci ripensava.|O da che era stata spinta a fargli quella proposta? Cesarino, ora, ci ripensava.
novelle06_01_pirandello_f000082|Era stato sempre buono e studioso, fin da piccino;|Era stato sempre buono e studioso, fin da piccino;
novelle06_01_pirandello_f000083|aveva fatto sempre il suo dovere senza la sorveglianza d’alcuno;|aveva fatto sempre il suo dovere senza la sorveglianza dalcuno;
novelle06_01_pirandello_f000084|era un po’ gracile, sí, ma stava pur bene in salute.|era un po gracile, sí, ma stava pur bene in salute.
novelle06_01_pirandello_f000085|Le ragioni addotte dalla madre non lo persuadevano punto.|Le ragioni addotte dalla madre non lo persuadevano punto.
novelle06_01_pirandello_f000086|Lottava intanto contro se stesso per non accogliere certi pensieri, di cui sentiva poi onta e rimorso;|Lottava intanto contro se stesso per non accogliere certi pensieri, di cui sentiva poi onta e rimorso;
novelle06_01_pirandello_f000087|tanto più che, ora, sapeva ammalata la mamma.|tanto più che, ora, sapeva ammalata la mamma.
novelle06_01_pirandello_f000088|Da più mesi ella non veniva a visitarlo, le domeniche, al collegio.|Da più mesi ella non veniva a visitarlo, le domeniche, al collegio.
novelle06_01_pirandello_f000089|Le ultime volte ch’era venuta, s’era lamentata di non star bene;|Le ultime volte chera venuta, sera lamentata di non star bene;
novelle06_01_pirandello_f000090|e, difatti, a Cesarino non era sembrata florida come prima;|e, difatti, a Cesarino non era sembrata florida come prima;
novelle06_01_pirandello_f000091|aveva anzi notato una trascuratezza insolita nell’acconciatura di lei|aveva anzi notato una trascuratezza insolita nellacconciatura di lei
novelle06_01_pirandello_f000092|che gli aveva fatto sentire più acuto il rimorso dei pensieri cattivi suggeriti dalla soverchia cura ch’ella prima vi poneva.|che gli aveva fatto sentire più acuto il rimorso dei pensieri cattivi suggeriti dalla soverchia cura chella prima vi poneva.
novelle06_01_pirandello_f000093|Dalle letterine, che di tanto in tanto la madre gli inviava per domandargli se avesse bisogno di qualche cosa|Dalle letterine, che di tanto in tanto la madre gli inviava per domandargli se avesse bisogno di qualche cosa
novelle06_01_pirandello_f000094|Cesarino sapeva che il medico le aveva ordinato di stare in riposo|Cesarino sapeva che il medico le aveva ordinato di stare in riposo
novelle06_01_pirandello_f000095|perché si era troppo e per troppo tempo affaticata, e proibito d’uscire, assicurando tuttavia che non c’era nulla di grave e che|perché si era troppo e per troppo tempo affaticata, e proibito duscire, assicurando tuttavia che non cera nulla di grave e che
novelle06_01_pirandello_f000096|seguendo scrupolosamente le prescrizioni, sarebbe senza dubbio guarita.|seguendo scrupolosamente le prescrizioni, sarebbe senza dubbio guarita.
novelle06_01_pirandello_f000097|Ma l’infermità si protraeva e Cesarino già stava in pensiero e non gli pareva l’ora che l’anno scolastico terminasse.|Ma linfermità si protraeva e Cesarino già stava in pensiero e non gli pareva lora che lanno scolastico terminasse.
novelle06_01_pirandello_f000098|Naturalmente, in tali condizioni di spirito, le vere ragioni escogitate dal professore di storia|Naturalmente, in tali condizioni di spirito, le vere ragioni escogitate dal professore di storia
novelle06_01_pirandello_f000099|per cui Napoleone Bonaparte era stato sconfitto a Waterloo, per quanti sforzi facesse, non riusciva a penetrarle bene.|per cui Napoleone Bonaparte era stato sconfitto a Waterloo, per quanti sforzi facesse, non riusciva a penetrarle bene.
novelle06_01_pirandello_f000100|Quel giorno stesso, appena rientrato in collegio, Cesarino fu chiamato dal Direttore.|Quel giorno stesso, appena rientrato in collegio, Cesarino fu chiamato dal Direttore.
novelle06_01_pirandello_f000101|S’aspettava qualche grave riprensione per lo scarso profitto ricavato da quell’anno di studio;|Saspettava qualche grave riprensione per lo scarso profitto ricavato da quellanno di studio;
novelle06_01_pirandello_f000102|ma trovò invece il Direttore molto benigno e amorevole e anche un po’ turbato, all’aria.|ma trovò invece il Direttore molto benigno e amorevole e anche un po turbato, allaria.
novelle06_01_pirandello_f000103|— Caro Brei, — gli disse, posandogli insolitamente una mano su la spalla, — lei sa che la sua mamma… — Sta peggio?|- Caro Brei, - gli disse, posandogli insolitamente una mano su la spalla, - lei sa che la sua mamma - Sta peggio?
novelle06_01_pirandello_f000104|— lo interruppe subito Cesarino, levando gli occhi a guardarlo, quasi con terrore;|- lo interruppe subito Cesarino, levando gli occhi a guardarlo, quasi con terrore;
novelle06_01_pirandello_f000105|e il berretto gli cadde di mano. — Pare, figliuolo mio, sí.|e il berretto gli cadde di mano. - Pare, figliuolo mio, sí.
novelle06_01_pirandello_f000106|Bisogna che lei vada subito a casa.|Bisogna che lei vada subito a casa.
novelle06_01_pirandello_f000107|Cesarino rimase a guardarlo, con una domanda negli occhi supplichevoli|Cesarino rimase a guardarlo, con una domanda negli occhi supplichevoli
novelle06_01_pirandello_f000108|che le labbra non ardivano di proferire — Io non so bene, — disse il Direttore, comprendendo quella domanda muta.|che le labbra non ardivano di proferire - Io non so bene, - disse il Direttore, comprendendo quella domanda muta.
novelle06_01_pirandello_f000109|— È venuta una donna, poco fa da casa, a chiamarla. Coraggio, figliuolo mio! Vada.|- È venuta una donna, poco fa da casa, a chiamarla. Coraggio, figliuolo mio! Vada.
novelle06_01_pirandello_f000110|Lascerò il custode a sua disposizione.|Lascerò il custode a sua disposizione.
novelle06_01_pirandello_f000111|Cesarino uscí dalla sala della direzione con la mente scombujata: non sapeva più quel che dovesse fare|Cesarino uscí dalla sala della direzione con la mente scombujata: non sapeva più quel che dovesse fare
novelle06_01_pirandello_f000112|di dove prendere per correre a casa. Dov’era il custode? E il berretto?|di dove prendere per correre a casa. Dovera il custode? E il berretto?
novelle06_01_pirandello_f000113|Dove aveva lasciato il berretto?|Dove aveva lasciato il berretto?
novelle06_01_pirandello_f000114|Il Direttore glielo porse e ingiunse al custode di rimanere a disposizione del giovane anche per tutta la giornata, se occorreva.|Il Direttore glielo porse e ingiunse al custode di rimanere a disposizione del giovane anche per tutta la giornata, se occorreva.
novelle06_01_pirandello_f000115|Cesarino corse in via Finanze, ov’era la casa.|Cesarino corse in via Finanze, overa la casa.
novelle06_01_pirandello_f000116|Pochi passi prima di giungervi, vide il portone socchiuso e sentí mancarsi le gambe.|Pochi passi prima di giungervi, vide il portone socchiuso e sentí mancarsi le gambe.
novelle06_01_pirandello_f000117|— Coraggio! — gli ripeté il custode, che sapeva.|- Coraggio! - gli ripeté il custode, che sapeva.
novelle06_01_pirandello_f000118|Tutta la casa era sossopra, come se la morte vi fosse entrata di violenza.|Tutta la casa era sossopra, come se la morte vi fosse entrata di violenza.
novelle06_01_pirandello_f000119|Precipitandosi dentro, Cesarino cacciò subito lo sguardo nella camera della madre|Precipitandosi dentro, Cesarino cacciò subito lo sguardo nella camera della madre
novelle06_01_pirandello_f000120|in fondo, e la intravide, là… sul letto… lunga – fu questa|in fondo, e la intravide, là sul letto lunga - fu questa
novelle06_01_pirandello_f000121|nello stordimento, la prima impressione, strana, di meraviglia – lunga, oh Dio, come se la morte l’avesse stirata, a forza;|nello stordimento, la prima impressione, strana, di meraviglia - lunga, oh Dio, come se la morte lavesse stirata, a forza;
novelle06_01_pirandello_f000122|rigida, pallida più della cera, e già livida nelle occhiaje, ai lati del naso irriconoscibile! — Come? … come?|rigida, pallida più della cera, e già livida nelle occhiaje, ai lati del naso irriconoscibile! - Come?  come?
novelle06_01_pirandello_f000123|… — balbettò, più incuriosito quasi sulle prime, che atterrito da quella vista| - balbettò, più incuriosito quasi sulle prime, che atterrito da quella vista
novelle06_01_pirandello_f000124|stringendosi nelle spalle e protendendo il collo a guardare come fanno i miopi.|stringendosi nelle spalle e protendendo il collo a guardare come fanno i miopi.
novelle06_01_pirandello_f000125|Quasi in risposta, venne dall’altra stanza, a infrangere orribilmente quel silenzio di morte, uno strillo infantile, roco.|Quasi in risposta, venne dallaltra stanza, a infrangere orribilmente quel silenzio di morte, uno strillo infantile, roco.
novelle06_01_pirandello_f000126|Cesarino si voltò di scatto, quasi quello strillo gli fosse arrivato come una rasojata alla schiena|Cesarino si voltò di scatto, quasi quello strillo gli fosse arrivato come una rasojata alla schiena
novelle06_01_pirandello_f000127|e tremando in tutto il corpo guardò la serva che piangeva in silenzio inginocchiata presso il letto.|e tremando in tutto il corpo guardò la serva che piangeva in silenzio inginocchiata presso il letto.
novelle06_01_pirandello_f000128|— Un bimbo? — Di là… — gli accennò quella. — Suo?|- Un bimbo? - Di là - gli accennò quella. - Suo?
novelle06_01_pirandello_f000129|— domandò, più col fiato che con la voce, allibito.|- domandò, più col fiato che con la voce, allibito.
novelle06_01_pirandello_f000130|La serva accennò di sí, col capo.|La serva accennò di sí, col capo.
novelle06_01_pirandello_f000131|Si voltò di nuovo verso la madre, non poté sostenerne la vista.|Si voltò di nuovo verso la madre, non poté sostenerne la vista.
novelle06_01_pirandello_f000132|Sconvolto dall’improvvisa, atroce rivelazione che lo istupidiva e gli strappava|Sconvolto dallimprovvisa, atroce rivelazione che lo istupidiva e gli strappava
novelle06_01_pirandello_f000133|ora, il cordoglio violentemente, si nascose gli occhi con le mani|ora, il cordoglio violentemente, si nascose gli occhi con le mani
novelle06_01_pirandello_f000134|mentre sú dalle viscere sospese gli saliva come un urlo che la gola, strozzata dall’angoscia, non lasciava passare.|mentre sú dalle viscere sospese gli saliva come un urlo che la gola, strozzata dallangoscia, non lasciava passare.
novelle06_01_pirandello_f000135|Di parto, dunque? Morta di parto? Ma come? Dunque, per questo?|Di parto, dunque? Morta di parto? Ma come? Dunque, per questo?
novelle06_01_pirandello_f000136|E subito gli balenò il sospetto che di là, dond’era venuto quel pianto infantile, ci fosse qualcuno;|E subito gli balenò il sospetto che di là, dondera venuto quel pianto infantile, ci fosse qualcuno;
novelle06_01_pirandello_f000137|e si voltò a guatare la serva odiosamente. — Chi… chi? Non poté dir altro.|e si voltò a guatare la serva odiosamente. - Chi chi? Non poté dir altro.
novelle06_01_pirandello_f000138|Con la mano che gli ballava voleva reggersi le lenti che gli scivolavano dal naso per le lagrime che intanto|Con la mano che gli ballava voleva reggersi le lenti che gli scivolavano dal naso per le lagrime che intanto
novelle06_01_pirandello_f000139|inavvertitamente, gli sgorgavano dagli occhi.|inavvertitamente, gli sgorgavano dagli occhi.
novelle06_01_pirandello_f000140|— Venga… venga… — gli disse la serva. — No… dimmi… — insistette.|- Venga venga - gli disse la serva. - No dimmi - insistette.
novelle06_01_pirandello_f000141|Ma finalmente s’accorse che nella camera, attorno al letto, c’era altra gente ch’egli non conosceva e che lo guardava con pietoso stupore.|Ma finalmente saccorse che nella camera, attorno al letto, cera altra gente chegli non conosceva e che lo guardava con pietoso stupore.
novelle06_01_pirandello_f000142|Tacque e si lasciò condurre dalla serva nella stanzetta che aveva occupato prima d’entrare in collegio.|Tacque e si lasciò condurre dalla serva nella stanzetta che aveva occupato prima dentrare in collegio.
novelle06_01_pirandello_f000143|C’era di là la levatrice soltanto, che aveva da poco tratto dal bagno il neonato ancora gonfio e paonazzo.|Cera di là la levatrice soltanto, che aveva da poco tratto dal bagno il neonato ancora gonfio e paonazzo.
novelle06_01_pirandello_f000144|Cesarino lo guardò con ribrezzo, e si volse di nuovo alla serva. — Nessuno? — disse, quasi tra sé. — Questo bambino?|Cesarino lo guardò con ribrezzo, e si volse di nuovo alla serva. - Nessuno? - disse, quasi tra sé. - Questo bambino?
novelle06_01_pirandello_f000145|— Oh signorino mio! — esclamò la serva, giungendo le mani. — Che posso dirle? Non so nulla, io.|- Oh signorino mio! - esclamò la serva, giungendo le mani. - Che posso dirle? Non so nulla, io.
novelle06_01_pirandello_f000146|Dicevo appunto questo alla levatrice qua… Non so proprio nulla! Qua non è mai venuto nessuno: questo glielo posso giurare! — Non ti disse?|Dicevo appunto questo alla levatrice qua Non so proprio nulla! Qua non è mai venuto nessuno: questo glielo posso giurare! - Non ti disse?
novelle06_01_pirandello_f000147|— Mai, nulla! Non mi confidò mai nulla, e io, certo, non potevo domandarle… Piangeva, sa?|- Mai, nulla! Non mi confidò mai nulla, e io, certo, non potevo domandarle Piangeva, sa?
novelle06_01_pirandello_f000148|Oh tanto, di nascosto… Non uscí più di casa, dacché cominciò a parere… lei m’intende… Cesarino|Oh tanto, di nascosto Non uscí più di casa, dacché cominciò a parere lei mintende Cesarino
novelle06_01_pirandello_f000149|raccapricciato, alzò le mani per accennare alla serva di tacere.|raccapricciato, alzò le mani per accennare alla serva di tacere.
novelle06_01_pirandello_f000150|Per quanto, nel vuoto orrendo in cui quella morte improvvisa lo gettava, sentisse prepotente il bisogno di sapere, non volle. L’onta era troppa.|Per quanto, nel vuoto orrendo in cui quella morte improvvisa lo gettava, sentisse prepotente il bisogno di sapere, non volle. Lonta era troppa.
novelle06_01_pirandello_f000151|E sua madre n’era morta, ed era ancora di là.|E sua madre nera morta, ed era ancora di là.
novelle06_01_pirandello_f000152|Si premette le mani sul volto, accostandosi alla finestra per fare da solo, nel bujo della mente, le sue supposizioni.|Si premette le mani sul volto, accostandosi alla finestra per fare da solo, nel bujo della mente, le sue supposizioni.
novelle06_01_pirandello_f000153|Non ricordava d’aver veduto neanche lui, finché era stato in casa, nessun uomo, mai, che potesse dargli sospetto Ma, fuori?|Non ricordava daver veduto neanche lui, finché era stato in casa, nessun uomo, mai, che potesse dargli sospetto Ma, fuori?
novelle06_01_pirandello_f000154|Sua madre era vissuta cosí poco in casa! E che sapeva lui della vita ch’ella aveva condotto fuori?|Sua madre era vissuta cosí poco in casa! E che sapeva lui della vita chella aveva condotto fuori?
